interaction;name
EXO1;RANBP1
ORC1;EZH2
CDCA4;CDK1
DEPDC1B;FOXM1
NCAPG;SAP30
CDKN2D;CKAP2
IRX3;GINS3
DTL;EZH2
DNAH11;CDK1
SESN1;SYCP2
HOXC8;RIMBP3B
ICOS;C1QB
CCDC171;RIMBP3B
CHEK1;GINS3
CRNDE;EZH2
CD8A;DOCK2
SGO2;RRM1
SVIP;CCSAP
BST2;TNFRSF18
FBXO5;CLSPN
FOXH1;FAM27E3
ESCO2;CDK1
CDC45;CLSPN
EXO1;CLSPN
MAST4;RANBP1
GTSE1;CKAP2
DLGAP5;RANBP1
GZMA;SLC1A3
CCNB2;CKAP2
MCM2;FANCD2
FAM78A;SLC37A2
IGFBP4;EMCN
STEAP1B;ARHGAP10
CXCR6;BCL11B
ITK;APBB1IP
HK3;DOCK2
TNFRSF18;APBB1IP
SYTL3;CCSAP
CDC6;CLSPN
FLNB-AS1;CLSPN
PLK4;EZH2
APOL6;APBB1IP
TRAIP;FOXM1
CKS2;SAP30
CENPF;RRM1
PRC1-AS1;CLSPN
NIPA1;SKA2
CTSZ;GPR183
TNFSF14;SLC1A3
LY75;SLC1A3
EVI2B;BCL11B
CD52;BCL11B
APOBR;FOSL1
CD3D;APBB1IP
ARHGAP30;SLC1A3
SAMD9;TNFRSF18
KBTBD8;GPR183
PLEK;TNFRSF18
UHRF1;FOXM1
PSTPIP1;DOCK2
SAMSN1;SLC37A2
HELLS;FOXM1
PCLAF;FOXM1
GBP5;APBB1IP
TRIP13;FOXM1
SLA;SLC37A2
CHAF1A;CKAP2
CDCA2;RRM1
PIF1;RRM1
LMNB2;CDK1
OAS2;C1QB
UHRF1;PFKFB4
USP18;PARP14
C1QC;SLC37A2
UBE2T;CKAP2
SKA1;EZH2
PTPN22;TNFRSF18
USHBP1;EMCN
CTSD;FOSL1
RAB7B;SOX9-AS1
IL37;CLSPN
GBP5;TNFRSF9
DEPDC1;KCNMB2
IRX5;GINS3
CCR7;DOCK2
E2F7;CLSPN
TMEM201;FANCD2
CEP15;C21orf58
FAM72D;FOXM1
EPM2A;RGS16
HOXC9;HOXC6
HJURP;EZH2
C1QC;SLC1A3
CCDC34;FOXM1
PRC1;CLSPN
SKA2;EZH2
LGMN;SLC37A2
CCNA2;FOXM1
FAM72A;CLSPN
ESCO2;EZH2
NEK2;CDK1
GZMA;C1QB
APOC1;APBB1IP
CDCA7L;C21orf58
C1GALT1;RGS16
IL2RB;DOCK2
SUV39H1;TUBA1C
CD40;APBB1IP
PLEK2;TMEM107
TMEM156;DOCK2
KLHDC7B;C1QB
KYNU;BCL11B
FCGR3B;SLC1A3
HAVCR2;TNFRSF18
CDCA8;EZH2
ASPM;CLSPN
TFEC;SLC37A2
LHX2;FANCD2
IL12RB1;SLC37A2
NEK2;GINS3
GEN1;CDK1
ASF1B;CLSPN
CDKN2C;SAP30
CIT;CLSPN
COL8A1;SLC1A3
CRYBG1;TUBA1C
IL21R;SLC1A3
CLEC5A;RGS1
TMEM156;SLC37A2
ZNF726;EMCN
TNFRSF9;TNFRSF18
IRX5;FOXM1
CD84;TNFRSF18
CENPM;RRM1
TICRR;EZH2
CCNB1;CKAP2
TREM2;RGS1
TTK;GINS3
CD40;DOCK2
UHRF1;CDK1
KIF14;CLSPN
DEPDC1B;CKAP2
LINC01943;SLC1A3
SMC2;RRM1
ETV7;TNFRSF18
IL21R-AS1;RGS1
ASB5;RGS16
CD52;LILRA5
SIGLEC8;APBB1IP
SIRPG;TNFRSF9
LINC02195;TNFRSF18
WSCD2;PFKFB4
GALNT6;EXOC3L4
KY;RANBP1
CGN;RAC2
OSCAR;EXOC3L4
SASH3;TNFRSF18
PTPN22;SLC1A3
CCNF;EZH2
PDCD1;C1QB
MTFR2;GINS3
NXT2;PFKFB4
NEIL3;C21orf58
CDCA4;EZH2
PTEN;EZH2
NUSAP1;C21orf58
RAD54L;CLSPN
KIF4A;CLSPN
MCM6;FANCD2
GAS2L3;CDK1
LMNB1;CLSPN
RANGAP1;FOXM1
H2AX;FOXM1
ANTXR2;GINS3
BUB1;CKAP2
LOC107986126;SAP30
CENPH;CDK1
ASF1B;FANCD2
ESCO2;CLSPN
CD8B;DOCK2
GALNT6;ANPEP
ZNF850;C5orf34
SIGLEC9;FOSL1
INMT-MINDY4;CCSAP
CD8B;BCL11B
UBASH3A;C1QB
CACNA2D4;FOSL1
PDCD1LG2;LILRA5
ASB5;FOSL1
TMEM201;CKAP2
ST14;ANPEP
GARNL3;GPR183
SFRP1;SALL1
DSN1;FANCD2
E2F1;RRM1
CXCL9;C1QB
SGO1;CKAP2
NCAPH;CDK1
IGSF6;C1QB
LIG1;SAP30
C9orf40;EZH2
EXO1;RRM1
H19;PFKFB4
PSTPIP1;LILRA5
IL21R-AS1;C1QB
IFI27;LILRA5
ZSCAN31;OTOA
APOL1;BCL11B
PTPRN;RGS16
ANKRD18A;ASRGL1
IL7R;BCL11B
LILRA6;C1QB
CD6;LILRA5
CENPL;EZH2
CD3D;C1QB
HOXD4;LOC100129455
OAS2;TNFRSF18
TBX18;CDK1
DEPDC1;FANCD2
CDKN3;CDK1
SKA1;FOXM1
CDT1;FOXM1
SASH3;SLC1A3
WDR76;CDK1
SPC24;EZH2
GMIP;APBB1IP
DOCK10;SLC37A2
PLK1;FOXM1
SVIP;PFKFB4
FAM111B;CLSPN
FAM78A;DOCK2
SHMT1;CDK1
KNL1;C21orf58
P2RY10;BCL11B
CD48;LILRA5
SPN;LILRA5
FOSL1;EXOC3L4
CSTA;TNFRSF9
LOC105375690;MIR31HG
SOCAR;APBB1IP
ZFP2;ADORA2B
TBC1D10C;C1QB
CRNDE;CKAP2
FOXD2-AS1;NECTIN3
CIMIP2A;GINS3
DLGAP5;FOXM1
CDK1;EZH2
GINS1;FOXM1
TRAIP;FANCD2
HJURP;CLSPN
PI4K2B;CKAP2
SP140;SLC1A3
IL2RB;APBB1IP
WDR62;C21orf58
IL21R;C1QB
CTSS;LILRA5
IL21R-AS1;SLC1A3
FAM110D;CDK1
LOC101928517;C1QB
MAST4;MIR675
SLC20A1;ADORA2B
PTEN;ADAMTSL5
NT5DC4;MIR924HG
CD70;DOCK2
KCNAB2;SLC1A3
NT5DC4;RRM1
LHX2;CLSPN
CCRL2;LILRA5
TICRR;FOXM1
PSRC1;EZH2
TRIM59;CKAP2
FAM72A;FOXM1
RAD54L;FOXM1
CXCR6;SLC1A3
DEPDC1B;EZH2
VCAM1;SLC1A3
FANCI;EZH2
LCK;DOCK2
MCM6;EZH2
STMN1;CDK1
SQLE;EMCN
PARP14;C1QB
E2F1;FANCD2
TICRR;CDK1
CENPU;CDK1
PIF1;FOXM1
PLPP3;IL33
MCM2;SAP30
CCDC15;IL33
LINC02084;SLC1A3
TBC1D10C;BCL11B
SIRPG;BCL11B
SOCAR;DOCK2
FMNL1-DT;SLC1A3
CCR1;TNFRSF9
ST14;EXOC3L4
HOXB7;EXOC3L4
SIGLEC9;C1QB
SPSB4;CLSPN
SERPINA1;TNFRSF18
SYTL3;SLC9A7
KIF20B;RRM1
KIF4A;RRM1
SLA;RGS1
PTPN3;CDK1
RAC2;APBB1IP
SLA;APBB1IP
PRR11;CLSPN
RACGAP1;CKAP2
AKR1C3;RRM1
PTEN;MIR100HG
CYYR1;EMCN
GTSE1;EZH2
RAD54L;CDK1
FOXM1;TUBA1C
BRI3BP;RANBP1
LINC01615;SLC37A2
SNORA10;CDK1
CD2;C1QB
IL7R;RGS1
IFI30;LILRA5
TMEM163;CENPF
TNFRSF9;DOCK2
SOCAR;SLC37A2
LOC105371050;EZH2
PTPN22;BCL11B
ICAM1;TNFRSF18
UNC93B1;ANPEP
FAM72B;FOXM1
ERCC6L;CLSPN
POLA1;CDK1
SPHK1;TUBA1C
NKD1;PFKFB4
SAMD9;C1QB
DOCK10;DOCK2
SKA3;CKAP2
NCAPH;FOXM1
SYTL3;RGS16
MAD2L1;PFKFB4
CKAP2L;FOXM1
PEG3;CLSPN
PCLAF;EZH2
PBK;CKAP2
NUSAP1;EZH2
ITGA6;EMCN
SH2D1A;C1QB
ZBP1;TNFRSF18
DCST1;C21orf58
CD80;RGS1
PLEK;BCL11B
C1QC;BCL11B
LINC02084;BCL11B
SPN;C1QB
DEPDC1;RRM1
POLA1;EZH2
CYYR1;PTPRB
RGMB;MCM6
HMGB2;FANCD2
BCL2L11;FANCD2
DOK2;APBB1IP
ZNF367;C21orf58
GINS2;IL33
RAC2;C1QB
IGF2;GPR183
INS-IGF2;GPR183
CTSS;SLC1A3
TCF19;C21orf58
CD58;GPR183
IRX3;FOXM1
PTAFR;LILRA5
SPC25;FOXM1
RUNX3-AS1;ADORA2B
GPR171;RGS1
ST6GALNAC5;RAD18
TREM2;OTOAP1
CDC25C;RRM1
CALHM6;RGS1
UCK2;CLSPN
HAS2-AS1;FOXM1
PCK2;TNFRSF18
CHAF1A;SAP30
PRC1;EZH2
HMGB2;CDK1
PLAUR;SLC37A2
NEK2;RRM1
BATF2;DOCK2
ZGRF1;FANCD2
DIAPH3;CLSPN
MCM8;CLSPN
ACYP1;CLSPN
AURKB;TUBA1C
DDX11-AS1;C21orf58
ITGAL;LILRA5
OSCAR;LILRA5
CD6;SLC37A2
ABCA7;WNT10B
LINC01615;DOCK2
H3C3;GINS3
CCL5;TNFRSF18
CDC25A;SALL4
RASSF7;GOLGA2P5
SLF1;EMCN
CDK1;CKAP2
ESCO2;CKAP2
MCM6;CLSPN
HEG1;SLC37A2
KIF18B;EZH2
LEFTY2;PFKFB4
CEP55;CKAP2
TEDC1;GINS3
CHAF1B;C21orf58
LAPTM5;SLC1A3
SLC25A10;FOXM1
NCAPG;FOXM1
DSN1;C21orf58
ZNF683;SLC1A3
ICOS;TNFRSF9
CD6;TNFRSF18
IL2RG;BCL11B
AIM2;SLC1A3
LRR1;ADORA2B
XKR9;EMCN
PHLDA2;FOSL1
RFPL1;ADAMTSL5
KCNAB2;C1QB
PRKX;SLC9A7
SLC31A2;RGS1
BCL2A1;SLC37A2
HK3;APBB1IP
CHRDL1;ANPEP
CD8A;APBB1IP
TYMP;SLC37A2
LAPTM5;APBB1IP
CCDC150;EZH2
IRAK1;PFKFB4
RELT;PFKFB4
KIF18A;EZH2
SUV39H1;CLSPN
MASTL;CLSPN
PPIF;FOXM1
TREM2;APBB1IP
CXCL9;APBB1IP
LGMN;DOCK2
SKA1;CDK1
BARD1;CDK1
TYMS;GINS3
UBE2C;CLSPN
LOC100288637;CLSPN
ANXA2R;ANXA2R-OT1
BIRC5;GINS3
PRC1;FANCD2
P2RY6;APBB1IP
HECW2-AS1;DOCK2
CD80;SLC1A3
LOC101928517;ANPEP
LOC101928517;DOCK2
ICOS;BCL11B
CD70;APBB1IP
HK3;C1QB
SOCS2;CDK1
CENPN-AS1;FOXM1
STAC3;ANPEP
CDC25C;CLSPN
ASPM;CKAP2
ZFP2;TUBA1C
EPSTI1;DOCK2
CCDC150;CDK1
ENHO;CNIH2
CDC20;RRM1
BLM;CDK1
ZNF367;CLSPN
PIF1;EZH2
CCND2;CLSPN
ZFHX4;PFKFB4
PLK1;CLSPN
TUBA1B;FOXM1
ARHGEF3;IL33
OAS2;DOCK2
TREM2;FOSL1
P2RY10;C1QB
CD40;FFAR4
KCNMB2;FANCD2
TNFSF13B;TNFRSF9
CRNDE;CDK1
NFAM1;TNFRSF18
LINC01943;ANPEP
CA12;ACBD7
C5orf34;EZH2
ARHGAP11B;C21orf58
PRKCD;SLC9A7
CENPA;CDK1
FMNL1;RGS1
PRRG4;GOLGA2P5
DIAPH3;CDK1
HMMR;CDK1
ZMAT3;CNIH2
KIF23;EZH2
RASSF7;ASRGL1
CTSZ;C1QB
BIRC5;EZH2
CENPE;RRM1
P2RY6;SLC37A2
BATF2;RSAD2
FOXM1;GINS3
STON2;IFI44
UNC93B1;C1QB
SPAG5;FOXM1
SKA3;SAP30
CDKN2C;CKAP2
DEPDC1B;GINS3
MCM10;FOXM1
PSD4;RGS16
PHF24;PFKFB4
DEPDC1-AS1;CDK1
TYMP;BCL11B
FLRT2-AS1;SAP30
CDC6;RRM1
OSCAR;ANPEP
ITGAL;TNFRSF18
FBXO5;EZH2
CCR1;RGS1
IRX5;IL33
SPAG5;CDK1
LGMN;APBB1IP
GFI1;C1QB
BARD1;FANCD2
PTTG1;CLSPN
RGS1;APBB1IP
E2F2;EZH2
PAQR4;SAP30
CASZ1;ITGA9
NCAPD2;CLSPN
PTEN;C21orf58
JAKMIP3;ADORA2B
FLRT2-AS1;ADORA2B
CCND2;KCNMB2
CCR5;LILRA5
SIGLEC9;FFAR4
CD3E;BCL11B
CD40;TNFRSF18
LOC112268460;CLSPN
CDCA8;FOXM1
CDC25C;FOXM1
ESPL1;CDK1
CEP152;EZH2
RRM2;CDK1
SPC24;FOXM1
RAD51AP1;EZH2
CIT;GINS3
CENPK;CKAP2
PKN3;NUSAP1
ZIC2;CDK1
SKAP2;MIR675
FOXL1;ADORA2B
EPSTI1;TNFRSF9
LAIR2;DOCK2
ITGAX;OTOAP1
APOC2;RGS1
E2F8;CKAP2
TMEM201;CDK1
CCR7;SLC1A3
APOBEC3B;CLSPN
CD300A;APBB1IP
PAQR4;C21orf58
KIF18B;CKAP2
RAD51AP1;CDK1
DENND5B;ANXA2R-OT1
FANCG;FOXM1
HOXD3;LOC100129455
TFDP1;CDK1
MCIDAS;CKAP2
UBD;TNFRSF18
S100A9;FOSL1
KCNN4;LILRA5
HMMR-AS1;MIR100HG
TUBE1;RIMBP3B
SIGLEC8;C1QB
SLC25A40;CDK1
CENPA;RRM1
MSC-AS1;EMCN
SEL1L3;IL4I1
ZFHX4;ANPEP
CORO1A;SLC1A3
PTTG1;GINS3
HMGB3;PFKFB4
CDK1;CLSPN
LYZ;SLC37A2
CENPF;FANCD2
SGO1-AS1;GINS3
TMEM106C;CLSPN
ENO1;RRM1
DRAXIN;CKAP2
CTSD;SLC37A2
TK1;FOXM1
SGO1-AS1;CLSPN
SAPCD2;CLSPN
XRCC2;EZH2
CIT;EZH2
TUBB4B;FOXM1
RBL1;TUBA1C
BRI3BP;GINS3
LINC02195;DOCK2
BRIP1;LINC00601
CD300A;LILRA5
CD8B;APBB1IP
DOK2;LILRA5
NOSTRIN;ITGA9
CDC7;KCNMB2
GBP5;BCL11B
MYL11;EDIL3-DT
APOA1;MAFB
KLHDC7B;DOCK2
LINC01871;BCL11B
LOC112268460;CKAP2
GINS4;CLSPN
MCOLN2;APBB1IP
ETV7;APBB1IP
ST14;SLC9A7
CDC6;EZH2
E2F1;CKAP2
FAM83D;CDK1
DHRS12;ARHGAP10
SMC4;EZH2
CKAP2;SAP30
PTPN3;CNIH2
SRGAP2B;CLSPN
CXCL10;APBB1IP
CD82;PSTPIP1
DEPDC1B;CDK1
SPHK1;FOSL1
OSCAR;FOSL1
PTPN3;IL36G
S100A3;LILRA5
PDCD1LG2;TNFRSF18
JCHAIN;BCL11B
MYH15;DTNB
HK3;FOSL1
EYA2-AS1;BBOX1
EDEM1;TNFRSF9
EVI2B;TNFRSF9
AIM2;TNFRSF18
MSR1;OTOAP1
CCR7;BCL11B
EPM2A;LOC102723654
PILRA;LILRA5
IL18;TNFRSF18
MTFR2;FOXM1
CENPM;RANBP1
HAS2-AS1;CKAP2
MIR3658;RANBP1
CTSW;C1QB
KIF20B;CLSPN
SPN;SLC37A2
ESPL1;FOXM1
SKA2;C21orf58
STAC3;SLC1A3
PLK4;RRM1
LOC107986126;CLSPN
APOL1;DOCK2
ITGB2;SLC1A3
RAD51;CKAP2
CENPF;C21orf58
ACYP1;SAP30
REV3L;PFKFB4
DBF4;RRM1
SLAMF8;SLC1A3
OSCAR;C1QB
C10orf143;SAP30
TAGLN2;C1QB
MAD2L1;RANBP1
ZGRF1;EMCN
PNPLA3;RRM1
LAPTM5;LILRA5
CDC25A;CCSAP
APOBR;ANPEP
IL1R2;RGS1
SMCO2;FOSL1
LOC105371275;GINS3
SHCBP1;TUBA1C
DCST1-AS1;CLSPN
INHBE;RANBP1
SIGLEC9;RGS1
ZNF267;DOCK2
CENPM;CLSPN
MREG;SLC9A7
CCNB2;CDK1
HAVCR2;RGS1
WDR62;CLSPN
VCAM1;C1QB
PSRC1;FOXM1
CDT1;CLSPN
POLA1;C21orf58
CHAF1B;EZH2
E2F1;FOXM1
TBX18;C21orf58
RUNX3;TUBA1C
NUDT1;IL33
TMPO-AS1;C21orf58
CDCA7L;CDK1
MELK;CLSPN
LDHA;IL33
CCND2;C21orf58
KIF18A;GINS3
SIT1;APBB1IP
PLA2G7;TNFRSF18
GPR174;TNFRSF18
LAPTM5;FOSL1
TNFSF13B;LILRA5
GPR171;TNFRSF18
TMEM156;APBB1IP
LOC105371793;IL33
ZBED2;TNFRSF18
IL7R;TNFRSF9
SAMSN1;TNFRSF9
ANKRD22;TNFRSF9
IL21R-AS1;FFAR4
KIF20A;CKAP2
NKD1;ANPEP
SAMSN1;TNFRSF18
UCP2;SLC9A7
IRX5;CLSPN
NDC80;EZH2
MAD2L1;RRM1
CEP152;CKAP2
ARHGAP11A;FOXM1
DBF4;CLSPN
SLC1A3;APBB1IP
PSRC1;C21orf58
GBP5;SLC1A3
PRC1-AS1;CKAP2
TPX2;CKAP2
MMP9;ITGA9
PCLAF;PFKFB4
FANCI;RANBP1
PODNL1;SLC1A3
IL18;SLC1A3
RAB11FIP4;SLC9A7
BRCA2;CDK1
WDR62;CKAP2
MYCL;SLC1A3
SMC1B;IL33
STEAP1B;MIR675
ICOS;APBB1IP
MYCL;ANPEP
GZMA;BCL11B
SH2D1A;BCL11B
ESPL1;IL36G
C1QC;TNFRSF9
CD68;TNFRSF18
CORO1A;TNFRSF18
ZBP1;APBB1IP
SOCS2;CLSPN
SOCS2-AS1;CDK1
IRX5;CDK1
CIT;CDK1
HOXA10;TUBA1C
OIP5;EZH2
CKS2;EZH2
C1GALT1;RANBP1
NUF2;FOXM1
BRCA1;CDK1
PIF1;IL33
HMMR;FOXM1
ESPL1;C21orf58
KNSTRN;FOXM1
BIRC3;DOCK2
CCNA2;RANBP1
GGH;RANBP1
PTPRN;RIMBP3B
SPC25;GINS3
EN1;MIR31HG
CD3D;LILRA5
LOC101928517;APBB1IP
APOC4-APOC2;RGS1
STARD13;ADAMTSL5
HOXB7;RIMBP3B
NEURL1;ADORA2B
GPR171;SLC1A3
PDCD1;SLC1A3
ZBP1;C1QB
GAS2L3;CCSAP
CYTIP;SLC1A3
RGS16;ANPEP
DOCK10;C1QB
ICAM1;SLC37A2
LCORL;SAP30
TOP2A;SAP30
USP1;CKAP2
SERPINA1;SLC1A3
RELT;RANBP1
WDR62;EZH2
PFKFB4;RANBP1
SPDL1;FOXM1
PPIF;TUBA1C
FBXO43;CDK1
CDKN2D;SAP30
PFKFB4;ITGA9
IRX5;CCSAP
IL2RG;LILRA5
LINC02084;APBB1IP
THRIL;RANBP1
STK17B;ADORA2B
LRRC3B;SOX9-AS1
INMT-MINDY4;CDK1
CLEC5A;ANPEP
NEURL3;TNFRSF18
CDC6;FOXM1
TNXA;EMCN
HPCAL1;CDK1
P2RY6;C1QB
DBF4;FANCD2
DSN1;CLSPN
PTEN;CDK1
EIF4EBP1;FOXM1
CENPU;CKAP2
NUF2;SAP30
UBALD2;ADORA2B
PDE6G;PSTPIP1
ETV7;TNFRSF9
CYTIP;BCL11B
COL10A1;RGS1
NT5DC4;EZH2
ASPM;CDK1
KIF20A;FANCD2
HIVEP3;GPR183
MMP1;ANPEP
IQGAP3;C21orf58
APOBR;RGS1
CALHM6;SLC37A2
MCM8;RRM1
ESPL1;CLSPN
CENPU;CLSPN
SKAP2;PFKFB4
KNL1;SAP30
FBP1;DOCK2
APOC1;SLC1A3
LOC100294145;CDK1
CIP2A;CKAP2
BUB1;CDK1
E2F1;CLSPN
LYZ;APBB1IP
IL33;PFKFB4
DTL;CLSPN
GAS2L3;EZH2
MCM2;EZH2
ADAMDEC1;C1QB
LOC101928517;LILRA5
GAS2L3;MIR924HG
CYTOR;OTOAP1
CDC25A;FOXM1
CD86;TNFRSF18
RMI1;CDK1
AURKA;CKAP2
PCOLCE;ANPEP
SPSB4;CKAP2
IL4I1;TNFRSF18
LOC107986951;APBB1IP
OAS2;IFI44
PIF1;GINS3
TNFSF13B;SLC1A3
GTSE1;CDK1
KIF15;FANCD2
FANCI;CLSPN
MELK;CKAP2
UBE2C;RRM1
FBXO43;C21orf58
CLDN14-AS1;DOCK2
PKMYT1;FOXM1
PSD4;DOCK2
GEN1;FOXM1
ARHGAP11A;C21orf58
FST;EDIL3-DT
KIF2C;CDK1
ITGB4;ADCY4
CYP2S1;APBB1IP
CTLA4;TPD52
CRYL1;ADAMTSL5
PRAME;LNCOC1
RUNX2;DRD2
FMNL1-DT;FOSL1
RRM2;CKAP2
CKAP2;EZH2
LEFTY2;EMCN
CXCL9;SLC1A3
SLC12A5-AS1;SLC37A2
BIRC5;RRM1
TREM2;DOCK2
STIL;C21orf58
RACGAP1;CLSPN
ATAD2;FANCD2
NT5DC2;TUBA1C
ADM;APBB1IP
PSMB9;IFI44
SLC16A3;RGS16
STAC3;RGS16
SERPINA1;RGS1
ULBP2;PFKFB4
LINC02195;APBB1IP
LOC102723305;ADAMTSL5
KIFC1;ADAMTSL5
CD5;APBB1IP
IL1R2;BCL11B
EML2-AS1;DOCK2
SP140;TNFRSF9
ZNF267;SLC1A3
FMNL1;DOCK2
CDKN2B;GOLGA2P5
OTULINL;BMAL2
NFKBIE;ANPEP
UBE2QL1;IL33
H3C8;MIR924HG
S100A3;EXOC3L4
NCAPG2;C21orf58
ZGRF1;RRM1
NCAPG;C21orf58
PARP14;IFI44
CDCA4;CKAP2
ARL4C;RGS1
ACYP1;EZH2
E2F1;CDK1
NDRG2;GPR183
CDC7;EZH2
SMC4;CLSPN
CCNB1;EZH2
KIF18B;SAP30
WDR76;EZH2
BUB1B;FOXM1
SGO1;EZH2
CDCA7L;CKAP2
ARL4C;LILRA5
CCL5;LILRA5
CD3D;TNFRSF18
ALPK2;SLC1A3
GATA3;SLC9A7
KCNK6;CC2D2B
PDCD1;TNFRSF18
APOC1;LILRA5
LINC02195;TNFRSF9
SIGLEC7;RGS1
DCST1;DIRAS3
COCH;ACBD7
AIM2;APBB1IP
ANPEP;EXOC3L4
CCL18;APBB1IP
LIG1;KCNMB2
SIGLEC12;C1QB
LILRA6;SLC1A3
GINS4;CDK1
APOBR;SLC37A2
IQGAP3;CLSPN
CENPL;CDK1
KIF20A;C21orf58
STAT1;TNFRSF18
CENPL;SAP30
LOC107985017;MIR924HG
ECT2;MIR924HG
NCAPD2;FOXM1
HMOX1;SLC37A2
GPR84;GPR183
RAD54L;EZH2
TRAC;APBB1IP
POC1A;TUBA1C
DPH3P1;C21orf58
KIF11;PFKFB4
PSD4;SLC1A3
SLC7A7;SLC1A3
MMS22L;SAP30
PRR11;IL33
TYMS;IL33
TK1;IL33
CD52;SLC1A3
FAM111B;SAP30
KIF4A;CKAP2
TICRR;CLSPN
SGO1;CLSPN
CTSW;TNFRSF18
STEAP3;SLC9A7
OAS2;LILRA5
CD96;TNFRSF18
COL8A1;FOSL1
IGF2BP3;ANPEP
PLXNA1;LOC102723654
FOSL1;SLC9A7
CD58;ADORA2B
CLDN14;OTOAP1
SAMD9;TNFRSF9
CCL18;DOCK2
ADORA3;SLC37A2
FAM72C;SAP30
REV3L;ANPEP
GPR174;C1QB
TIPIN;RANBP1
ADAMDEC1;DOCK2
LDHA;RANBP1
CCDC150;RRM1
CENPN;RRM1
HDGF;SAP30
NFAM1;SLC1A3
TPX2;RRM1
PRR11;CDK1
NPL;RGS1
RRM2;SALL4
NUSAP1;FOXM1
LIG1;EZH2
AKR1C3;EZH2
C21orf58;CLSPN
OSCAR;APBB1IP
STEAP3;ANPEP
CDC42EP2;DIRAS3
S100A3;ANPEP
CXCR3;TNFRSF18
P2RY10;APBB1IP
KY;CCSAP
GIPR;ANPEP
GPR84;FFAR4
SKA1;LOC105372115
LYZ;BCL11B
ZNF683;APBB1IP
RMI1;CLSPN
DNA2;CDK1
PATL2;C1QB
BCL2A1;APBB1IP
GAPDH-DT;GINS3
BDNF;BLM
CCDC150;SALL4
LINC01943;APBB1IP
ATP10A;EDIL3-DT
PTAFR;APBB1IP
TICRR;RRM1
PPM1E;CNIH2
E2F2;CDK1
GMNN;GINS3
PRKCD;TMEM107
LCORL;EZH2
KCNN4;SLC37A2
TRAIP;SAP30
PHF24;IL33
IL21R;RGS1
SLC11A1;ANPEP
SNHG31;MIR924HG
SIRPG;SLC37A2
MATK;FOSL1
KLHDC7B;TNFRSF18
PRC1;KCNMB2
CD5;TNFRSF18
CRTAM;LILRA5
IL7R;LILRA5
LOC101927344;RGS16
DAPP1;TNFRSF18
ABCG2;TFR2
ADAMDEC1;SLC37A2
DIAPH3;FOXM1
DENND2D;SLC37A2
CDT1;EZH2
TPX2;CDK1
MCM4;CLSPN
OIP5;CLSPN
CENPF;CDK1
UBE2C;CKAP2
PTEN;CKAP2
CD68;SLC1A3
RANGAP1;RRM1
ALYREF;HMGB3
POC1A;GINS3
CENPN;TUBA1C
UBE2T;GINS3
TFDP1;CKAP2
TIGD3;CNIH2
LYZ;LILRA5
FOXD1;RANBP1
IL12RB1;BCL11B
OPRL1;RNFT2
NKD1;MIR675
ITK;DOCK2
FOXL1;FOSL1
LINC01871;DOCK2
GPR171;TNFRSF9
CD86;TNFRSF9
KLHDC7B-DT;DOCK2
KIF15;MIR924HG
CCL18;SLC37A2
UBASH3A;SLC37A2
EOMES;BCL11B
E2F8;CDK1
LHX2;RRM1
KIF20B;FOXM1
IGFLR1;SLC9A7
FAM72D;C21orf58
SIGLEC10;TNFRSF18
FANCB;PFKFB4
PRC1;CKAP2
HMMR;CLSPN
SPAG5;FANCD2
DLGAP5;EZH2
ITPK1;ITGA9
REXO5;CNIH2
CDKN3;GINS3
PPIF;PFKFB4
CD40;C1QB
PIF1;CDK1
RPS6KA1;RGS1
CDCA7L;CLSPN
BIRC5;IL33
CD80;SLC37A2
KLHL6;TNFRSF18
MICB-DT;MAFB
FLT4;LRRC70
MTFR2;CCSAP
TBC1D10C;LILRA5
CARD17P;C1QB
CXCL9;BCL11B
S100A3;FOSL1
H3C3;FOXM1
PRC1-AS1;KCNMB2
CD38;TNFRSF18
ADAMTS9-AS1;ANPEP
CENPA;FANCD2
SVIP;SLC9A7
NEIL3;EZH2
RMI1;C21orf58
SHMT1;CKAP2
RAD51AP1;FOXM1
CDK2;EZH2
MKI67;GINS3
CENPF;SAP30
ARL4C;APBB1IP
LSP1;SLC37A2
NSD2;EZH2
CD86;RGS1
UCP2;RGS16
ENO1;PFKFB4
RACGAP1;GINS3
CD274;C1QB
TRAF3IP3;APBB1IP
SLA;LILRA5
SH2D1A;APBB1IP
RAB3B;GLRA4
FMNL1;FOSL1
ICAM1;BCL11B
COL10A1;FOSL1
COL4A5;MIR675
TBX4;ANXA2R-OT1
CCDC171;ADORA2B
ZSCAN31;ADORA2B
KLHDC7B-DT;TNFRSF18
CD80;BCL11B
SLC37A2;FFAR4
APOC2;SLC1A3
IL21R-AS1;FOSL1
ZNF560;MIR675
CDCA8;C21orf58
HOXA10;CCSAP
TMEM201;FOXM1
CENPI;CLSPN
CTSZ;DOCK2
RAD51AP1;RRM1
PLEK;SLC1A3
CCNA2;CKAP2
SLC1A3;C1QB
FBXO43;FANCD2
ZSCAN31;RGS16
ARHGAP11A;FANCD2
MGME1;EZH2
CNIH2;EZH2
PRKX;TPD52
OASL;C1QB
IGFLR1;C1QB
HTATIP2;TUBA1C
DBF4;CKAP2
CD180;SLC1A3
PIM2;MT2A
PLXNA4;RASD2
ANKEF1;C21orf58
PLAUR;FOSL1
NFAM1;FOSL1
