interaction;name
RUNX3;MEI1
PTTG1;SHCBP1
AURKB;SHCBP1
DIAPH3;PTTG1
EOMES;P2RY10
CDC45;BIRC5
ADAMTSL5;RUNX2
PRC1-AS1;SHCBP1
SMOC2;STMN2
MINDY4B;CLRN1-AS1
P3H2;PTTG1
IL21R-AS1;STMN2
COL11A1;STEAP1B
HJURP;PCLAF
MMP9;PHF24
CXCL10;CD3D
ALX4;KBTBD12
NUSAP1;HJURP
CCNB1;PCLAF
LINC00673;CCDC150
DRD2;KCNK6
CDKN2B;COL8A1
MT2A;STMN2
CD5;ITGAX
MYT1;RASEF
SLC12A5-AS1;PHF24
ASF1B;BIRC5
CD2;ITK
IQGAP3;HJURP
TK1;MYBL2
EOMES;ITK
PBK;PCLAF
ILDR1;SLAMF9
DRD2;BIRC5
DIRAS3;TCF19
MYBL1;RAD51AP1
LINC00221;DCSTAMP
CD8B;TMEM156
STARD13-AS;MYBL2
SKA3;BIRC5
PRC1-AS1;BIRC5
SLURP2;TCF19
FOXM1;MYBL2
HRC;STEAP1B
LOC107984131;STARD13-AS
GBP5;P2RY10
DLGAP5;SHCBP1
AQP1;SH2D4A
APOC1;SALL4
KCNMB2;PHF24
SFTPC;LGI3
CDCA5;MYBL2
LILRB4;OLR1
SPC25;SHCBP1
DHCR24;PHF24
SP140;TMEM156
ECEL1;BATF
NCAPG;PTTG1
DENND2B-AS1;STARD13-AS
KIFC1;HJURP
SLAMF7;IGHG3
KRT31;KRT71
KIF4A;PCLAF
LOC107985847;SBK1
PEG3;LOC102723654
CD38;ITGAX
GIPC3;RNF157
ST6GALNAC5;RNF157
TACC3;MYBL2
PTPN22;STARD13-AS
IGKJ5;IGHG3
RNU2-1;KRT71
KIF11;HJURP
PRLHR;SAPCD2
CD3E;P2RY10
CDC6;CCNB1
ANKRD22;STMN2
CCDC171;LOC101927272
KIFC1;SHCBP1
STMN2;BATF
TMEM179;RUNX2
SPC24;BIRC5
SHCBP1;BIRC5
ANO9;TMEM156
FOXM1;STARD13-AS
SPHK1;STMN2
PTPN22;THEMIS
ASB5;IL18
PRC1-AS1;HJURP
FAM187B;RN7SL1
CXCR3;SEL1L3
PLEK2;HOXB6
NUSAP1;PCLAF
RXFP1;SALL4
WNT10B;HOXC6
RUNX3;TMEM156
CCNB2;MYBL2
JCHAIN;TMEM156
RGMB;STEAP1B
RAC3;PHF24
ECEL1;RN7SL1
XRCC2;EXO1
SOCS2-AS1;DRD2
SPC25;PCLAF
LOC105373581;BUB1
CCL5;TMEM156
SIGLEC10;RNF157
ANKRD22;BATF
GPR174;CD3D
TRAC;SEL1L3
SH2D1A;ITK
DLGAP5;PCLAF
AURKB;MYBL2
GPR171;RN7SL1
EXO1;PCLAF
STEAP3;CKS2
LOC112268460;BATF
PCOLCE-AS1;ACAN
SAPCD2;STARD13-AS
SHANK1;PEG3
CCDC171;TNFSF13B
STMN2;PHF24
CD2;P2RY10
PKMYT1;MYBL2
PAX6;RAD51AP1
BUB1B;PLK4
RAD51;MYBL2
PYHIN1;ITK
GLDN;PEG3
IL7R;SEL1L3
IL2RB;ITGAX
WSCD2;PCLAF
SKA1;PTTG1
CDT1;TEDC2
DAPP1;OLR1
EPO;RUNX2
LINC02084;PCLAF
GTSE1;BIRC5
CCN6;LGI3
PHF24;RNF157
IL2RB;CRTAM
TCF7;RNF157
FAM111B;PCLAF
ZWINT;NCAPH
CKAP2L;HJURP
TCF21;RNF157
KIF4A;PTTG1
SLAMF7;TMEM156
MIR210HG;KCNK6
TRPV2;IGHG3
BUB1;PCLAF
SKA1;BIRC5
H2AX;CDC25A
CDCA2;BIRC5
CDK1;BIRC5
UBASH3A;ITK
DHCR24;RNF157
RN7SL2;STARD13-AS
FAM83D;LOC101927272
GATA3;CD38
MAP3K9-DT;RNF157
MKI67;MYBL2
MGST1;FST
OLFML2B;CCDC171
CTHRC1;STMN2
CD5;ITK
DENND2B-AS1;RN7SL1
KIF11;SHCBP1
DLGAP5;MYBL2
CD96;ITGAX
IGHM;SEL1L3
SLAMF7;ITGAX
PYHIN1;ITGAX
CYTIP;P2RY10
DAPP1;BATF
LINC02154;PLSCR2
BRIP1;PEG3
ASF1B;PCLAF
ALX4;IL18
MCM4;RAD51AP1
LOC105378179;KRT71
IGF1;SHCBP1
KIF20A;PTTG1
NCAPG;NCAPH
HMMR;PCLAF
IL2RB;ITK
SPIB;CRTAM
PRR11;STARD13-AS
HMMR;BIRC5
GAS2L3;NCAPH
CYTOR;RN7SL1
PCOLCE;BATF
RAD51;HJURP
CYTIP;ITGAX
GPR174;ITK
COL4A5;PEG3
MYL11;STMN2
CD3D;TMEM156
CA2;RUNX2
SIRPG;ITK
GIPC3;PHF24
CAMK2N2;PHF24
ADM2;STMN2
CDC20;SHCBP1
CXCR3;TMEM156
SLC26A4-AS1;CBLN4
CDT1;MYBL2
E2F2;BIRC5
CMTM5;E2F1
TCF7;KBTBD12
LOC105378179;STARD13-AS
CHRM3;ENHO
SIGLEC10;SEL1L3
SKA3;HJURP
ST14;MEI1
LOC101928658;STMN2
HSD11B1;COL8A1
FAM111B;SHCBP1
CYTIP;LOC105374898
SMOC2;RUNX2
CENPE;RN7SL1
FOXM1;RN7SL1
INS-IGF2;SLC22A11
SAMD5;PCLAF
PLP1;NEFL
ASPM;MYBL2
TMEM132E;PHF24
PGR;PCLAF
CA2;SALL4
ANPEP;HOXC6
F2RL2;BATF
SPAG5;HJURP
AKR1C3;AKR1C2
CXCR2P1;THEMIS
P2RY10;TMEM156
HROB;RAD51AP1
SDC1;COL8A1
ASF1B;PTTG1
KIF2C;SHCBP1
HAPLN1;IL18
CENPK;NCAPH
RGMB;PHF24
TRAC;OLR1
SKA3;PCLAF
POLQ;NCAPH
LMNB1;WDR76
UBE2C;BIRC5
PGR;BIRC5
PHF24;RUNX2
ECT2;RN7SL1
SCARNA21;RN7SL1
PLEK2;COL8A1
TYMP;BATF
LMNB1;SHCBP1
RN7SL1;KRT71
LOC107984131;KRT71
COL11A2;FST
SCARNA5;STMN2
RN7SL1;STARD13-AS
CCL5;ITK
TMEM108;CD38
PRRG4;TCF19
CYTOR;STMN2
LOC105374898;TCF19
HMMR;HJURP
CENPM;PCLAF
LUCAT1;FOXD3-AS1
CD2;SEL1L3
SH2D1A;P2RY10
LOC101927069;LOC102723654
RAD51;SHCBP1
CCND2;KLK7
SCN7A;COL8A1
CDCA5;SHCBP1
ITGAX;P2RY10
CDC25C;HJURP
GPR22;RNF157
CLGN;THEMIS
DNAJC5B;IL12B
MCM10;BIRC5
SDC1;RUNX2
PRC1-AS1;PTTG1
TRIP13;PRC1-AS1
HSD11B2;RUNX2
RN7SL2;KRT71
GCHFR;CNIH2
ADAMTS19;PEG3
RUNX3;ITGAX
RXFP2;TNFSF13B
LINC03016;BFSP2
COL11A2;RNF157
PTPN22;MYBL2
RASGEF1A;RNF157
MND1;ITK
CCN6;NRXN1
SPC24;PCLAF
IL2RG;CRTAM
KIF4A;SHCBP1
SKA3;SHCBP1
MYBL2;BIRC5
FAM187B;KRT71
RAB7B;RNF157
ARL4C;SALL4
CENPA;PTTG1
IQGAP3;NCAPH
CDT1;STARD13-AS
CDCA2;PCLAF
SACS-AS1;APOBEC3B-AS1
LOC107985492;LOC107986606
PSAT1;ADGRL2
ITPRIPL1;ANO9
ARHGAP11A;NCAPH
ADCY5;TNFSF13B
ANLN;HJURP
KIF18B;PCLAF
DEPDC1;NCAPH
PBX4;SEL1L3
UHRF1;NCAPH
COL4A5;FOXL1
ULBP2;OLR1
UBE2C;SHCBP1
SCARNA5;KRT71
ECEL1;DCSTAMP
TTK;TOP2A
TMEM156;SEL1L3
CD8B;P2RY10
KCNMB2;RUNX2
TRIM59;ADGRL2
MT2A;BATF
SPHK1;BATF
NCAPG2;RAD51AP1
GIPC3;CD300LF
PBX4;NUAK2
SRD5A2;CBLN4
COL11A1;COL8A1
C7;HOXC6
KIF14;PCLAF
KRT8;LCORL
CENPM;PTTG1
IGF2;SLC22A11
CLSPN;E2F2
STON2;ITK
SPAG5;SHCBP1
COL11A1;STMN2
BCL2A1;NLRP2
CDCA5;HJURP
ANLN;PCLAF
SLC1A3;RNF157
DSCAML1;SALL4
LMNB1;FBP1
EZR;PEG3
SPINT1;KLHDC7B-DT
SKA1;PCLAF
CTLA4;HOXC6
GINS1;PEG3
BCL2A1;P2RY10
SRL;PHF24
CD3E;CRTAM
MCM2;TCF19
NEURL1;HJURP
AQP7;PHF24
MCM10;SHCBP1
HSD11B2;COL8A1
GUCY1A2;ISOC1
TROAP;HJURP
SERPINA1;BATF
KNL1;BIRC5
FIRRE;DSCAML1
CRTAM;SEL1L3
LINC01731;LOC107984131
STMN2;CCDC150
SLAMF8;KCNF1
CDK1;PCLAF
PKMYT1;RN7SL1
CDKN2B;TRIM59
TROAP;SHCBP1
KIF15;KNL1
CENPF;PCLAF
CDKN2A;POC1A
CCDC171;AURKA
TRAC;ITK
CA3;SAMD5
CDC25A;MYBL2
TRAT1;ITK
IL1R2;PEG3
DRD2;SNORA69
IGFBPL1;PHF24
SP140;ITK
RTL3;COL8A1
PEG3-AS1;BATF
FAM72C;GUCY1A2
ESCO2;BIRC5
GBP5;ITGAX
IFI30;KLK6
CKAP2L;PTTG1
EZH2;CENPI
APOBR;ISG20
BRIP1;CKS2
SMCO2;RN7SL1
SIRPG;TMEM156
JCHAIN;IGHG3
COL11A1;RNF157
IL2RG;SEL1L3
GTF2A1L;BATF
H2AC13;KRT31
RNU2-1;MYBL2
NCAPH;SHCBP1
RGMB;COL8A1
EZR;COL8A1
ITK;ITGAX
KCNMB2;STMN2
P3H2-AS1;PTTG1
ASPM;PCLAF
SALL1;FOXL1
LINC01615;STEAP1B
SCARNA5;MYBL2
CYP26B1;AURKA
TFEC;RN7SL1
MELK;BIRC5
KCNMB2;SALL4
CENPK;RAD51AP1
MAP3K9-DT;SALL4
SCN7A;RNF157
CAMK2N2;STMN2
LOC107984131;STMN2
GINS1;CKS2
MIR155HG;FOXL1
HK2;SERINC2
LINC01122;SLITRK2
ESCO2;HJURP
SERPIND1;SMCO3
SRL;RUNX2
IFI30;STMN2
ESPL1;PTTG1
CHRDL1;ZBP1
WNT10B;OLR1
PLK1;ASF1B
TMEM163;STARD13-AS
IFI30;BATF
AURKB;PCLAF
GOLGA2P5;ENPP5
IFI30;HOXC6
ADCY5;SLITRK2
DRD2;PCLAF
PLA2G7;E2F1
PRR11;HJURP
CD38;P2RY10
LOC105377402;LINC00595
DHCR24;LIPG
KIF2C;HJURP
STXBP2;TMEM156
LRRC15;COL11A1
NEURL1;HS3ST2
RUNX3;ITK
ZP2;CTHRC1
LOC105372326;CD300LF
RRM2;NCAPH
MINDY4B;LOC105377402
AK5;STMN2
P3H2-AS1;BIRC5
HRC;C1QL4
LINC02316;SH2D1A
CAMK2N2;RNF157
CEP55;PTTG1
CXCL10;ITK
RGMB;RUNX2
IRS4;STEAP1B
NLRP2;NUAK2
SH2D4A;OLR1
CDC20;PCLAF
ZWINT;CKS2
COCH;TRIM59
ZBP1;ITK
SP140;IGHG3
ATAD2;BATF
SAPCD2;PTTG1
SPIB;P2RY10
TMEM156;IGHG3
CDCA5;PCLAF
LEFTY2;CFAP45
KIF23;HROB
PLCH2;ITGAX
MT2A;PLK4
HOXC9;RNF157
SHCBP1;PCLAF
DACT2;PHF24
CD5;P2RY10
MCOLN2;ITK
TYMP;STMN2
CD8A;P2RY10
CXCL9;TMEM156
IRX3;STEAP1B
LAMB3;KRT71
RAC3;STMN2
AGTR2;SHCBP1
CENPM;STARD13-AS
MT2A;COL8A1
CAMK2N2;BATF
SH2D1A;ITGAX
LOC107986249;NCAPG2
TK1;HJURP
MCM10;HJURP
SLC12A5-AS1;RNF157
GLB1L3;HJURP
FBXO43;HJURP
ANO9;SEL1L3
COL11A2;PEG3
STEAP1B;PHF24
IL2RB;TMEM156
TROAP;PCLAF
ABCB5;SALL4
ITK;P2RY10
TPD52;MYBL2
CXCR2P1;RN7SL1
LINC01614;STMN2
DEPDC1;HJURP
LOC105376369;FOXCUT
TYMP;HOXC6
LOC105375715;ADAMTS9-AS1
TPX2;CENPI
MAD2L1;ISOC1
CHRFAM7A;SALL4
RN7SL2;PLK4
SEL1L3;HOXC6
IGLV3-1;P2RY10
LINC01731;H2AC11
INSRR;LCORL
PLP1;CTHRC1
KRT8;MIR9898
FAM187B;STARD13-AS
SCARNA21;STARD13-AS
DAPP1;HOXC6
SPHK1;HOXC6
SGO2;STC2
MYT1;FOLR1
MELK;PCLAF
PRR11;PTTG1
BUB1B-PAK6;TRIM59
ZBP1;P2RY10
MICB;NRN1
CD8B;ITGAX
FOXD2-AS1;WSCD2
PDCD1;CYTIP
BCL11B;THEMIS
TROAP;STARD13-AS
RXFP1;LIPG
JAKMIP3;EXO1
CD96;TMEM156
LOC101928658;RN7SL1
SCN8A;IL22RA1
ADAMTSL5;SALL4
LOC147004;PLXNA4
IGLV3-1;TMEM156
SMCO3;DCST1-AS1
CCNO;TMPRSS3
ANLN;BIRC5
RAD51AP1;LAMB3
ABCD2;FOXL1
NUF2;PCLAF
CD38;ITK
SOWAHB;SLC6A7
MYL11;STARD13-AS
HOPX;STMN2
CLGN;ITK
FHAD1;ITK
KCNN4;MEI1
FAM111B;HJURP
TCF7;STMN2
SMCO3;SLC22A11
CDC25C;SHCBP1
STXBP2;ITGAX
CIT;NCAPH
TK1;PCLAF
LOC101927344;LOC105370705
ESCO2;SHCBP1
BIRC3;C1QL4
CLEC5A;NRN1
SIGLEC10;HOXC6
CPLX3;COL8A1
BANK1;MYBL2
PYHIN1;TMEM156
IGF1;HJURP
CDC25A;PTTG1
SIT1;TMEM156
CDKN2B-AS1;GIPC3
PKMYT1;PTTG1
ADORA2B;UBD
APOBR;ITGAX
SIT1;P2RY10
ANKRD22;PHF24
CDC45;PTTG1
PI15;FOXL1
CD8A;TMEM156
CHI3L2;ITGAX
OLFML2B;LGI3
ABCD2;PHF24
GALNT9-AS1;LINC01016
G0S2;BATF
HROB;RN7SL1
STIL;LOC105373581
GLRA4;BDKRB1
MCOLN2;ITGAX
ATAD2;STMN2
KLK6;STC2
RAB7B;RUNX2
WNT10B;RNF157
CHI3L2;TMEM156
FAM83H;H2AX
GALNT9;KCNF1
FIRRE;LOC101927272
HAPLN1;OLR1
LOC107984131;MYBL2
ECEL1;HAS2-AS1
DEPDC1-AS1;MMP12
ARL4C;LIPG
ST6GALNAC5;SALL4
CAMK2N2;STEAP1B
ECT2;STARD13-AS
POLQ;CKS2
ITK;THEMIS
TUBA3E;WSCD2
CDC45;STARD13-AS
CD52;CRISP2
WNT10B;NUAK2
SH2D1A;TMEM156
SALL4;RNF157
HOXC8;HOXC6
SEL1L2;DIAPH3
SPC25;MYBL2
GLDN;FOXL1
TREM1;RNF157
CXCR3;ITK
E2F7;PLK4
BRME1;CKS2
PIF1;CDC45
PYHIN1;PTGS2
GTSE1;PTTG1
FAM72A;LOC101927069
OTOAP1;RAD51AP1
DENND2B-AS1;KRT71
CYTIP;THEMIS
WNT7B;FAM30C
BCL11B;TMEM156
HRC;PHF24
PRC1-AS1;PCLAF
GTF2A1L;PHF24
RACGAP1;MEI1
CCNE1;SALL4
FAM72B;PLK4
IL12RB1;ITK
KIFC1;PTTG1
DUXAP10;RN7SL1
MMP1;STMN2
MIR155HG;PMAIP1
IRX3;RUNX2
ASB5;SIGLEC12
ITGAX;CRTAM
SGO1;BLM
TLCD3B;TMEM163
ANKRD18A;SALL4
ORC1;EXOC3L4
KLK3;IGHG3
BCL2A1;TMEM156
HAPLN1;KBTBD12
EFNA5;LOC101928202
ERCC6L;COL8A1
GIPR;SEL1L3
BLM;CIT
CXCR3;CRTAM
EXO1;PTTG1
KIF4A;NCAPH
LINC01238;MEI1
PCDH9;STEAP1B
LOC107985017;PTTG1
FHAD1;ISOC1
JCHAIN;ITGAX
LOC284240;IL22RA1
TRIP13;MEI1
CRNDE;IRX5
SBK1;STEAP1B
CHI3L2;CRTAM
HJURP;PTTG1
NEURL3;HMGA1
SPC25;STARD13-AS
CDCA8;HJURP
IGLV3-1;IGHG3
EFNA5;LCMT1-AS2
TBX18;LINC00595
LOC105376369;DCSTAMP
TMEM179;HOXC6
SLC11A1;CYTOR
LINC00673;STMN2
ENPP5;RNF157
ORC1;SLC16A3
HOXC6;RNF157
SALL4;RUNX2
SCN7A;STEAP1B
ITGA6-AS1;PRC1
CTLA4;SEL1L3
TCF21;CGN
SIRPG;P2RY10
C6;STMN2
AGTR2;IL22RA1
SIGLEC10;BATF
HROB;KBTBD12
YBX2;RASEF
NCAPH;HJURP
PCLO;SERINC2
ANOS1;LOC105374353
NEK2;NCAPH
STEAP1B;HOXC6
C4orf19;TMEM179
MT2A;PHF24
GBP5;TMEM156
POC1A;KRT71
CDC25A;BIRC5
LINC02154;SLC6A7
DSCAML1;IL22RA1
APOA1;LRRC63
KLHDC7B;P2RY10
SIRPG;ITGAX
ESCO2;NCAPH
CENPF;MYBL2
GRIN2D;RN7SL1
THBS4;OLR1
HOXC9;HOXC6
CXCL9;AIM2
LINC01152;EYA2-AS1
LINC02370;CRISP2
EXO1;MYBL2
CLDN14-AS1;LIPG
TNIP3;CRTAM
SYT4;LOC107985513
SPIB;ITGAX
SLAMF7;ITK
GMNC;IGFBPL1
CXCR3;P2RY10
IGF2BP3;C4orf19
PAQR4;PHF24
ETV7;TRIP13
TICRR;STON2
RAC3;STEAP1B
C7;STEAP1B
SMOC2;STEAP1B
OTOA;GAS2L3
APOBEC3B-AS1;CIT
ASIC2;LOC105371737
OIP5;HJURP
HOXC9;STEAP1B
CTSW;ITGAX
NEK2;SHCBP1
TRAC;TMEM156
LEFTY2;TNFSF9
GPC3;LOC107986675
ENHO;GRM2
DGKG;ICOS
CCND2;RNF157
LINC00944;LOC105375172
IGHM;CRTAM
C15orf48;HOXC6
PLA2G7;EYA2-AS1
LOC105374353;RASEF
CXCR6;SIT1
MAST1;PCLAF
PIMREG;STEAP1B
KNL1;NCAPH
STON2;GBP1P1
LOC101928212;CRADD-AS1
DSCAML1;CCDC150
FAM72D;PLK4
KNL1;LOC101928202
MAST1;RUNX2
ITK;TMEM156
BCL11B;ITGAX
PIMREG;RDM1
SIT1;CRTAM
SLC26A9-AS1;CD80
LOC100506274;ADCY5
CTHRC1;LIPG
HOPX;OLR1
MND1;LINC00595
MT1G;SALL4
DEPDC1B;PAX6
SMCO2;STMN2
LOC101928658;KBTBD12
KIFC1;LOC105375610
FCGR3B;HOXC6
IGKJ5;TMEM156
HOXC9;RGS6
PITX1;GTSE1
RGS1;OLR1
OSCAR;MIR155HG
IL7R;OLR1
SALL4;LIPG
SIT1;ITGAX
FMNL1-AS1;STARD13-AS
KRT18;KRT71
OSM;AIM2
LOC112268076;AKR1C3
STEAP1B;RNF157
PRAME;PMAIP1
FANCD2;LOC112268076
FAM72B;NCAPH
ADAMTSL5;PHF24
LOC284240;KBTBD12
FAM201A;LOC107985492
DUSP5P1;IL22RA1
TFR2;BATF
SLC7A5;STEAP1B
ITIH5;LOC107986750
IL12RB1;P2RY10
LRRC55;RIBC2
LOC105369965;PHF24
TMEM30B;CNIH2
MOCOS;PHF24
ICOS;ITK
IL1RN;ITGAX
SH2D1A;CRTAM
ENPP5;PHF24
ZBP1;VEPH1
FOXL1;PEG3
TLR8-AS1;PRKCG
FAM72A;PLK4
TFEC;KRT71
HLA-G;RN7SL1
OASL;ITK
HOXC6;OLR1
MTTP;LAMB3
PODNL1;DCSTAMP
GMNC;LOC100419170
GLB1L3;SHCBP1
ARHGAP28;IL22RA1
ADTRP;RUNX2
SIGLEC10;OLR1
ARHGAP28;LRRC3B
LINC01943;HOXC6
ZNF114;LOC101927272
SYTL1;TMEM156
SPSB4;RNF157
LOC101929707;LINC02328
C6;CCDC150
TMEM52B;ALPK2
KLHDC7B;CRTAM
ARL4C;IL22RA1
HLA-G;STARD13-AS
LOC105372212;CBLN4
SGO1-AS1;ZWINT
KY;ZNF695
PCLO;WWC1
SLC27A2;ITIH5
C7;OLR1
LGI3;LNCOC1
LOC107986951;CCDC150
LOC105371737;LOC101928202
SPINK1;KRT71
DGKG;ZNF683
KRT8;KBTBD12
TNFSF9;ITGAX
NUP210;NEIL3
CSAG3;SNORD160
IL21R-AS1;HOXC6
ENHO;GPR12
FLRT2-AS1;LINC02084
DLX5;KLHDC7B-DT
CYP4F2;LOC101927272
SCN7A;RASEF
SALL1;OLR1
RFX8;APOBEC3B
GGH;LIPG
PLEKHN1;CKS2
TFAP2A;PEG3
HOXC8;OLR1
BATF;HOXC6
OASL;ANKRD1
MMP1;MYBL2
LOC107986951;HJURP
ACBD7;SMC1B
CD3E;ZFAND3-DT
LINC02754;TFAP2A
CYP2S1;MEI1
INSRR;FFAR4
CTSW;LINC00595
PPIAP46;HRC
LINC02944;LOC105374353
SIX1;LCORL
IL1R2;PCLAF
USP30-AS1;INHBA-AS1
LINC01426;HAS2-AS1
ARHGAP11A;CYP2J2
UBD;TMEM156
MAP3K9-DT;RUNX2
RAC3;IRX5
CDKN3;LOC105375610
S100A2;KRT71
CNIH2;GRM4
TMED11P;IL21R-AS1
MCM4;KBTBD12
STARD13-AS;KRT71
SLC12A8;VEPH1
PLAUR;OLR1
CDC45;KRT71
ECT2;KRT71
E2F8;LINC02328
CCR7;ITK
VEGFD;AQP9
IGKJ5;LOC102724943
NOS2P3;RIPPLY3
CD70;ITK
PAX9;CD300LF
LOC105377043;RNF157
LOC107986675;NKX6-1
TEX14;GPR171
LINC02340;CNIH2
LOC105376369;WDR62
LOC107984886;FOXL1
ANKRD18A;FAM30C
LOC105372212;CNIH2
