interaction;name
CHRM3;SMKR1
HOXB9;CRTAM
LOC102724765;TRAC
CHST6;HAS2-AS1
CHST6;PLXNA4
UBD;LINC01871
LOC102723834;ADAMTS19
CYP4F2;LOC102723654
LOC105369965;TMEM163
TBX15;SOX11
VSIG10L2;KRT71
PNPLA3;STEAP1B
C6;NDST3
MIR147B;STMN2
MIMT1;FOXL1
HMGB2;TFR2
UBASH3A;TMEM156
PKIB;KRT71
GIPR;NUAK2
USP30-AS1;CLDN1
TREM1;OLR1
ICAM1;PACERR
CD8A;THEMIS
LOC105376369;CBLN4
KCNK13;SEL1L3
HMGCLL1;CENPI
DLX6;IGKJ5
CENPH;CD80
LINC02370;KLK7
CYP26B1;LINC02608
DLEU7;TACC3
CXCR2P1;PLK4
LGR5;SLITRK2
LMO1;IRX3
MESP1;INSRR
SOX11;KCNMB2
LOC107986990;SOX9
GPR12;ADAMTS19
AKR1C2;MARCO
CD80;RNF157
EDIL3-DT;CD80
IGKJ5;PRSS21
LHX2;FAM30C
SLC22A11;IL22RA1
APOA1;HAS2-AS1
MIR924HG;CKS2
CCN6;LRRIQ3
ZFHX4-AS1;PODNL1
LINC02340;SOX9
STMN2;KLHDC7B-DT
LOC100506071;GLDN
DUXAP10;THEMIS
LOC100240735;NLRP2
RUNX3-AS1;TNFSF9
ARHGEF16;HOXC11
LOC105379362;OLR1
SYTL1;LOC107985532
HS3ST3A1;GPR12
LINC02328;MTFR2
RIPPLY3;TMEM179
CALHM6;AQP9
LIPM;TMEM179
ATAD2;KRT71
LOC105379362;RIBC2
LINC02998;RN7SL1
MGST1;MIR4477A
SIX1;SPOCD1
NEIL3;CKAP2L
NEURL3;IL21R-AS1
LOC107986675;KLK7
MIOX;NUAK2
THEMIS;MYBL2
HOOK1;UBASH3A
IL2RB;MARCO
LOC101927344;HAPLN1
CCN6;XKR5
ACBD7;FAM72B
TRNV;ANKRD1
MT1H;IL36G
RUNX3-AS1;IL12B
LINC01152;LOC107986432
LOC105369315;AKR1B10
LINC01551;LOC107986606
LOC101927687;LINC00862
IGF2BP1;AKR1B10
LOC105370953;MKRN3
LOC107984763;RUNX2-AS1
MKRN3;LINC02195
LINC02541;FOXD3-AS1
LOC107985436;LINC02195
LOC105370924;LHX2
LOC105376041;LINC02257
FAM201A;ZIC2
LINC02541;MTNR1B
MT1H;LOC105376041
LOC105376041;LUCAT1
LOC101927687;ZIC2
GS1-24F4.2;IL36G
IL37;KIF4B
CDC20B;MTNR1B
