Bicluster,Genes,Condiciones,NumGenes,NumCondiciones
1,DDX11L17;PLEKHN1;PLA2G2D;HTR1D;E2F2;CRYBG2;ZNF683;SYTL1;SPOCD1;CLSPN;SNORD160;STIL;ZYG11A;HOOK1;FOXD3-AS1;DEPDC1-AS1;AK5;LPAR3;GBP5;GBP1P1;NBPF6;CHI3L2;CD2;FAM72D;H3C14;CGN;105371441;PRR9;RGS16;PACERR;LOC105371664;LINC00862;INAVA;TNNI1;FAM72A;LAMB3;IRF6;CNIH3-AS1;LOC102723834;CHRM3;105373264;ZNF695;LOC107985847;DPYSL5;GTF2A1L;LINC01122;ATP6V1B1-AS1;CD8A;CD8B;LINC01943;CYTOR;ITPRIPL1;NEURL3;SOCAR;TUBA3E;DLX1;CCDC150;CTLA4;ICOS;LINC01614;CXCR2P1;SLC11A1;PTPRN;NYAP2;LINC01238;SGO1;LRRC3B;MOBP;KIF15;CXCR6;CDC25A;LMOD3;LINC00960;COL8A1;RDUR;TRAT1;LOC151760;MCM2;TMEM108;BFSP2;105374129;PLSCR2;GPR171;GPR87;LINC03109;VEPH1;WDR49;SOX2;DGKG;TMED11P;LOC105374353;CD38;NCAPG;SEL1L3;PGCKA1;TMEM156;NMU;HOPX;JCHAIN;FGF5;BMP3;NKX6-1;MTTP;BANK1;CENPE;TNIP3;LOC105377404;PLK4;LOC100419170;LOC105377508;RXFP1;HMGB2;ASB5;LOC102724943;C6;ISL1;FST;LINC02998;CENPH;TMEM171;FOXD1;PDE8B;THBS4;THBS4-AS1;HAPLN1;ISOC1;LOC102723654;TCF7;C5orf46;SLC6A7;ITK;IL12B;PTTG1;STC2;FOXCUT;NRN1;ADTRP;107986517;H3C2;H3C3;H2BC9;H2AC13;OR2B6;HLA-G;MICB;COL11A2;HMGA1;TREM1;LOC107986606;PKIB;TMEM244;MTFR2;LOC102723724;SAMD5;ULBP2;ULBP1;LINC01615;LOC107986675;LOC101929756;LINC03016;IGF2BP3;AQP1;INHBA-AS1;LUARIS;PCOLCE;GPR22;SLC26A4-AS1;TFEC;SMKR1;EZH2;105375560;XRCC2;LOC107986750;NCAPG2;XKR5;ADAMDEC1;LOC105379362;PXDNL;XKR9;KCNB2;ZFHX4-AS1;LINC02849;ATP6V0D2;LINC03044;LOC105375690;PSCA;SLURP2;FAM83H;RECQL4;MIR31HG;IFNE;CDKN2B;FAM201A;LOC101927069;PSAT1;RASEF;CKS2;LHX2;OBP2A;SAPCD2;LOC105376369;AKR1C2;AKR1C3;RASGEF1A;LOC105378305;105378369;FFAR4;PKD2L1;ELOVL3;LINC00601;MIR210HG;LOC107984301;LMO1;DENND2B-AS1;GLYATL2;GLYATL1;LOC105369315;SLC22A11;CDCA5;CTSW;CNIH2;ACY3;RELT;DGAT2;MMP1;MMP12;GRIA4;APOA1;H2AX;LOC105369551;BARX2;ST14;107987375;FOXM1;OLR1;TMEM52B;107984129;LOC105369685;DDN;TROAP;SCN8A;KRT71;MIR9898;HOXC8;LGR5;E2F7;SOCS2-AS1;WSCD2;LOC105369965;OASL;HCAR3;LINC00944;LINC02370;GALNT9;GALNT9-AS1;LINC02340;RXFP2;LINC01050;DLEU7;107984567;PCDH8;DUXAP10;TRAC;LOC105370705;LINC01551;COCH;LOC100506071;107987206;RN7SL1;LOC105378179;RN7SL2;SIX1;TMEM30B;PLEK2;ISM2;TSHR;FLRT2-AS1;LINC02287;IGHM;LINC00221;MKRN3;ARHGAP11B;LOC107984763;BUB1B-PAK6;KNL1;GCHFR;OIP5;WDR76;C15orf48;GLDN;PPIAP46;CPLX3;ISL2;LINC01583;LOC105370960;MESP2;ANPEP;SYNGR3;CCNF;PAQR4;PKMYT1;SRL;LOC107984851;HS3ST2;LCMT1-AS2;LINC02195;IL21R-AS1;SALL1;CHST6;FOXL1;CDT1;MGC12916;ADORA2B;TRPV2;SPAG5;ASIC2;LOC105371737;LOC147004;LRRC37A8P;RDM1;CCL18;CCR7;KRT31;RNU2-1;FMNL1-AS1;HOXB9;HOXB13;IGF2BP1;TEX14;PRR11;TBX4;CACNG5;LINC01152;SOX9-AS1;LINC00673;RNF157-AS1;RAC3;ARHGAP28;MOCOS;MIR924HG;SYT4;LOC105372115;ALPK2;LOC105372212;107985297;BRME1;PODNL1;CCDC194;ZNF208;FAM187B;PLAUR;APOC1;APOC4-APOC2;APOC2;CKM;GRIN2D;SPIB;KLK3;PRKCG;LAIR2;PEG3;PEG3-AS1;MMP9;SLC12A5-AS1;EYA2-AS1;CBLN4;GATA5;MYT1;MIR155HG;LOC107985492;KCNJ15;LOC107985513;RIPK4;TMPRSS3;UBASH3A;CDC45;IGLV3-1;RFPL1;OSM;EP300-AS1;CENPM;LOC101927344;PNPLA3;KLHDC7B-DT;ANOS1;TLR8-AS1;102724092;LOC105373150;GAGE2A;GDPD2;ERCC6L;RTL3;COL4A5;KCNE5;FIRRE;GPC3;FATE1;CSAG1;CSAG3,Control1;Control2;Control9;Control17,399,4
2,DDX11L17;GNB1-DT;TNFRSF9;DRAXIN;FHAD1;HTR1D;IL22RA1;RUNX3;RUNX3-AS1;CRYBG2;SERINC2;CDCA8;SNORD160;RAB3B;ZYG11A;DHCR24;FOXD3-AS1;LRRIQ3;AK5;LPAR3;LOC105378825;GBP1P1;COL11A1;GPR61;TBX15;H3C14;105371441;PRR9;S100A2;CFAP45;SLAMF9;ATP1A2;NECTIN4;OLFML2B;LINC00626;RGS1;LINC00862;INAVA;TNNI1;NUAK2;MIR4260;IRF6;LINC02608;DUSP5P1;ZNF695;SOX11;DPYSL5;SIX2;GTF2A1L;HK2;LINC01943;IGKJ5;ITPRIPL1;RFX8;IL1R2;SOCAR;IL1RN;TMEM163;SCN7A;SPC25;DLX1;ITGA6-AS1;HECW2-AS1;CCDC150;LINC01857;SNHG31;PTPRN;NYAP2;SCARNA5;LINC01238;FANCD2OS;NUP210;SGO1-AS1;LRRC3B;LOC105377043;ADAMTS9-AS1;LMOD3;RDUR;LOC151760;CD96;ZBED2;POLQ;ILDR1;SLC12A8;MCM2;KBTBD12;KY;105374129;SPSB4;PLSCR2;GPR87;VEPH1;TRIM59;WDR49;SOX2;LRRC15;LOC112268460;LOC107986249;LOC105374353;LCORL;SEL1L3;NMU;SOWAHB;FGF5;BMP3;MTTP;BANK1;NDST3;MAD2L1;TNIP3;LOC105377404;LOC105377508;RXFP1;HMGB2;LOC102724943;IL7R;C7;FST;LINC02998;PDE8B;THBS4-AS1;HAPLN1;SOWAHA;TCF7;PITX1;SPINK1;SLC6A7;IL12B;STC2;FOXCUT;NRN1;TFAP2A;TFAP2A-AS1;107986517;H3C2;H3C3;H2AC11;H2AC13;HLA-G;GRM4;ZFAND3-DT;TREM2;TREM1;PTCHD4;LOC107986606;CCN6;PKIB;TMEM244;MTFR2;ULBP1;LOC107986675;INHBA-AS1;LUARIS;PCLO;DLX6;TFR2;CLEC5A;EZH2;105375560;NCAPG2;FAM167A;SH2D4A;SFTPC;LOC105379362;IDO1;PXDNL;GGH;DNAJC5B;MYBL1;LOC107986951;LOC105375894;KCNB2;ZFHX4-AS1;STMN2;CA2;ATP6V0D2;LINC03044;LOC105375690;DCSTAMP;HAS2-AS1;ATAD2;PSCA;LNCOC1;LOC107986990;MIR31HG;IFNE;CDKN2A-AS1;IGFBPL1;FAM95C;ANKRD18A;112268037;FBP1;LHX2;SAPCD2;RASGEF1A;LOC105378305;105378369;ANKRD1;LINC02944;LOC107984301;MUC15;BBOX1-AS1;PAX6;GLYATL1;LOC105369315;DGAT2;APOA1;H2AX;BARX2;ST14;LINC00942;CCND2;RAD51AP1;107984489;OLR1;TMEM52B;MGST1;LOC105369685;SMCO2;WNT10B;TROAP;KRT71;MIR9898;HOXC13;HOXC11;HOXC9;HOXC8;HOXC6;LGR5;USP30-AS1;SDS;LINC02370;SACS-AS1;LINC02340;BRCA2;STARD13-AS;LOC107984551;LINC01050;DLEU7;PCDH9;TRAC;LOC105370705;LINC01551;LOC100506071;PAX9;107987206;RN7SL1;LOC105378179;RN7SL2;PLEK2;BATF;STON2;FLRT2-AS1;LINC02316;LINC02287;IGHM;LINC00221;FAM30C;MKRN3;LOC107984763;KNL1;GCHFR;SPINT1;OIP5;SLC27A2;LIPC;PPIAP46;ISL2;ISG20;MESP2;ANPEP;TEDC2;PRSS21;ZP2;HS3ST2;LINC02195;TLCD3B;MYL11;LOC105371275;CRNDE;IRX5;FOXL1;CDT1;LOC105371737;TMEM132E;LRRC37A8P;CCL18;KRT31;RNU2-1;FMNL1-AS1;HOXB6;IGF2BP1;TEX14;SOX9-AS1;SOX9;LINC00673;CD300LF;RNF157-AS1;RNF157;SPHK1;ARHGAP28;SYT4;LIPG;LOC105372115;DCC;ALPK2;HMSD;CD70;STXBP2;CCDC194;PBX4;ZNF208;FAM187B;CYP2S1;APOC1;APOC4-APOC2;APOC2;CKM;HRC;KLK3;KLK5;KLK7;SIGLEC8;SIGLEC12;PRKCG;LAIR2;TMEM238;SIRPG;LOC105372613;SALL4;CLDN14-AS1;LOC107985492;KCNJ15;LOC101928212;LINC02575;LOC105372863;SERPIND1;LOC107985532;IGLV3-1;LOC102723305;IL2RB;APOBEC3B;MEI1;SMIM45;LOC101927344;PNPLA3;WNT7B;LINC02968;107985627;TLR8-AS1;LINC02154;102724092;VEGFD;GAGE2A;GDPD2;CXCR3;RTL3;LOC107985681;SNORA69;FIRRE;MIR503HG;CSAG1;CSAG3,Control1;Control2;Control3;Control8,363,4
3,HTR1D;IL22RA1;RUNX3;CD52;CRYBG2;SYTL1;CLSPN;SNORD160;FOXD2-AS1;RAB3B;CYP2J2;FOXD3-AS1;DIRAS3;LOC105378825;GBP1P1;NBPF6;CHI3L2;PTPN22;TBX15;FAM72B;FAM72C;H3C14;IQGAP3;PYHIN1;AIM2;SLAMF8;ATP1A2;SLAMF7;NUF2;PTGS2;RGS1;LINC00862;TNNI1;NUAK2;LINC02608;LOC102723834;CHRM3;EXO1;105373264;LINC01871;DPYSL5;SIX2;NCAPH;RFX8;SOCAR;NT5DC4;IL1RN;STEAP3;TUBA3E;CXCR4;ITGA6-AS1;HECW2-AS1;SGO2;SNHG31;CXCR2P1;SP140;SCARNA5;FANCD2;LINC02084;CXCR6;POC1A;LMOD3;LINC00960;CD80;POLQ;BFSP2;PLSCR2;VEPH1;SOX2;P3H2;TACC3;LOC107986249;LCORL;PGCKA1;TMEM156;CXCL9;CXCL10;FGF5;BMP3;NKX6-1;BANK1;CENPE;TNIP3;LOC105377404;LOC105377508;HMGB2;NEIL3;NIM1K;GZMA;CENPK;CCNB1;TMEM171;LOC102723654;PITX1;KIF20A;SPINK1;C5orf46;IL12B;PTTG1;STC2;FOXCUT;NRN1;ADTRP;107986517;LOC102724765;OR2B6;UBD;MICB;GRM4;HMGA1;ZFAND3-DT;LOC107986606;COL10A1;CALHM6;PKIB;TMEM244;LOC102723724;ULBP2;LOC101929756;LINC03016;LOC105375172;DLX5;PCOLCE-AS1;PCOLCE;PLXNA4;AKR1B10;CLEC5A;NCAPG2;CDCA2;LOC105379362;MCM4;DNAJC5B;KCNB2;PI15;ZFHX4-AS1;ZFHX4;FBXO43;LINC03044;LOC105375690;ATAD2;RECQL4;LOC107986990;CDKN2A-AS1;IGFBPL1;OBP2A;LOC105376369;AKR1C2;GATA3;MCM10;MKX;RASGEF1A;LOC105378305;FFAR4;LINC02944;LOC105378523;DENND2B-AS1;BBOX1;BBOX1-AS1;ALX4;GLYATL1;FAM111B;SLC22A11;ACY3;TESMIN;RELT;DGAT2;BIRC3;MMP12;GRIA4;IL18;DRD2;DSCAML1;CRTAM;107987375;LOC107984131;CCND2;OLR1;BMAL2-AS1;WNT10B;RACGAP1;KRT71;ESPL1;HOXC9;HOXC8;SOCS2-AS1;GOLGA2P5;GAS2L3;IGF1;LOC105369965;SDS;OASL;LINC02370;GALNT9;SKA3;LINC02340;STARD13-AS;LRRC63;DLEU7;107984567;TNFSF13B;LOC105370705;CMTM5;LOC105378179;RN7SL2;CDKN3;LINC02316;SERPINA1;BDKRB1;BCL11B;LOC100288637;ARHGAP11A;RAD51;OIP5;GLDN;LIPC;PIF1;KIF23;LOC102723714;ISL2;ISG20;ACAN;TICRR;MESP1;BLM;PLK1;LCMT1-AS2;LOC107984886;IRX5;FOXL1;HASPIN;LOC107985017;HS3ST3A1;MGC12916;NOS2P3;SPAG5;ASIC2;LOC105371737;CDC6;CCR7;KRT31;RNU2-1;DLX4;TEX14;PRR11;BRIP1;CACNG5;SOX9-AS1;CD300LF;SLC16A3;MOCOS;SYT4;SKA1;DCC;LOC284240;GIPC3;107985297;SPC24;ELAVL3;ASF1B;CYP4F2;IL12RB1;PBX4;FAM187B;APOC2;LOC101929707;GINS1;FAM83D;LOC105372613;MYBL2;GATA5;LINC01426;LOC107985492;TMPRSS3;CDC45;LOC105372863;IL2RB;APOBEC3B-AS1;MEI1;CENPM;GTSE1;TYMP;KLHDC7B;LINC02968;FRMPD4;102724092;LOC105373150;GDPD2;RTL3;P2RY10;GPR174;TAF7L;COL4A5;KCNE5;AGTR2;SNORA69;SH2D1A;FIRRE,Control3;Control4;Control6;Control7,297,4
4,DDX11L17;PLA2G2D;CRYBG2;SERINC2;SNORD160;RAB3B;DHCR24;DEPDC1-AS1;MCOLN2;LINC02785;NBPF6;CGN;DCST1-AS1;SLAMF8;RGS1;TNNI1;HSD11B1;CNIH3-AS1;LEFTY2;DUSP5P1;ACTA1;EXO1;105373264;LOC100506274;KCNF1;DPYSL5;GTF2A1L;NRXN1;LINC01122;CD8A;CD8B;ITPRIPL1;NEURL3;RFX8;SOCAR;TFCP2L1;SCN7A;HOXD13;HECW2-AS1;CTLA4;ECEL1;PDCD1;EOMES;MOBP;LOC105377123;RDUR;LOC151760;GPR171;WDR49;KCNMB2;CAMK2N2;GMNC;SEL1L3;MTTP;DAPP1;ASB5;SLC1A3;ISL1;CCNO;DEPDC1B;TCF7;PITX1;ITK;NRN1;TFAP2A;ADTRP;H3C2;H3C3;HLA-G;TCF19;KIFC1;HMGA1;TREM2;TREM1;LOC107986606;PKIB;TCF21;ULBP2;LINC01615;LOC107986675;LOC105375172;STEAP1B;DLX6;PCOLCE-AS1;PCOLCE;TFEC;EZH2;105375560;NCAPG2;NEFL;ZFHX4-AS1;ZFHX4;CTHRC1;FAM83H;MIR31HG;CDKN2A-AS1;PHF24;SIT1;IGFBPL1;MIR4477A;AKR1C3;MKX;LINC00595;PRLHR;PRRG4;CD5;RELT;PGR;MMP12;GRIA4;DSCAML1;GLB1L3;FOXM1;107987172;OLR1;WNT10B;MIR9898;ESPL1;HOXC11;HOXC9;HOXC8;HOXC6;GPR84;GOLGA2P5;OASL;LINC00944;GPR12;RXFP2;DLEU7;TRAC;LINC01551;TMEM30B;PLEK2;RGS6;FLRT2-AS1;KCNK13;EXOC3L4;CHRFAM7A;ARHGAP11B;LTK;C15orf48;AQP9;LIPC;PPIAP46;CPLX3;ANPEP;MCTP2;SYNGR3;HS3ST2;TLCD3B;SHCBP1;MT2A;YBX2;RAB11FIP4;LOC105371737;TMEM132E;RNU2-1;FMNL1-AS1;IGF2BP1;DLX4;TEX14;LINC00673;RNF157-AS1;RNF157;MOCOS;MIR924HG;SIGLEC15;LOC105372115;ALPK2;PMAIP1;LOC284240;ICAM1;SPC24;MAST1;PBX4;KLK7;SIGLEC12;OSCAR;UBE2C;MMP9;SLC12A5-AS1;LOC101928212;LOC105372863;LOC107985532;LOC101927344;ADM2;MIOX;LINC02968;FRMPD4;FATE1;CSAG3,Control1;Control8;Control9;Control11;Control13,191,5
5,ZNF683;SERINC2;SNORD160;ORC1;DEPDC1;ADGRL2;GPR61;FAM72B;PRR9;S100A2;SLAMF7;RGS16;PACERR;ASPM;NEK2;CENPF;ACTA1;SOX11;CENPA;DPYSL5;SRD5A2;NRXN1;LINC01122;DQX1;HK2;CD8A;LINC01943;101928152;HECW2-AS1;CCDC150;SLC11A1;NYAP2;LINC01238;NUP210;GRM2;POC1A;TRAT1;CD96;KBTBD12;105374129;PLSCR2;TRIM59;LOC107986249;LINC02475;SCFD2-AS1;JCHAIN;LOC100506253;CXCL9;NKX6-1;CENPE;NDST3;MAD2L1;PLK4;LINC02998;PDE8B;TCF7;C5orf46;H2AC13;HMGA1;CRISP2;TCF21;MTFR2;LOC105375172;AQP1;DLX5;EPO;SMKR1;105375560;LGI3;LOC105379362;LINC01605;PXDNL;XKR9;LOC105375894;PI15;HAS2;PSCA;LNCOC1;ENHO;GATA3;ACBD7;KIF11;ELOVL3;LOC105378523;JAKMIP3;PAX6;ALX4;LRRC55;CTSW;FOLR1;APOA1;H2AX;CCND2;107984129;SMCO3;ABCD2;WNT10B;SCN8A;KRT18;HOXC6;OASL;LINC02370;RXFP2;107984567;PCDH8;DIAPH3;DUXAP10;LOC105370705;107987206;RN7SL1;LOC105378179;RN7SL2;DLGAP5;TMEM30B;STON2;BDKRB1;TMEM179;IGHG3;SPINT1;SLC27A2;AQP9;ISG20;ACAN;TICRR;MESP1;PRC1;MCTP2;SYNGR3;OTOA;HS3ST2;APOBR;IRX3;MT2A;HSD11B2;CHST6;PIMREG;SCARNA21;AURKB;HS3ST3B1;RAB11FIP4;CCL5;CCR7;KRT31;RNU2-1;LINC00673;RNF157-AS1;RNF157;SLC16A3;MIR924HG;SKA1;LOC105372115;HMSD;LOC284240;TNFSF9;CD70;ZNF560;PODNL1;CCNE1;KCNN4;APOC1;GIPR;ZNF114;KLK6;OSCAR;LILRB4;MIMT1;SIRPG;SLC12A5-AS1;CBLN4;CLDN14;RIPPLY3;TMPRSS3;PDE9A-AS1;SERPIND1;RFPL1;OSM;EP300-AS1;SMC1B;TYMP;CXCR3;RTL3;P2RY10;GLRA4;LOC107985681;SNORA69;GPC3;CSAG3,Control6;Control11;Control12;Control15;Control16,187,5
6,DDX11L17;GNB1-DT;SERINC2;SNORD160;DHCR24;CYP2J2;ST6GALNAC5;LPAR3;COL11A1;RGS16;SOX11;LOC107985847;LOC100506274;SDC1;DPYSL5;GTF2A1L;CYP26B1;CYTOR;RFX8;SOCAR;NT5DC4;TMEM163;SCN7A;CCDC150;LINC01614;CXCR2P1;PTPRN;NYAP2;LRRC3B;MCM2;GPR87;WDR49;ECT2;KCNMB2;SOX2;CAMK2N2;CLDN1;TMED11P;LOC112268460;HOPX;BMP3;DAPP1;BANK1;NDST3;MAD2L1;LOC105377404;CLGN;LOC100419170;SLC1A3;C7;CENPH;F2RL2;HAPLN1;RGMB;SOWAHA;LOC105374898;H3C3;H2AC11;HMGA1;TREM1;OPN5;CRISP2;TBX18;CCN6;COL10A1;ULBP2;DACT2;SMOC2;LOC107986675;LOC101929756;ABCB5;STEAP1B;INHBA-AS1;SLC26A4-AS1;TFEC;NCAPG2;SFRP1;STMN2;CA2;LINC03044;LOC105375690;FAM83H;CDKN2B;AQP7;FAM95C;ZNF367;LOC105376369;AKR1C2;AKR1C3;LOC105378305;LINC00595;LIPM;ANKRD22;PKD2L1;LINC02944;LOC105378523;BBOX1;GLYATL1;RELT;MMP1;H2AX;LOC105369551;RAD51AP1;BMAL2-AS1;SMCO2;ABCD2;SCN8A;HOXC13;HOXC9;WSCD2;LOC105369965;USP30-AS1;SDS;LINC02370;GPR12;LINC02340;BRCA2;PCDH8;TNFSF13B;LOC105370705;COCH;LOC100506071;CDKN3;MAP3K9-DT;MKRN3;102724055;CHRFAM7A;GCHFR;MIR147B;SLC27A2;GLDN;ISL2;ANPEP;SRL;OTOAP1;IRX3;IRX5;MT2A;MT1G;TMEM132E;HROB;HOXB13;TEX14;RNF157;SPHK1;MOCOS;SYT4;DCC;107985297;TNFSF9;ELAVL3;IL12RB1;PBX4;CCNE1;CKM;ZNF114;FAM83E;HRC;PEG3-AS1;MIMT1;LOC105372613;PELATON;SALL4;AURKA;LOC107985513;LOC105372863;SERPIND1;RFPL1;LOC102723305;APOBEC3B;SMIM45;PNPLA3;ADM2;MIOX;VEGFD;RTL3;AGTR2;GPC3;FATE1,Control2;Control3;Control5;Control10;Control15,179,5
7,ARHGEF16;TNFRSF9;ZNF683;KIF2C;FOXD3-AS1;ADGRL2;LPAR3;GBP5;GBP1P1;LINC02785;CHI3L2;PRR9;PYHIN1;SLC26A9-AS1;RAB7B;SOX11;GTF2A1L;ITPRIPL1;NT5DC4;TFCP2L1;CYTIP;SCN7A;HOXD13;HECW2-AS1;LINC01614;ARL4C;PDCD1;LRRC3B;LINC02084;MOBP;LOC105377043;LOC151760;CD96;CD80;GPR87;SOWAHB;NKX6-1;DAPP1;BANK1;IL7R;CCNO;F2RL2;EDIL3-DT;PITX1;WWC1;NRN1;107986517;LOC102724765;H3C3;H2AC13;MICB;LINC01016;ZFAND3-DT;TREM1;RUNX2;OPN5;PTCHD4;LOC107986606;HMGCLL1;CCN6;PKIB;ULBP2;LOC107986675;AQP1;INHBA-AS1;EPO;LOC105375610;LGI3;SFRP1;CA3;CA2;LOC105375690;LOC105375715;LOC107986990;ANKRD18A;MIR4477A;PSAT1;112268037;ZWINT;ANKRD1;LOC105378523;LINC00601;MIR210HG;DENND2B-AS1;BBOX1-AS1;GLYATL2;GLYATL1;CTSW;ACY3;LINC02754;GRIA4;DRD2;CD3D;CRTAM;VSIG10L2;GLB1L3;107987172;TMEM52B;SMCO3;LOC105369685;DDN;KRT71;ESPL1;HOXC9;CRADD-AS1;GOLGA2P5;GAS2L3;SDS;OASL;LINC00944;GPR12;LOC107984551;DIAPH3;COCH;LINC02316;LINC02287;TMEM179;FAM30C;CHRFAM7A;MIR147B;LIPC;LOC105370960;MESP2;BLM;TEDC2;LCMT1-AS2;ITGAX;LOC105371275;AURKB;HS3ST3A1;ADORA2B;SPAG5;TMEM132E;CCL18;HOXB6;HOXB9;TBX4;SYT4;LIPG;ALPK2;CD70;CKM;GIPR;SPIB;KLK6;NLRP2;UBE2C;EYA2-AS1;PELATON;ZBP1;LOC107985492;KCNJ15;LOC107985513;RIPK4;LOC101928212;LINC02575;LOC105372863;LOC102723305;MEI1;CENPM;ADM2;MIOX;KLHDC7B;ANOS1;102724092;TAF7L;LOC107985681;SH2D1A;MIR503HG;CSAG1,Control8;Control11;Control12;Control13;Control15,170,5
8,GNB1-DT;DRAXIN;PLA2G2D;CYP2J2;FOXD3-AS1;DEPDC1;AK5;LPAR3;GBP1P1;NBPF6;GPR61;PTPN22;FAM72D;AIM2;SLAMF8;SLAMF7;FCGR3B;NUF2;LINC00626;RAB7B;CENPF;DUSP5P1;ZNF695;SOX11;RRM2;DQX1;SCN7A;SCARNA5;HJURP;LINC01238;FANCD2OS;MOBP;KIF15;LOC151760;KBTBD12;LINC03109;SOX2;LRRC15;SOWAHB;FGF5;DAPP1;NDST3;LOC105377404;LOC100419170;NEIL3;LRRC14B;IL7R;ISL1;CENPH;ISOC1;CDC25C;SLC6A7;ITK;IL12B;PTTG1;TFAP2A-AS1;H3C2;H3C3;H2BC9;H3C8;OR2B6;COL11A2;TTK;LINC03016;LUARIS;PCOLCE;TFR2;LOC105375610;GGH;DNAJC5B;MYBL1;XKR9;PI15;LINC02849;LINC03044;LOC105375690;HAS2;FAM83H;LOC107986990;MIR31HG;CDKN2B-AS1;CDKN2B;PHF24;SIT1;112268037;CKS2;LOC105376369;RASGEF1A;C10orf88B;MKI67;LOC107984301;E2F8;MUC15;MMP1;GUCY1A2;BMAL2;SMCO2;TROAP;ESPL1;HOXC13;HOXC8;GPR84;GAS2L3;CIT;LINC00944;LINC02370;GALNT9-AS1;LINC02340;RXFP2;PCDH9;DLGAP5;STON2;GCHFR;KIF23;LOC102723714;ISL2;MESP2;SYNGR3;LOC105371050;TEDC2;PAQR4;ZP2;IL21R;MT1G;FOXL1;HS3ST3A1;TRPV2;LOC147004;CCL18;KRT31;HROB;TBX4;BRIP1;RNF157-AS1;RNF157;TK1;BIRC5;RAC3;MOCOS;SIGLEC15;ALPK2;CD70;ZNF560;BRME1;PODNL1;CYP4F2;CCNE1;PEG3;MIMT1;GINS1;TPX2;PELATON;LOC102723305;EP300-AS1;TLR8-AS1;GPR174;KCNE5;AGTR2;SLITRK2;CSAG1,Control5;Control6;Control8;Control10;Control15,160,5
9,TNFRSF9;DRAXIN;E2F2;SYTL1;STIL;ORC1;NBPF6;GPR61;FAM72C;H3C14;ATP1A2;LINC00626;TNNI1;G0S2;HSD11B1;DTL;CENPF;105373264;LOC100506274;KCNF1;SOCAR;TUBA3E;CXCR4;CTLA4;SLC11A1;NYAP2;LINC02084;MOBP;CXCR6;POC1A;LOC105377123;RDUR;105374129;GPR171;LINC03109;WDR49;ECT2;SOX2;NCAPG;NMU;FGF5;MAD2L1;ASB5;NEIL3;SLC1A3;DEPDC1B;IL12B;HMMR-AS1;TFAP2A-AS1;LOC102724765;OR2B6;HLA-G;ETV7;RUNX2;TTK;COL10A1;MTFR2;LOC102723724;SMOC2;ABCB5;IGF2BP3;ANLN;DLX5;PCOLCE-AS1;TFR2;GPR22;CDCA2;MYBL1;XKR9;CA2;ATP6V0D2;LOC105375715;LNCOC1;MIR31HG;MIR4477A;RASEF;LHX2;SAPCD2;AKR1C2;AKR1C3;MCM10;ACBD7;MKX;ZWINT;FFAR4;ELOVL3;NEURL1;LINC02944;PRLHR;JAKMIP3;LOC107984301;LRRC55;FAM111B;LINC02754;LOC112268076;GRIA4;DSCAML1;CRTAM;ST14;RAD51AP1;MGST1;LOC105369685;KRT18;LOC105369965;CIT;HCAR3;LINC02370;STARD13-AS;107984567;DLGAP5;PLEK2;FLRT2-AS1;EXOC3L4;IGHG3;MKRN3;LOC107984763;GLDN;PCLAF;KIF23;ACAN;LOC107984851;LINC02195;SBK1;IRX5;RAB11FIP4;LOC147004;TOP2A;KIF18B;FMNL1-AS1;HOXB13;IGF2BP1;DLX4;SOX9-AS1;RAC3;SLC16A3;MIR924HG;ALPK2;UHRF1;ELAVL3;CCDC194;KCNK6;SPIB;SIGLEC8;LILRB4;FAM83D;KCNJ15;PDE9A-AS1;LOC105372863;SMIM45;LOC101927344;RIBC2;KIF4A;GDPD2;CENPI;GLRA4;PLP1;SNORA69;FATE1,Control1;Control2;Control3;Control7;Control12,158,5
