interaction;name
UBE2C;NUSAP1
NCAPG;TTK
LINC01016;CLGN
IFI30;IL21R
LAMB3;KRT71
DLGAP5;CDCA2
TUBA3E;LOC105372863
DRD2;E2F2
EXO1;CDCA2
ABCB5;SALL4
ASPM;PRC1-AS1
TROAP;PRC1-AS1
LOC107985017;EXOC3L4
IQGAP3;APOBEC3B-AS1
CENPA;CDKN3
UHRF1;KNL1
NKX6-1;KLK5
KRT8;MIR9898
CKAP2L;E2F2
ARHGAP11A;TTK
CCNO;TMPRSS3
CENPF;SPAG5
SOWAHB;SLC6A7
CDCA5;E2F2
KIF2C;TTK
CPLX3;COL8A1
CDC45;CDCA2
RRM2;TTK
DIAPH3;NEK2
CDC25C;SPAG5
LOC112268460;ESPL1
SDS;IRX3
CENPA;NEK2
TOP2A;CDCA2
KIF4A;NUSAP1
SH2D4A;PCDH9
KIF18B;CDCA2
GALNT9;KCNF1
CDC20;E2F2
OLR1;HAPLN1
POLQ;TTK
ESCO2;PRC1-AS1
DENND2B-AS1;KRT71
KNL1;PRC1-AS1
CENPF;MCM10
KLK7;SMOC2
FAM30C;WNT7B
DEPDC1;CYP2J2
CDCA5;CDCA2
PCLAF;PRC1-AS1
EXO1;KIF14
SPC24;CDCA2
NEK2;PRC1-AS1
SGO1;NUSAP1
LINC00221;CLDN1
SLC12A5-AS1;LOC105377043
GMNC;ADAMTS19
SKA1;KNL1
RUNX2;IRX3
DRD2;LOC105375027
SGO1;BLM
SALL4;ANKRD18A
IGHG3;KLK3
IGF2BP3;KIF14
ERCC6L;COL8A1
MKI67;PRC1-AS1
CDCA8;PRC1
ESCO2;TTK
NCAPG;PRC1-AS1
LINC00221;SFRP1
CENPF;KNL1
BUB1B;CPLX3
CDKN2A;CLGN
PRLHR;TMEM30B
CCNB1;CDCA2
SMOC2;CPLX3
THBS4-AS1;CPLX3
SKA1;TTK
LINC02154;SLC6A7
CDCA8;PRC1-AS1
TOP2A;E2F2
FAM111B;ESPL1
AIM2;CXCL9
EYA2-AS1;LINC01152
CRISP2;LINC02370
LOC101928658;IRF6
SYT4;LOC107985513
E2F8;AGTR2
CXCR2P1;CENPE
GMNC;IGFBPL1
ASIC2;LOC105371737
DRD2;KIF14
GLB1L3;SKA1
PITX1;CDCA2
CCNB2;CDCA2
GBP5;ICOS
SPAG5;PRC1-AS1
ERCC6L;KNL1
FAM111B;PRC1-AS1
PRC1-AS1;ESPL1
APOBEC3B-AS1;APOBEC3B
NCAPH;KNL1
LOC101928202;KNL1
KNL1;KIF14
RDM1;PIMREG
NCAPG;CDCA2
PIMREG;KNL1
ESCO2;KNL1
COCH;CPLX3
SIRPG;UBD
SIRPG;TRAC
SALL4;LIPG
TROAP;KNL1
AIM2;OSM
SMOC2;IRX3
FAM201A;LOC107985492
SCN7A;CPLX3
DUSP5P1;AGTR2
SIRPG;CXCL10
COCH;STEAP3
LRRC55;RIBC2
H2AC13;LINC02998
CCNB2;MCM10
PRLHR;SOX11
E2F7;FAM72C
CDC20;CDCA2
KLK7;PRRG4
LAMB3;MTTP
DACT2;CPLX3
GPR22;PCDH9
MELK;KNL1
CLSPN;TUBA3E
ALPK2;TMEM52B
ASPM;CDCA2
TRAT1;CXCL9
AQP7;CPLX3
ST6GALNAC5;LOC105377043
SGO1-AS1;ZWINT
PCDH9;LRRC15
LOC101928202;LOC105371737
SPINK1;KRT71
GMNC;MMP9
FAM72B;FAM72A
E2F8;CHST6
RFX8;APOBEC3B
SIGLEC12;GATA5
KLK7;HLA-G
RXFP2;C15orf48
CDKN2B-AS1;CDC45
TACC3;CDCA2
ARHGAP11A;CYP2J2
FAM72B;POLQ
NEIL3;ANLN
S100A2;KRT71
VEPH1;SLC12A8
CDC45;KRT71
FAM72D;PCDH9
MKX;CYP4F2
AQP9;VEGFD
NOS2P3;RIPPLY3
TFAP2A;KIF14
FAM30C;ANKRD18A
ALPK2;LRRC15
CDCA2;ASF1B
ADAMTS19;LOC102723834
KLHDC7B;CXCL9
VSIG10L2;KRT71
STMN2;MIR147B
CD80;TRAC
LOC107986990;CYP4F2
SMOC2;SOX11
LOC100506071;TUBA3E
IGKJ5;DLX6
KLK7;LINC02370
LMO1;IRX3
LINC00221;PLP1
LOC107986990;SOX9
ADAMTS19;GPR12
PRSS21;IGKJ5
FAM30C;LHX2
IRF6;LOC105377043
DLX5;LINC02998
SFRP1;MIR147B
IRF6;HAPLN1
LOC107985436;MKRN3
RAET1K;LOC105376041
ARHGEF16;HOXC11
HS3ST3A1;GPR12
SMOC2;MIR147B
DUSP5P1;VEGFD
CXCR2P1;AK5
IL36G;MT1H
HOOK1;LOC107985017
CD80;KCNN4
LOC105369315;AKR1B10
LINC01551;LOC107986606
LOC101927687;LINC00862
IGF2BP1;AKR1B10
LOC105370953;MKRN3
RUNX2-AS1;LOC107984763
LINC02195;MKRN3
FOXD3-AS1;LINC02541
LOC105370924;LHX2
MT1H;LOC105376041
LINC02257;LOC105376041
CDC20B;LINC02541
FAM201A;ZIC2
LUCAT1;LOC105376041
MTNR1B;LINC02541
LOC101927687;ZIC2
KIF4B;IL37
GS1-24F4.2;IL36G
