GEN1,GEN2
SLC1A3,ZNF267
SLC1A3,P2RY6
SLC1A3,LINC01943
SLC1A3,BIRC3
SLC1A3,BCL2A1
SLC1A3,SIGLEC9
SLC1A3,CTSZ
SLC1A3,CCR1
SLC1A3,LYZ
SLC1A3,UBASH3A
SLC1A3,IL1R2
SLC1A3,SLAMF8
SLC1A3,C1QC
SLC1A3,GZMA
SLC1A3,PLA2G7
SLC1A3,AIM2
SLC1A3,LOC107984551
SLC1A3,SLAMF7
SLC1A3,SASH3
SLC1A3,PLAUR
SLC1A3,P2RY10
SLC1A3,IL21R
SLC1A3,MCOLN2
SLC1A3,PDCD1
SLC1A3,ITGAL
SLC1A3,CD300LF
SLC1A3,SLC7A7
SLC1A3,DOP1B
SLC1A3,OSCAR
SLC1A3,CLDN14-AS1
SLC1A3,COL10A1
SLC1A3,RPS6KA1
SLC1A3,CTSS
SLC1A3,TREML1
SLC1A3,ADORA3
SLC1A3,ETV7
SLC1A3,HAVCR2
SLC1A3,APOL1
SLC1A3,SIT1
SLC1A3,EPSTI1
SLC1A3,ANKRD22
SLC1A3,C1QB
SLC1A3,SLC12A8
SLC1A3,GBP5
SLC1A3,LSP1
SLC1A3,FCGR3B
SLC1A3,NFAM1
SLC1A3,PLEKHN1
SLC1A3,DOCK2
SLC1A3,OLR1
SLC1A3,SOCAR
SLC1A3,CD8A
SLC1A3,CCL5
SLC1A3,SIGLEC7
SLC1A3,CORO1A
SLC1A3,CD40
SLC1A3,EVI2B
SLC1A3,IL7R
SLC1A3,LINC02084
SLC1A3,HEG1
SLC1A3,PODNL1
SLC1A3,IFI30
SLC1A3,STEAP3
SLC1A3,LY75
SLC1A3,DOCK10
SLC1A3,SERPINA1
SLC1A3,ADAMDEC1
SLC1A3,COL8A1
SLC1A3,PTPN22
SLC1A3,BCL11B
SLC1A3,LOC100419170
SLC1A3,ITGB2
SLC1A3,TNFSF14
SLC1A3,SPN
SLC1A3,ZNF683
SLC1A3,CD180
SLC1A3,KCNK13
SLC1A3,KLHL6
SLC1A3,PDCD1LG2
SLC1A3,RIPK2
SLC1A3,CD86
SLC1A3,NFE2L3
SLC1A3,DENND2D
SLC1A3,IL21R-AS1
SLC1A3,LILRA6
SLC1A3,SP140
SLC1A3,ALPK2
SLC1A3,DAAM1
SLC1A3,FPR3
SLC1A3,FBP1
SLC1A3,APOC2
SLC1A3,NPL
SLC1A3,GFI1
SLC1A3,FMNL1-DT
SLC1A3,CD4
SLC1A3,UNC93B1
SLC1A3,IRF1
SLC1A3,IL18
SLC1A3,EVI2A
ADTRP,SLC37A2
ADTRP,EXOC3L4
ADTRP,DOCK2
ADTRP,OTOAP1
DBF4,MIR924HG
DBF4,DHCR24
DBF4,SLC7A5
DBF4,CLSPN
DBF4,CKAP2
DBF4,FANCD2
DBF4,EZH2
DBF4,PSAT1
MIR924HG,RAD51AP1
MIR924HG,MCM6
MIR924HG,LOC107985017
MIR924HG,SNHG31
MIR924HG,KIF4A
MIR924HG,CCNE1
MIR924HG,INCENP
MIR924HG,GALNT18
MIR924HG,TTK
MIR924HG,ARHGAP11A
MIR924HG,LMNB2
MIR924HG,BARD1
MIR924HG,CDKN2A
MIR924HG,SGO2
MIR924HG,SEC31B
MIR924HG,SOCS2-AS1
MIR924HG,LHPP
MIR924HG,UNC5C
MIR924HG,ENTPD1
MIR924HG,MZT1
MIR924HG,ZDHHC13
MIR924HG,NT5DC4
MIR924HG,VSTM4
MIR924HG,CDKN2A-AS1
MIR924HG,LOC107986126
MIR924HG,DEPDC1B
MIR924HG,TOP2A
MIR924HG,RACGAP1
MIR924HG,H3C8
MIR924HG,MAST4
MIR924HG,CCNB2
MIR924HG,ECT2
MIR924HG,DIAPH3
MIR924HG,MCM2
MIR924HG,TPD52
MIR924HG,ARHGAP11B
MIR924HG,CKAP2
MIR924HG,KIF15
MIR924HG,RAD18
MIR924HG,HJURP
MIR924HG,GAS2L3
MIR924HG,HOXD13
MIR924HG,SLC7A11
MIR924HG,MELK
MIR924HG,BUB1
MIR924HG,C9orf40
CDC20,EZH2
CDC20,CLSPN
CDC20,FOXM1
CDC20,GINS3
PIM2,MT2A
MT2A,PATL2
PFKFB4,ATP2B4
PFKFB4,ZWILCH
PFKFB4,BIRC5
PFKFB4,MKRN3
PFKFB4,RANBP1
PFKFB4,CA2
PFKFB4,REV3L
PFKFB4,THRIL
PFKFB4,FANCB
PFKFB4,RELT
PFKFB4,NKD1
PFKFB4,LEFTY2
PFKFB4,SKAP2
PFKFB4,MGC12916
PFKFB4,HMGB3
PFKFB4,HK2
PFKFB4,PKIB
PFKFB4,EIF4EBP1
PFKFB4,KIF2C
PFKFB4,IGF2BP3
PFKFB4,WDHD1
PFKFB4,TICRR
PFKFB4,GINS2
PFKFB4,PPIF
PFKFB4,ENO1
PFKFB4,DLX1
PFKFB4,LIPG
PFKFB4,NT5DC2
PFKFB4,LINC01426
PFKFB4,EXO1
PFKFB4,NCAPH
PFKFB4,LOC107987042
PFKFB4,LINC00595
PFKFB4,STK17B
PFKFB4,FOXL1
PFKFB4,RRM2
PFKFB4,CCNA2
PFKFB4,LOC105378305
PFKFB4,SLURP2
PFKFB4,PCLAF
PFKFB4,ZFHX4
PFKFB4,VEPH1
PFKFB4,CDC25A
PFKFB4,MIR3658
PFKFB4,CC2D2B
PFKFB4,MIR675
PFKFB4,WSCD2
PFKFB4,GMNN
PFKFB4,SVIP
PFKFB4,ITGA9
PFKFB4,ISL2
PFKFB4,MAD2L1
PFKFB4,ZFP2
PFKFB4,LOC100294145
PFKFB4,SRL
PFKFB4,MEIS1-AS2
PFKFB4,RPA3
PFKFB4,MTFR2
PFKFB4,MAST4
PFKFB4,STEAP1B
PFKFB4,INCENP
PFKFB4,UBE2QL1
PFKFB4,KCNMA1
PFKFB4,MCM10
PFKFB4,SLF1
PFKFB4,TNFAIP6
PFKFB4,H2AC16
PFKFB4,MREG
PFKFB4,NXT2
PFKFB4,LCTL
PFKFB4,CCDC150
PFKFB4,ZNF695
PFKFB4,SYTL3
PFKFB4,NDRG2
PFKFB4,H19
PFKFB4,IRAK1
PFKFB4,CIAO2A
PFKFB4,C1GALT1
PFKFB4,TIPIN
PFKFB4,PLK4
PFKFB4,STC2
PFKFB4,TACR2
PFKFB4,UHRF1
PFKFB4,IL33
PFKFB4,ULBP2
PFKFB4,EZR
PFKFB4,ATP6V0D2
PFKFB4,ULBP1
PFKFB4,EPM2A
PFKFB4,WFS1
PFKFB4,KIF11
PFKFB4,PHF24
PFKFB4,TREM1
PFKFB4,CENPM
PFKFB4,TRAF3IP2-AS1
PFKFB4,RUNX2
PFKFB4,RYR3
PFKFB4,HOXA11
ATP2B4,RANBP1
EZH2,TROAP
EZH2,GINS4
EZH2,XKR5
EZH2,TRAIP
EZH2,ZGRF1
EZH2,RACGAP1
EZH2,ZWINT
EZH2,ARHGAP11A
EZH2,BUB1B-PAK6
EZH2,LMNB2
EZH2,WDR76
EZH2,BARD1
EZH2,KY
EZH2,MND1
EZH2,FANCE
EZH2,RASSF2
EZH2,KIF23
EZH2,PIMREG
EZH2,HELLS
EZH2,BUB1B
EZH2,CCNB2
EZH2,PIF1
EZH2,SHCBP1
EZH2,CKAP2L
EZH2,CDCA4
EZH2,SPSB4
EZH2,LINC02754
EZH2,C5orf34
EZH2,ATAD2
EZH2,KIF2C
EZH2,CDC6
EZH2,SPC25
EZH2,TIMELESS
EZH2,FAM72A
EZH2,FAM72C
EZH2,FANCI
EZH2,LMNB1
EZH2,CENPA
EZH2,TYMS
EZH2,FAM110D
EZH2,TICRR
EZH2,GINS2
EZH2,CDC45
EZH2,CCNB1
EZH2,PSRC1
EZH2,MCM2
EZH2,FAM72D
EZH2,CDT1
EZH2,RNASEH2A
EZH2,CKS2
EZH2,CDKN3
EZH2,FAM111B
EZH2,CCDC150
EZH2,NCAPH
EZH2,LOC105371050
EZH2,WDR62
EZH2,AURKA
EZH2,NDC80
EZH2,ERCC6L
EZH2,NT5DC4
EZH2,SKA2
EZH2,GPC3
EZH2,TUBB4B
EZH2,KIF18B
EZH2,TYMSOS
EZH2,HAUS8
EZH2,MAD2L2
EZH2,PHF19
EZH2,RRM2
EZH2,FANCD2
EZH2,LOC107986126
EZH2,NCAPG
EZH2,POLE2
EZH2,PCLAF
EZH2,DEPDC1B
EZH2,OIP5
EZH2,DTL
EZH2,NUSAP1
EZH2,KIFC1
EZH2,NCAPG2
EZH2,TOP2A
EZH2,CRNDE
EZH2,CEP152
EZH2,DHFR
EZH2,SPAG5
EZH2,FBXO43
EZH2,CENPF
EZH2,NUF2
EZH2,GMNN
EZH2,MCM4
EZH2,CDCA7L
EZH2,HROB
EZH2,DEPDC1
EZH2,GAPDH-DT
EZH2,UBE2T
EZH2,E2F1
EZH2,FEN1
EZH2,STMN1
EZH2,PRC1
EZH2,CDCA8
EZH2,MAD2L1
EZH2,NEIL3
EZH2,CHAF1B
EZH2,ORC1
EZH2,ESCO2
EZH2,DNMT3B
EZH2,SRL
EZH2,FAM72B
EZH2,KNL1
EZH2,TEDC2
EZH2,ESPL1
EZH2,TACC3
EZH2,CENPL
EZH2,RECQL4
EZH2,CDCA2
EZH2,H2AX
EZH2,CCNE1
EZH2,CLSPN
EZH2,DLGAP5
EZH2,SOCS2
EZH2,TMEM132E
EZH2,RAD54L
EZH2,FBXO5
EZH2,INCENP
EZH2,IL37
EZH2,PASK
EZH2,CIT
EZH2,LOC112268460
EZH2,CDCA5
EZH2,CRADD-AS1
EZH2,TMEM106C
EZH2,SMC4
EZH2,TTK
EZH2,NEK2
EZH2,RERG
EZH2,MGME1
EZH2,ADCY1
EZH2,PTPN3
EZH2,CBX5
EZH2,GPRIN1
EZH2,TPX2
EZH2,KIF20A
EZH2,SKA3
EZH2,CDHR2
EZH2,GINS1
EZH2,SGO2
EZH2,TCF19
EZH2,UBE2C
EZH2,CEP72
EZH2,ARHGAP11B
EZH2,CKAP2
EZH2,KIF15
EZH2,PNPLA3
EZH2,CDC7
EZH2,TMEM201
EZH2,POLA1
EZH2,HJURP
EZH2,SMC2
EZH2,CENPE
EZH2,IRX5
EZH2,PLK4
EZH2,RDM1
EZH2,GAS2L3
EZH2,CCNF
EZH2,CNIH2
EZH2,SGO1
EZH2,MMS22L
EZH2,PRR11
EZH2,IL36G
EZH2,MKI67
EZH2,CYP26B1
EZH2,DDIAS
EZH2,SAPCD2
EZH2,LIG1
EZH2,NSD2
EZH2,CIP2A
EZH2,SGO1-AS1
EZH2,SPC24
EZH2,CDC25C
EZH2,HPCAL1
EZH2,EXO1
EZH2,PRC1-AS1
EZH2,MELK
EZH2,XRCC2
EZH2,BUB1
EZH2,C9orf40
EZH2,MYBL2
EZH2,PTTG1
EZH2,HMGB2
EZH2,KIF11
EZH2,BRIP1
EZH2,MCM8
EZH2,RAD51AP1
EZH2,CCNA2
EZH2,KIF18A
EZH2,MCM6
EZH2,PTEN
EZH2,LOC107985017
EZH2,E2F8
EZH2,SNHG31
EZH2,GTSE1
EZH2,AKR1C3
EZH2,IGF1
EZH2,CENPM
EZH2,E2F2
EZH2,ASF1B
EZH2,LCORL
EZH2,SKA1
EZH2,CDK2
EZH2,RMI2
EZH2,KIF4A
EZH2,SNORA10
EZH2,KNSTRN
EZH2,CENPU
EZH2,CENPH
EZH2,CENPI
EZH2,LHX2
EZH2,CCDC18
EZH2,ACYP1
EZH2,ATAD5
EZH2,BIRC5
TROAP,FOXM1
TROAP,CLSPN
TROAP,ADAMTSL5
TROAP,IL36G
MTNR1B,SSC4D
MTNR1B,RFLNB
SSC4D,CHRNA7
DTNB,CYP2J2
DTNB,MYH15
DTNB,TPD52
DTNB,HOOK1
CYP2J2,LOC107985513
CKAP2,DDX11-AS1
CKAP2,DHFR
CKAP2,SAPCD2
CKAP2,NSD2
CKAP2,CIP2A
CKAP2,SGO1-AS1
CKAP2,HPCAL1
CKAP2,PRC1-AS1
CKAP2,DEPDC1
CKAP2,MELK
CKAP2,UBE2T
CKAP2,BUB1
CKAP2,C9orf40
CKAP2,HMMR
CKAP2,CAMK2N2
CKAP2,BRIP1
CKAP2,MAD2L1
CKAP2,KIF18A
CKAP2,MCM6
CKAP2,PTEN
CKAP2,E2F8
CKAP2,ESCO2
CKAP2,GTSE1
CKAP2,CENPM
CKAP2,NUSAP1
CKAP2,LCORL
CKAP2,KNL1
CKAP2,CDK2
CKAP2,RMI2
CKAP2,TCF7
CKAP2,CENPL
CKAP2,KIF4A
CKAP2,CCNE1
CKAP2,CENPK
CKAP2,CEP55
CKAP2,RMI1
CKAP2,CENPU
CKAP2,INCENP
CKAP2,CENPH
CKAP2,ACYP1
CKAP2,SMC4
CKAP2,SRGAP2D
CKAP2,TTK
CKAP2,SHMT1
CKAP2,ZWINT
CKAP2,LOC105370705
CKAP2,BUB1B-PAK6
CKAP2,LMNB2
CKAP2,WDR76
CKAP2,BARD1
CKAP2,MND1
CKAP2,FAM83D
CKAP2,KIF23
CKAP2,SGO2
CKAP2,UBE2C
CKAP2,PI4K2B
CKAP2,BUB1B
CKAP2,FLRT2-AS1
CKAP2,TFDP1
CKAP2,ANLN
CKAP2,TIFA
CKAP2,PIF1
CKAP2,SHCBP1
CKAP2,SLC25A40
CKAP2,CKAP2L
CKAP2,CDCA4
CKAP2,CCNO
CKAP2,C5orf34
CKAP2,ATAD2
CKAP2,SOCS2-AS1
CKAP2,ASPM
CKAP2,SPC25
CKAP2,SMC2
CKAP2,POLQ
CKAP2,FANCI
CKAP2,LMNB1
CKAP2,ANP32E
CKAP2,IRX5
CKAP2,CENPA
CKAP2,DSN1
CKAP2,GINS2
CKAP2,CDC45
CKAP2,SGO1
CKAP2,MMS22L
CKAP2,CCNB1
CKAP2,FAM72D
CKAP2,ANKRD9
CKAP2,HAS2-AS1
CKAP2,DDIAS
CKAP2,CKS2
CKAP2,CDKN3
CKAP2,FAM111B
CKAP2,ARL6IP1
CKAP2,TMPO-AS1
CKAP2,SLC7A11
CKAP2,NCAPH
CKAP2,MCIDAS
CKAP2,ERCC6L
CKAP2,NT5DC4
CKAP2,USP1
CKAP2,SKA2
CKAP2,HMGB2
CKAP2,KIF11
CKAP2,C10orf143
CKAP2,KIF14
CKAP2,RRM2
CKAP2,RAD51AP1
CKAP2,CCNA2
CKAP2,LOC107986126
CKAP2,TRIM59
CKAP2,CDKN2B-AS1
CKAP2,AKR1C3
CKAP2,PBK
CKAP2,POLE2
CKAP2,PCLAF
CKAP2,ASF1B
CKAP2,DEPDC1B
CKAP2,OIP5
CKAP2,DTL
CKAP2,KIFC1
CKAP2,NCAPG2
CKAP2,TOP2A
CKAP2,CRNDE
CKAP2,CEP152
CKAP2,E2F7
CKAP2,KNSTRN
CKAP2,CENPF
CKAP2,NUF2
CKAP2,LHX2
CKAP2,MCM4
CKAP2,CDCA7L
CKAP2,GAPDH-DT
CKAP2,E2F1
CKAP2,FEN1
CKAP2,STMN1
CKAP2,PRC1
CKAP2,ZGRF1
CKAP2,RACGAP1
CKAP2,ARHGAP11A
CKAP2,CDCA8
CKAP2,NEIL3
CKAP2,CHAF1B
CKAP2,CDKN2C
CKAP2,FAM72B
CKAP2,HELLS
CKAP2,CDCA2
CKAP2,CCNB2
CKAP2,CLSPN
CKAP2,LRR1
CKAP2,CCND2
CKAP2,SOCS2
CKAP2,SPSB4
CKAP2,FBXO5
CKAP2,KIF20B
CKAP2,ECT2
CKAP2,CDC6
CKAP2,DIAPH3
CKAP2,LOC112268460
CKAP2,CDCA5
CKAP2,CRADD-AS1
CKAP2,FAM72A
CKAP2,FAM72C
CKAP2,TMEM106C
CKAP2,NEK2
CKAP2,MCM2
CKAP2,CHAF1A
CKAP2,ZDHHC13
CKAP2,TPX2
CKAP2,KIF20A
CKAP2,SKA3
CKAP2,ZNF367
CKAP2,TCF19
CKAP2,WDR62
CKAP2,ARHGAP11B
CKAP2,CDKN2D
CKAP2,AURKA
CKAP2,KIF18B
CKAP2,KIF15
CKAP2,SRGAP2B
CKAP2,DRAXIN
CKAP2,CDC7
CKAP2,TMEM201
CKAP2,NCAPG
CKAP2,POLA1
CKAP2,CENPE
CKAP2,NCAPD2
CKAP2,RDM1
CKAP2,GAS2L3
CKAP2,MYBL1
CKAP2,ZIC2
CKAP2,RAD51
CKAP2,LOC100288637
DDX11-AS1,C21orf58
MMS22L,C21orf58
MMS22L,CLSPN
MMS22L,FANCD2
C21orf58,RUSC1
C21orf58,SKA2
C21orf58,HMGB2
C21orf58,LOC100506253
C21orf58,NCAPG2
C21orf58,TOP2A
C21orf58,FBXO43
C21orf58,CENPF
C21orf58,NUF2
C21orf58,CDCA7L
C21orf58,CCDC18
C21orf58,ATAD5
C21orf58,PRC1
C21orf58,H2AC11
C21orf58,CDCA8
C21orf58,NEIL3
C21orf58,CHAF1B
C21orf58,PKMYT1
C21orf58,HELLS
C21orf58,ESPL1
C21orf58,CLSPN
C21orf58,CCND2
C21orf58,DPH3P1
C21orf58,DCST2
C21orf58,SOCS2
C21orf58,SPSB4
C21orf58,LOC105372115
C21orf58,LOC112268460
C21orf58,RHBDL3
C21orf58,FAM72C
C21orf58,DCST1-AS1
C21orf58,ANKEF1
C21orf58,TBX18
C21orf58,SHMT1
C21orf58,NEK2
C21orf58,TPX2
C21orf58,KIF20A
C21orf58,DCST1
C21orf58,ZNF367
C21orf58,TCF19
C21orf58,WDR62
C21orf58,ARHGAP11B
C21orf58,KIF18B
C21orf58,SRGAP2B
C21orf58,SACS-AS1
C21orf58,XYLB
C21orf58,DRAXIN
C21orf58,NCAPG
C21orf58,POLA1
C21orf58,BRCA2
C21orf58,CLGN
C21orf58,NCAPD2
C21orf58,CCNF
C21orf58,IL36G
C21orf58,LOC100288637
C21orf58,CDC42EP2
C21orf58,DHFR
C21orf58,NSD2
C21orf58,BRCA1
C21orf58,HPCAL1
C21orf58,C19orf81
C21orf58,PRC1-AS1
C21orf58,UBE2T
C21orf58,HMMR
C21orf58,STIL
C21orf58,PTEN
C21orf58,E2F8
C21orf58,KNL1
C21orf58,SKA1
C21orf58,CDK2
C21orf58,TACC3
C21orf58,LRRC70
C21orf58,CEP55
C21orf58,RMI1
C21orf58,CENPU
C21orf58,LOC105370047
C21orf58,IL37
C21orf58,CFAP20DC
C21orf58,DPY19L2P2
C21orf58,ZWINT
C21orf58,ARHGAP11A
C21orf58,LOC105370705
C21orf58,BUB1B-PAK6
C21orf58,DNAH11
C21orf58,LOC151760
C21orf58,BUB1B
C21orf58,TFDP1
C21orf58,ANLN
C21orf58,FOXE3
C21orf58,CDCA3
C21orf58,POLQ
C21orf58,DSN1
C21orf58,PSRC1
C21orf58,IQGAP3
C21orf58,FAM72D
C21orf58,NUSAP1
C21orf58,EMC3-AS1
C21orf58,TMPO-AS1
HK2,OTOA
HK2,RANBP1
HK2,MIR675
OTOA,PI15
OTOA,OTOAP1
OTOA,RASGEF1B
OTOA,C8orf48
OTOA,UCP2
OTOA,IGFLR1
OTOA,RGS16
OTOA,ZSCAN31
OTOA,LOC101928842
OTOA,LINC00944
OTOA,GMIP
OTOA,FGF5
ANPEP,ATP6V0D2
ANPEP,SLC11A1
ANPEP,CXCL16
ANPEP,CCRL2
ANPEP,MEI1
ANPEP,CLEC5A
ANPEP,TREM2
ANPEP,KCNN4
ANPEP,RUNX2
ANPEP,SIGLEC10
ANPEP,LINC01943
ANPEP,BCL2A1
ANPEP,LOC105373581
ANPEP,SIGLEC9
ANPEP,GIPR
ANPEP,IL1RN
ANPEP,IL1R2
ANPEP,IGFLR1
ANPEP,PCOLCE-AS1
ANPEP,RGS16
ANPEP,CD300A
ANPEP,LIPC
ANPEP,REV3L
ANPEP,IL21R
ANPEP,TMEM156
ANPEP,EXOC3L4
ANPEP,SLC7A7
ANPEP,OSCAR
ANPEP,HAVCR2
ANPEP,NFKBIE
ANPEP,PCOLCE
ANPEP,PLEKHN1
ANPEP,SIGLEC7
ANPEP,CORO1A
ANPEP,FUT7
ANPEP,CYTOR
ANPEP,C15orf48
ANPEP,CHRDL1
ANPEP,LINC01426
ANPEP,MMP1
ANPEP,IFI30
ANPEP,STEAP3
ANPEP,SERPINA1
ANPEP,STK17B
ANPEP,MIR147B
ANPEP,PTPN22
ANPEP,TREM1
ANPEP,LOC105378305
ANPEP,FOSL1
ANPEP,CD180
ANPEP,RIPK2
ANPEP,S100A3
ANPEP,RYR3
ANPEP,IL21R-AS1
ANPEP,PELATON
ANPEP,APOC2
ANPEP,UNC93B1
ANPEP,ST14
ANPEP,IL18
ANPEP,ASB5
ANPEP,SLC37A2
ANPEP,GALNT6
ANPEP,NLRP2
ANPEP,NKD1
ANPEP,APOC4-APOC2
ANPEP,LINC00673
ANPEP,SLC31A2
ANPEP,RAC2
ANPEP,UBE2QL1
ANPEP,IGF2BP3
ANPEP,CARD17P
ANPEP,ADAMTS9-AS1
ANPEP,CASZ1
ANPEP,PLAUR
ANPEP,MX2
ANPEP,MYCL
ANPEP,STAC3
ANPEP,LOC101927344
ANPEP,OSM
ANPEP,MYO1G
ANPEP,LINC01615
ANPEP,SLA
ANPEP,PKD2L1
ANPEP,SLC9A7
ANPEP,FOXL1
ANPEP,APOBR
ANPEP,RFX8
ANPEP,C1GALT1
ANPEP,LOC101928517
ANPEP,PSD4
ANPEP,ARL4C
ANPEP,JAK3
ANPEP,ZFHX4
ANPEP,CTSD
ANPEP,VEPH1
ANPEP,TNFSF9
ANPEP,CYTIP
ANPEP,CTHRC1
ATP6V0D2,ADORA2B
ATP6V0D2,LOC102723724
ATP6V0D2,HRC
ATP6V0D2,MIR675
ATP6V0D2,ITGA9
ITGA9,WFS1
ITGA9,PHF24
ITGA9,RUNX2
ITGA9,SMCO2
ITGA9,MKRN3
ITGA9,CA2
ITGA9,ITPK1
ITGA9,NKD1
ITGA9,BTBD16
ITGA9,MMP9
ITGA9,IRS4
ITGA9,BMAL2-AS1
ITGA9,TNXA
ITGA9,SLC12A5-AS1
ITGA9,LINC01426
ITGA9,LINC00601
ITGA9,LOC107987042
ITGA9,SALL4
ITGA9,STK17B
ITGA9,ZFHX4
ITGA9,RYR3
ITGA9,TNXB
ITGA9,CEMIP2
ITGA9,CTHRC1
ITGA9,COLGALT1
ITGA9,ZFP2
ITGA9,FGF5
ITGA9,UBE2QL1
ITGA9,MSR1
ITGA9,ADAMTS9-AS1
ITGA9,CASZ1
ITGA9,NOSTRIN
ITGA9,LOC102723834
ITGA9,IRAK1
ITGA9,C1GALT1
ITGA9,MDH1B
ITGA9,IL33
WFS1,LINC00601
WFS1,GINS3
WFS1,CCSAP
MKX,ANOS1
MKX,TOP2A
MKX,LINC02724
MKX,PAX9
FFAR4,OSBPL1A
FFAR4,IFI30
FFAR4,LOC100419170
FFAR4,CD180
FFAR4,KLHL6
FFAR4,BATF
FFAR4,SIGLEC10
FFAR4,IL21R-AS1
FFAR4,LILRA6
FFAR4,CD4
FFAR4,SLC37A2
FFAR4,TREML1
FFAR4,SLC31A2
FFAR4,LILRB4
FFAR4,CACNA2D4
FFAR4,ITGAX
FFAR4,TRAC
FFAR4,EML2-AS1
FFAR4,STAC3
FFAR4,PTPN22
FFAR4,ARHGAP30
FFAR4,TMEM52B
FFAR4,RFX8
FFAR4,VEPH1
FFAR4,CD84
FFAR4,GPR84
FFAR4,NPL
FFAR4,FMNL1
FFAR4,CLEC5A
FFAR4,TFEC
FFAR4,TREM2
FFAR4,ADAM8
FFAR4,LINC01943
FFAR4,SIGLEC9
FFAR4,SLAMF8
FFAR4,SASH3
FFAR4,IL21R
FFAR4,NAV1
FFAR4,LOC105379362
FFAR4,ADORA3
FFAR4,HAVCR2
FFAR4,SIGLEC7
FFAR4,CD40
OSBPL1A,ITGA10
FOXM1,CIT
FOXM1,DIAPH3
FOXM1,PLK1
FOXM1,LOC112268460
FOXM1,CDCA5
FOXM1,PEG3
FOXM1,MCM10
FOXM1,FAM72C
FOXM1,TMEM106C
FOXM1,TTK
FOXM1,NEK2
FOXM1,BLM
FOXM1,FLNB-AS1
FOXM1,TPX2
FOXM1,KIF20A
FOXM1,SKA3
FOXM1,CDHR2
FOXM1,GINS1
FOXM1,SGO2
FOXM1,TCF19
FOXM1,UBE2C
FOXM1,CCDC34
FOXM1,WDR62
FOXM1,ARHGAP11B
FOXM1,AURKB
FOXM1,SUV39H1
FOXM1,SLC25A10
FOXM1,KIF15
FOXM1,DRAXIN
FOXM1,TMEM201
FOXM1,POLA1
FOXM1,HJURP
FOXM1,FANCG
FOXM1,NCAPD2
FOXM1,CCNF
FOXM1,SGO1
FOXM1,RAD51
FOXM1,PRR11
FOXM1,UHRF1
FOXM1,MKI67
FOXM1,DDIAS
FOXM1,SAPCD2
FOXM1,NSD2
FOXM1,CIP2A
FOXM1,BRCA1
FOXM1,SGO1-AS1
FOXM1,SPC24
FOXM1,CDC25C
FOXM1,EXO1
FOXM1,HROB
FOXM1,TRIP13
FOXM1,APOBEC3B-AS1
FOXM1,ULBP1
FOXM1,MELK
FOXM1,BUB1
FOXM1,DDX11
FOXM1,ST8SIA6
FOXM1,KIF22
FOXM1,MYBL2
FOXM1,RANGAP1
FOXM1,HMMR
FOXM1,TUBA1B
FOXM1,PTTG1
FOXM1,KIF11
FOXM1,MCM8
FOXM1,RAD51AP1
FOXM1,CCNA2
FOXM1,KIF18A
FOXM1,TK1
FOXM1,PTEN
FOXM1,TUBA1C
FOXM1,NUSAP1
FOXM1,RAB11FIP2
FOXM1,GTSE1
FOXM1,CENPM
FOXM1,E2F2
FOXM1,LCORL
FOXM1,SKA1
FOXM1,TACC3
FOXM1,KIF4A
FOXM1,KIF4B
FOXM1,CEP55
FOXM1,RAD54L
FOXM1,KNSTRN
FOXM1,CENPI
FOXM1,LHX2
FOXM1,BIRC5
FOXM1,GINS4
FOXM1,SMC4
FOXM1,TRAIP
FOXM1,ZGRF1
FOXM1,RBL1
FOXM1,ZWINT
FOXM1,ARHGAP11A
FOXM1,LMNB2
FOXM1,FANCB
FOXM1,PKMYT1
FOXM1,RELT
FOXM1,KIF23
FOXM1,HELLS
FOXM1,CHEK1
FOXM1,BUB1B
FOXM1,CCNB2
FOXM1,LRR1
FOXM1,PIF1
FOXM1,SHCBP1
FOXM1,CKAP2L
FOXM1,CDCA4
FOXM1,SPSB4
FOXM1,HMGB3
FOXM1,CDCA3
FOXM1,EIF4EBP1
FOXM1,KIF2C
FOXM1,ASPM
FOXM1,CDC6
FOXM1,SPC25
FOXM1,WDHD1
FOXM1,FAM72A
FOXM1,FANCI
FOXM1,LMNB1
FOXM1,IRX5
FOXM1,TICRR
FOXM1,GINS2
FOXM1,CDC45
FOXM1,UCK2
FOXM1,PPIF
FOXM1,CCNB1
FOXM1,PSRC1
FOXM1,FAM72D
FOXM1,ANKRD9
FOXM1,ENO1
FOXM1,CDT1
FOXM1,HAS2-AS1
FOXM1,LIPG
FOXM1,PARPBP
FOXM1,NT5DC2
FOXM1,CDKN3
FOXM1,CCDC150
FOXM1,SCAT2
FOXM1,TMPO-AS1
FOXM1,H3C3
FOXM1,NCAPH
FOXM1,LOC105371050
FOXM1,LOC105371793
FOXM1,GINS3
FOXM1,AURKA
FOXM1,ERCC6L
FOXM1,NT5DC4
FOXM1,TEDC1
FOXM1,TUBB4B
FOXM1,KIF18B
FOXM1,HAUS8
FOXM1,MAD2L2
FOXM1,C10orf143
FOXM1,KIF14
FOXM1,RRM2
FOXM1,LOC107986126
FOXM1,NCAPG
FOXM1,POLE2
FOXM1,PCLAF
FOXM1,DEPDC1B
FOXM1,CDC25A
FOXM1,OIP5
FOXM1,DTL
FOXM1,KIFC1
FOXM1,NCAPG2
FOXM1,CRNDE
FOXM1,IRX3
FOXM1,UBE2S
FOXM1,DHFR
FOXM1,SPDL1
FOXM1,SPAG5
FOXM1,CENPF
