interaction;name
CDHR4;MSC-AS1
UCP2;TRPV2
KCP;ASB5
IL12B;DNAJC5B
DTNB-AS1;PAX6
FEN1;POC1A
ARMC9;BCAR3
SBNO1-AS1;BCAR3
SLC26A9-AS1;DRD2
RN7SL2;ALYREF
HAVCR2;ASB5
FAM83D;CEP15
PTPRC;DENND2D
SLC7A7;GAPDH-DT
MAD2L2;WDR62
GBP1;MZT1
ATAD2;RFC3
TEAD4;RFC3
CACNA2D4;PAX6
PARVA;HOXD4
CCNE1;ADAMTSL5
HRC;APOBEC3G
TMEM179;MSC-AS1
SPC25;LINC00472
CD58;STAC3
SMANTIS;SLC12A5-AS1
CD40;TRPV2
RYR3;COL27A1
SLC26A9-AS1;IGFBP4
CLDN1;MIR4435-2HG
KRT8;PILRA
DNAH11;SBK1
NKD1;MSC-AS1
TTYH1;CEP15
BFSP2;LINC03016
RTL3;HOXD4
DCSTAMP;LINC01426
LOC100129455;SLC12A5-AS1
FANCB;IGFBP4
RYR3;CLHC1
MIR100HG;ASB5
CKS2;DENND5B
TMEM132E;HOXD3
TTK;GASK1B
ISOC1;HOXD4
CDCA5;TIFA
SAMD9;CHAF1B
NCAPG2;SPDYE2B
STARD13-AS;ALYREF
TEAD4;HOXD3
LINC00671;AKR1C3
NUSAP1;PBK
ANP32E;ASB5
NRXN1;CCN6
RIN1;CEP15
TRAC;DENND2D
NRIP2;CEP15
HOXB7;USHBP1
LCK;CHI3L2
RNF157;ZDHHC13
ENPP5;ADAMTSL5
LOC100240735;KLK6
BRCA2;EVI2A
CCDC34;HOXD3
CENPH;GATA5
CDT1;IGFBP4
ASB5;PAX6
NIPA1;CCSAP
COL8A1;HOXD4
KIFC2;RFC3
KLK3;TRPV2
S100A2;TFDP1
CD6;DENND2D
PRKCD;RASD2
MT2A;TFDP1
LOC107985034;HOXD4
CXCL12;DOCK2
EDEM1;ZDHHC13
KY;TAL1
RECQL4;RIN1
DDX11-AS1;EVI2B
NECTIN3;TFDP1
MAP4K1;SLAMF8
EDA2R;CLHC1
SACS-AS1;APOBEC3B-AS1
LOC107985492;LOC107986606
MYBL2;TIFA
SAXO4;STAC3
ZNF367;TFDP1
ADGRL2;PSAT1
TUBA4A;HJURP
SERPIND1;GALNT9
HK2;ZNF503
LINC02656;MIR675
UBE2C;PBK
E2F1;ADAMTSL5
TNFSF13B;ADCY5
ANO9;EOMES
CD300A;P2RY10
INHBE;CEP15
EFNA5;GASK1B
CD5;DENND2D
ZDHHC12;MIMT1
PEG3-AS1;JAK3
SALL1;CENPH
EBF3;ANXA2R
SLC20A1;RFC3
KLHL6;CENPH
SASH3;EVI2B
NAV1;CHRM3
SEL1L3;PBX4
SCARNA21;STAC3
HMOX1;DENND2D
EZR;PIMREG
TTYH1;ZNF114
WDHD1;DDIAS
ADCY1;ZDHHC13
GMIP;CLHC1
KCNK6;IGFBP4
FANCI;ALYREF
KLC3;SYTL3
RXFP1;ZDHHC13
RCCD1;LOC107986750
UCP2;DOCK2
MCM6;HOXD3
RANGAP1;CLHC1
PGR;LINC01016
RANGAP1;PAX6
CD300A;PILRA
SLC31A2;BCAR3
CD38;EOMES
CRYBG1;DOK2
SPDL1;RFC3
KRT18;POC1A
OPRL1;KCNMB2
TNFSF14;EOMES
PARP14;BCAR3
KLK7;EIF4EBP1
C19orf81;EIF4EBP1
RAC3;MSC-AS1
SAMD5;COL27A1
H19;TIFA
DCST2;CEP15
TUBA3E;BCAR3
STMN2;MSC-AS1
LINC00673;MT1G
APOL6;APOBEC3G
CD8B;P2RY10
LILRB4;NPL
PLEKHG3;TUBB4B
TFEC;TFDP1
MYBL1;MZT1
HOPX;MMP1
LINC01123;CENPH
RHOJ;MYH15
IRF1;DENND2D
COL4A5;HELLS
DGKG;DENND2D
PTPRC;ALYREF
GIPC3;MMP1
RAD51;PBK
TBX6;CLHC1
ARHGEF3;CHI3L2
MT2A;BATF
SPHK1;BATF
BLM;TENT5C
MDH1B;MSC-AS1
PPP1R13L;SLC12A5-AS1
CPLX3;HOXD4
PI15;CLHC1
CASZ1;GATA5
CD300A;DENND2D
TACR2;CHAF1B
KIF20A;DDIAS
MND1;WDR62
IGF2;BIRC3
DOCK10;EOMES
YBX2;BCAR3
IRF6;GALNT9
RMDN2;MSC-AS1
FAM110A;DDIAS
MIMT1;HOXD4
ADCY4;CENPH
SRL;HOXD3
ITGAL;EVI2B
MAD2L1;PAX6
LOC101928842;HOXD3
SLC26A9-AS1;ZDHHC13
CAPS2;HELLS
FOSL1;TRPV2
OSBPL1A;PAX6
MINAR1;GALNT12
ATP8B4;HELLS
EZR;CLHC1
PRC1;PBK
CIT;DDIAS
TMEM176A;LILRB4
ULBP2;CD80
GALNT9-AS1;CENPH
CDC25C;PBK
MCM5;DDIAS
UBE2T;DRD2
CIAO2A;GASK1B
CDT1;LINC00472
LAPTM5;LOC102723996
LOC107984131;JAK3
UHRF1;MKI67
S100A2;PAX6
CAPS2;POC1A
ZNF281;JAK3
IL33;SYTL3
FST;ABCD2
LOC107986126;CENPH
LOC105375521;ALYREF
PRECSIT;UBE2C
RTKN2;OLFML2B
LINC02370;EIF4EBP1
CORO1A;EOMES
CGAS;WDR62
TIMELESS;DBF4
TK1;DRD2
GPR22;HOXD4
QRICH2;SBK1
NECTIN3;TIFA
CHRNA7;ZDHHC13
GALNT12;APLP1
DNMT1;RASD2
SPINT1;KLHDC7B-DT
IL1B;EOMES
BUB1B;APOBEC3G
TUFT1;DENND5B
EPM2A;TFDP1
CIP2A;E2F3
OSBPL1A;ASB5
SUGCT;HOXC8
P3H2-AS1;LINC01016
NECTIN3;PILRA
CD3E;DOCK2
DCST2;STAC3
CD68;DOCK2
RAB7B;CD80
WNT10B;JAK3
CFAP45;ECM1
SPSB4;BCAR3
SUV39H1;MCM2
PHLDA2;RFC3
BCL2A1;P2RY10
PATL2;EOMES
SMANTIS;MMP1
PCOLCE;JAK3
KCNJ15;TUBB4B
ICOS;VSTM4
DBF4;TFDP1
MT2A;SLC12A5-AS1
KIFC2;PTPN3
CDC7;FHAD1-AS1
EFCC1;SYTL3
SLC2A12;ADAMTSL5
PIF1;LEFTY2
RUSC1;LOC101929657
HAUS8;ZDHHC13
PTTG1;MIR675
SQLE;MZT1
FEN1;ALYREF
NDC80;LRRC55
CTHRC1;MSC-AS1
CDHR2;MKI67
MYT1;HOXD4
SP140;DENND2D
ADAMTSL5;SBK1
KIFC2;MZT1
CDKN2B;CLHC1
REXO5;ECM1
COCH;BCAR3
ATAD5;HELLS
GLDN;MZT1
CHAC1;PILRA
SERPINA1;BATF
CDC20;PBK
SLF1;FAAP24
ANLN;GASK1B
INCENP;LINC00472
LOC107984886;HOXD4
BRIP1;CLHC1
TNFAIP2;DOCK2
FAM72A;CHAF1B
HMOX1;CENPH
DIPK2B;SYTL3
WNT2B;COL27A1
CA12;DRD2
RAB11FIP2;SYTL3
DTNB;GAPDH-DT
JCHAIN;EOMES
SYTL1;PILRA
KIF18B;PBK
STARD13;LINC01016
TRNR;GASK1B
SLC2A6;HOXD3
TRPA1;GAPDH-DT
SDC1;HOXD4
MIR3198-2;DDIAS
STMN2;CCDC150
KIF4A;MELK
MSR1;FAM247A
KCNF1;SLAMF8
TMUB1;MZT1
PEG3;HELLS
BDNF;JAK3
IRAK1;PAX6
EVI2A;EIF4EBP1
SLC2A6;VSTM4
HSPA6;JAK3
LOC105370569;CMTM5
S100A9;IL21R-AS1
MAST1;IGFBP4
LOC107987042;APLP1
CDKN2A;POC1A
RIPK2;C1GALT1
TONSL;LINC00472
MSC;RNFT2
PDE8B;MZT1
CXCL16;CLHC1
CASP1;DENND2D
GTF2A1L;LINC01426
SCARNA21;PAX6
LOC107984886;MIMT1
AFAP1L2;SLC12A5-AS1
LMNB2;C1GALT1
SDC1;IRS4
AARD;LYVE1
HPCAL1;LINC01016
RERG;PLEK
SRGAP2D;SYTL3
ZNF726;E2F3
ICAM1;FAM247A
RHBDL3;CLHC1
LOC112268460;JAK3
LMNB1;FHAD1-AS1
DDX12P;CEP15
CBR3-AS1;SYTL3
ARHGAP10;DDIAS
EMCN;CRYBG1
SNORA69;DRD2
CLGN;WDR62
PHF24;IGFBPL1
DCLRE1B;LINC00595
CARD17P;PSRC1
C5orf34;MIMT1
CXCR3;EOMES
IGFLR1;STAC3
ORC6;MELK
INCENP;TIFA
MCM4;BARD1
FOXH1;MZT1
HAUS8;IGFBP4
PEG3-AS1;BATF
TEDC1;MZT1
LOC105372863;BCAR3
NUDT1;C1GALT1
WFS1;GASK1B
C6orf141;ADCY5
NUP210;EOMES
ZSCAN31;LOC102723996
RRM1;CENPH
SERPINA1;JAK3
CENPA;CCNB2
LINC01731;TFDP1
TEDC1;GCNT1
IFI30;KLK6
SESN1;GPRIN1
SLAMF7;DENND2D
EZH2;CENPI
IL7R;CENPH
PLEK;SYTL3
KIF11;PBK
SAP30;COL27A1
ULBP3;RNFT2
IGHG3;JCHAIN
FAM72A;NCF2
LYPD6;PBK
LINC01238;PSD4
FAM110A;ASB5
HDGF;TUBB4B
HEG1;CEMIP2
ETV4;RFC3
FLT4;LOC102723996
C7;MSC-AS1
TIGD2;ZDHHC13
SVIP;COL27A1
ZDHHC14;RASD2
LOC147004;LOC102723996
SYTL1;TRPV2
GTF2A1L;BATF
CXCR3;DENND2D
CD48;SLAMF8
RAB11FIP2;MZT1
CYP26B1;TUBB4B
TCF21;IGFBP4
SKA2;SYTL3
NDRG2;SYTL3
FANCI;DRD2
RBL1;SIT1
QRICH2;ZNF114
CDC20;TIFA
LOC102723996;RFC3
SYCP2;C9orf40
VSTM4;CHAF1B
SP140L;ADAMTSL5
SIGLEC10;JAK3
GBP1P1;PSRC1
SAMD9;IFI44
NKD1;GAPDH-DT
HLX;EIF4EBP1
CYP2J2;ZNF503
SKA3;MELK
PYHIN1;CHI3L2
UNC93B1;ASB5
CD84;ENHO
SLC31A2;IGFBP4
BIRC5;MELK
ARHGAP30;P2RY10
AUTS2;RGS6
IL1B;EVI2B
TRNM;PILRA
AURKB;MELK
SLC43A3;JAK3
MCM4;TFDP1
HOXD3;SLC12A5-AS1
CCNB1;PBK
ARHGAP11A;PILRA
OTULINL;LINC00472
CDCA7L;SBK1
LDHA;CEP15
CXCL10;ST8SIA6
BST1;FAM247A
ARL4C;LOC284240
SH2D1A;CHI3L2
TRNM;TFDP1
HOXD9;BCAR3
HMGA1;LOC102724682
RNASEH2A;LINC00472
CENPE;NCF2
E2F2;MKI67
ANKRD9;SLC12A5-AS1
IRF1;PSRC1
LOC107986126;IGFBP4
HRC;HOXD4
CD3E;SLAMF8
SLC31A2;COL27A1
ANO1;H2BC20P
LOC107984886;BCAR3
LMF1-AS1;ASB5
CHRDL1;JCHAIN
MAST4;GASK1B
LOC100129455;IGFBP4
AUTS2;CLHC1
LINC01914;MMP1
DAPP1;HOXC8
SEL1L2;MMP1
S100A3;POC1A
LAMB3;TFDP1
CDC7;SGO2
MYBL1;LOC102723996
NHSL3;APOBEC3A
IFI30;BATF
MIR210HG;ALYREF
TRIP13;DDIAS
LOC105369458;MIR3658
MGME1;CRYL1
SLC7A7;SYTL3
PLXNA4;AGTR2
ITPRIPL1;PSD4
FTCDNL1;EOMES
LOC105373581;MELK
GINS2;CENPH
MKI67;MELK
RAB7B;HOXD4
PIMREG;IRS4
PDE4B;CHI3L2
KCNJ15;IGFBP4
CCNF;CELSR3
CDK1;CDCA8
LOC729683;MSC-AS1
IL2RG;SLAMF8
CLHC1;RFC3
RGMB;IRS4
SALL1;MIMT1
MT1G;JAK3
PTPN3;MSC-AS1
SLITRK2;ADCY5
GBP5;EOMES
USHBP1;LOC102723996
PCLAF;DRD2
ATP10A;CLHC1
CD38;P2RY10
PCDH9;SYTL3
WDHD1;CLHC1
XYLB;STARD13
LINC00595;LOC105377402
CC2D2B;RASD2
HOXB4;RASGEF1B
CD86;ASB5
GINS2;C1GALT1
CTSD;MZT1
SPHK1;MSC-AS1
HS3ST2;NEURL1
CLSPN;DRD2
BCL11B;EOMES
PEG3;RFC3
LOC105372793;HOXD4
ADTRP;IFI30
SMOC2;SLC12A5-AS1
MINDY4B;LOC105377402
PRR11;LINC00472
TK1;MELK
RTKN2;GASK1B
LINC02316;SH2D1A
MSC;PTPN3
GIPC3;SLC12A5-AS1
IRF1;CHAF1B
NT5DC2;MKI67
C8orf48;SLC7A1
BDNF;TRPV2
POLA1;TFDP1
EVI2A;EVI2B
IFI27;JAK3
C9orf40;GASK1B
ZNF185;HOXD4
DOP1B;ZDHHC13
REV3L;H2BC20P
CRTAM;DENND2D
STEAP1B;IRS4
IRX3;MIMT1
SRGAP2B;BATF
PTPRC;IFI44
CCDC34;IRS4
ARL6IP1;PAX6
FBXO5;SYTL3
KBTBD8;LINC00472
IGF1;MMP1
MCM4;ZNF114
C9orf43;PGGHG
RAC3;SBK1
SPDYE2B;MZT1
SRGAP2D;MZT1
MDH1B;HOXD4
LINC01614;F2RL2
GAPDH-DT;PTPN3
LINC01605;HELLS
FOXP4-AS1;DRD2
PSAT1;SPTB
MAST1;DDIAS
MSC;BATF
SLC9A7;TIFA
CTSZ;IGFBPL1
NXT2;TRPV2
CD6;ETV7
OAS2;CHAF1B
DACT2;E2F3
CYTOR;SYTL3
TOP2A;MKI67
CENPK;MZT1
IL1R2;DDIAS
FTX;ASB5
KBTBD8;DRD2
ATAD2;BATF
CCSAP;POC1A
EBF3;MCOLN2
MYL11;NCF2
ZKSCAN8P1;DDX11-AS1
GBP1;RFC3
DCST2;TRPV2
CD48;EOMES
BEGAIN;BCAR3
CAPS2;FAAP24
STMN1;TBC1D31
SPIB;P2RY10
UAP1L1;ABCB5
HOXC6;MSC-AS1
SIRPG;ETV7
ST14;MZT1
PLEK;NCF2
ASIC2;UBE2T
FANCB;BCAR3
USP1;LOC102723996
LOC107986126;BCAR3
TFEC;CLHC1
CCL5;DENND2D
DBI;HOXD4
LSP1;CEP15
TNXA;BATF
RGMB;HOXD3
SLC1A3;SLC12A5-AS1
SOCS2-AS1;BCAR3
CLGN;LINC01016
APOBR;EOMES
CEP126;DOC2GP
SVIP;ADAMTSL5
ITGAL;SLAMF8
PCOLCE-AS1;TRPV2
PTAFR;P2RY6
CIMIP2A;DRD2
ARHGAP30;NCF2
LINC02084;DRD2
ADAMDEC1;USP1
CD5;P2RY10
PCK2;SLC12A5-AS1
CD8A;P2RY10
LYZ;NCF2
SLC22A11;MT1G
TBX6;HELLS
ZFHX4;BCAR3
DOCK2;SLAMF8
CAMK2N2;MMP1
ZNF281;TFDP1
LOC729683;BATF
UBASH3A;ETV7
MAD2L2;RFC3
TK1;MMP1
CAMK2N2;BATF
CD274;PSRC1
COL4A5;FAAP24
LOC107986249;NCAPG2
FOXL1;CLHC1
TFDP1;PAX6
E2F2;DRD2
KNL1;DDIAS
BCL11B;DENND2D
CBLN4;HOXD4
RNF157;SLC12A5-AS1
LRRC45;NCF2
MSRB3-AS1;PAX6
SIT1;EVI2B
KIFC2;LOC102723996
TRAF3IP2-AS1;LOC101929657
RAC2;CENPH
FHAD1;E2F3
SALL4;ABCB5
FAM72D;NUDT8
FHAD1;HELLS
LOC105369458;LINC01016
ABCA7;ETV7
ZWILCH;HELLS
ITK;P2RY10
HAS2;SH2D4A
IL21R-AS1;JAK3
FAM247A;COL27A1
LINC00221;MMP1
STK17B;CENPH
LOC105376369;FOXCUT
SLC26A4-AS1;CLHC1
TIGD2;MSC-AS1
WNT5B;PILRA
TMEM108;JAM2
DOP1B;BCAR3
LOC101928842;HOXD4
LAMC2;GAPDH-DT
TRAF3IP3;SLAMF8
SAXO4;CEP15
TACC1;TRPV2
TNXB;HNMT
MMP9;HOXD3
APOBEC3B-AS1;IQGAP3
PRR5L;RASGEF1A
STK17B;CD80
SCN7A;HOXD4
CENPN;FAAP24
CELF6;FAAP24
AIFM3;UCP2
IGLV3-1;P2RY10
CYP2S1;CENPH
GLDN;RFC3
LINC01731;H2AC11
UCK2;RGS6
PSTPIP1;CENPH
SIGLEC9;MZT1
CHEK1;PDE2A
POLE2;HOXD4
BEGAIN;HOXD3
LOC102723654;LOC101929657
WFS1;DDIAS
MYL11;OLFML2B
CALHM6;SASH3
UBALD2;CDK2
KLK5;NKX6-1
PTCHD4;CLHC1
ITGA6;STARD13
LOC105369147;HOXD4
SCN7A;SLC12A5-AS1
STC2;SGO2
MYT1;FOLR1
HROB;TFDP1
MIR4477B;LIG1
DACT2;JAK3
PCLAF;MELK
MSC;GAPDH-DT
GGH;LINC01614
ZBP1;P2RY10
ANO1;MIMT1
TRIP13;MELK
APOL6;WDR62
PDE2A;BCAR3
EPHB2;LOC105372793
CDC45;TIFA
FMNL1;GATA5
LOC101928212;BCAR3
IRF7;KLHDC7B-DT
COL11A2;HOXD3
CCDC171;RASD2
APOC1;MSC-AS1
EXOC3L4;MIR675
ZNF683;NPL
OASL;DOK2
BUB1B;PIMREG
SLF1;E2F3
COLGALT1;ALYREF
RNASEH2A;C1GALT1
SALL4;ADAMTSL5
PTPN22;E2F3
USP41P;EOMES
RXFP2;OLFML2B
BRI3BP;WNT3
KIF20B;KLK3
SHMT1;KIF18A
TMPRSS3;CCNO
PLAUR;LOC102723996
SSC4D;BRCA1
PATL2;DOCK2
CAMK2N2;CLHC1
CDC20;DRD2
RANGAP1;HELLS
DEPDC1B;MZT1
DACT2;SLC12A5-AS1
CCNA2;LOC101929657
CTSB;PDE6G
KIFC2;CLHC1
CD38;EVI2B
MDH1B;ADAMTSL5
STON2;IFI44
NECTIN3;CEP15
TNFSF13B;RASD2
SLC2A1-DT;CELF6
CCL5;CHI3L2
LOC100506071;HOXD4
NRIP2;BATF
RAB11FIP4;ADAMTSL5
IL1B;ETV7
TICRR;CHAF1B
TMEM107;TRPV2
GPR22;PIMREG
RACGAP1;CTSW
HOXA10;MZT1
SOWAHB;SLC6A7
SCGB3A1;RFC3
HOXB5;RFC3
SFTPC;SLC12A5-AS1
CTSD;LOC101929657
GXYLT2;LOC102723996
OSBPL3;TIFA
BUB1B-PAK6;MMP1
SKA2;RFC3
SPHK1;SYTL3
TBC1D10C;P2RY10
IL2RG;CHI3L2
CDC25C;WDR62
CXCL9;EVI2B
FAM72B;MZT1
BCL2L11;CLRN1-AS1
HRC;HOXD3
PAFAH1B3;SBK1
MAST4;H2BC20P
CD300A;SLAMF8
FAM72C;TRAIP
C6;MKI67
MOCOS;APOBEC3G
MMP1;RFC3
PRDX6;SSC4D
FPR3;LOC284240
CIP2A;RFC3
CYYR1;CXCR4
LOC105370705;LOC101927344
TUBA1C;LOC105376161
LOC105374353;RAB7B
EPM2A;ZNF114
FBP1;TFDP1
DENND2D;P2RY10
FAM111B;PBK
CTSS;ETV7
SAP30;DDIAS
ABCD2;SLC12A5-AS1
HK2;GAPDH-DT
CDKN2C;GAPDH-DT
LRRC63;GLRA4
NDC80;LINC01426
HMGB3;JCHAIN
MEIS1-AS2;CCDC150
NEK2;GASK1B
PRR19;PTPN3
SEMA4D;P3H2-AS1
SOX11;LOC729683
GPR22;SLC12A5-AS1
HOXD3;IGFBPL1
TNFSF14;ETV7
SLC7A5;SLC7A1
MYT1;SLC12A5-AS1
KCNK13;CENPH
ARL6IP1;PILRA
LOC101927069;DBF4
PRLHR;H2BC20P
BRME1;NCF2
MT2A;MMP1
CD38;DENND2D
BCAR3;IGFBP4
UPP1;MZT1
LOC105375610;FAAP24
LINC00537;PAX6
AQP7;PTPN3
CDC45;DRD2
LILRB4;ETV7
ECT2;MZT1
FOXD2-AS1;COL27A1
SHCBP1;GASK1B
DAPP1;LINC01426
HSD11B1;COL27A1
PFKFB4;TFDP1
STEAP3;FHAD1-AS1
IL2RB;CHI3L2
FANCE;TREML1
XRCC2;COL27A1
ADORA2B;UBD
WNT2B;FAM247A
HMGB2;SYTL3
ARMC9;CLHC1
SIT1;P2RY10
BDNF;KLHDC7B-DT
BMAL2;MMP1
DTNB-AS1;MZT1
LOC105369147;CLHC1
BRIP1;SLC12A5-AS1
BCAN-AS1;JAK3
GRM2;C6orf141
CDKN2B-AS1;SYTL3
GPR176;EDIL3-DT
MCM10;MELK
CAMK2N2;RFC3
LAMB3;TRPV2
LOC729683;JAK3
CD6;SLAMF8
OSBPL3;DRD2
MSRB3-AS1;MZT1
AIG1;PIMREG
KBTBD8;C1GALT1
MSC;LOC102723996
LOC107986466;OLFML2B
ETV4;ALYREF
C21orf58;TIFA
CDK1;MKI67
GALNT18;LOC102723834
CYP2S1;DDIAS
PLEKHO1;APOBEC3A
ITGAX;CHI3L2
CHAC1;SLC7A1
LINC01615;ADCY5
LOC101928212;ZDHHC13
LGI3;OLFML2B
RAB11FIP2;LOC102723996
CPM;CXCR4
LINC01123;TREML1
GALNT9-AS1;LINC01016
G0S2;BATF
ZBP1;CHI3L2
LOC105373581;STIL
BDKRB1;GLRA4
FAM110D;STAC3
SLC16A3;UCK2
PGR;H2BC20P
ZSWIM4;SBK1
TAL1;LOC102723996
CCRL2;ASB5
UBE2C;MELK
STON2;E2F3
SIT1;NCF2
HLA-G;EIF4EBP1
TMEM156;CHI3L2
SDS;BCAR3
FAM83H;H2AX
GPRIN1;RGS6
CD58;PAX6
KCNJ15;ABCB5
STEAP1B;PTPN3
ESCO2;GASK1B
FAM247A;CXCR4
KYNU;LINC01016
RUNX2;MSC-AS1
ACYP1;MT1G
TBC1D10C;EOMES
MDH1B;SBK1
C10orf143;PBK
TMEM201;H2AX
GCHFR;LOC105375798
MIMT1;CLHC1
COL4A5;MIMT1
RPS6KA1;TRPV2
LPAR2;BATF
LOC105375027;COL27A1
TEX30;LINC01426
WWC3;MIMT1
SMCO3;GPR12
DEPDC1-AS1;MMP12
CXCL16;MIMT1
PITX1;CKS1B
MOCOS;HOXD4
ANKEF1;JAM2
ESCO2;MELK
KRT31;SPINK1
SKA2;PAX6
MREG;HELLS
OAS3;IFI44
FCGR3B;COL27A1
BOK;POC1A
HOXC6;JAK3
CRISP2;CD52
HLA-G;E2F3
MIR3198-2;TREML1
LOC105376161;IQGAP3
PCDH9;ADCY5
HOXC6;HOXC8
EMC3-AS1;SOX9
AKR1C2;HOXD4
TOP3A;PAX6
ADCY4;LOC102723996
DNMT1;LOC101929657
DNA2;C1GALT1
NUDT8;LOC102723996
TMEM107;BATF
IL2RG;ETV7
SRGAP2B;KLHDC7B-DT
GMNC;HOXD3
MAP4K1;P2RY10
ZFP2;MIMT1
SPN;EVI2B
RASGEF1A;HOXC8
MICB-DT;ALYREF
SH3BGRL3;BATF
PRKCD;LINC00472
PEG3;HOXD4
CHRNA7;IGFBP4
RTL3;JAM2
LOC102724682;UBD
FAM30C;WNT7B
SUGCT;BATF
CCND2;HOXC8
IRX3;HOXD4
CD58;PILRA
MIR4435-2HG;RFC3
CCDC15;HELLS
CBR3-AS1;MMP1
CKAP2;PAX6
USP18;FAM247D
FAM83D;ZNF114
MYL4;MIR675
B3GALT9;WDHD1
SLC20A1;MMP1
PTX3;CHAF1B
CD86;CENPH
TRPA1;PTPN3
NLRP9;CMTM5
CCDC18;LOC408186
RAB42;GASK1B
SLC43A3;SYTL3
KBTBD12;TNXB
FANCB;CD80
LINC01123;EOMES
STMN2;MMP1
PMAIP1;MIR155HG
APOBEC3H;CHI3L2
MYO1G;EOMES
PLEKHO1;EIF4EBP1
LOC105377043;SLC12A5-AS1
TIGD3;NUP210
SERINC2;PIMREG
TYMP;KLHDC7B-DT
PAQR4;HOXD3
SIGLEC12;ASB5
MIR147B;HOXC8
SPSB4;HOXD3
LOC101929707;C1orf74
LOC105375027;DRD2
CDHR2;ATP1A2
SLC2A12;SLC37A2
SBNO1-AS1;CEMIP2
SLC1A3;CD80
LINC02998;ASB5
APOL6;FAAP24
TMCC2;SBK1
TOP3A;MZT1
SLC26A9-AS1;DDIAS
FAM72B;APOBEC3A
TMEM163;MMP1
LOC107985034;MIMT1
ANKRD18A;SALL4
ORC1;EXOC3L4
GBP1P1;CHAF1B
MMP1;MKI67
LOC101928202;BCAR3
SCARNA5;MMP1
INSRR;TRPV2
PRC1-AS1;MKI67
CAMK2N2;SLC12A5-AS1
KNL1;GASK1B
TMEM156;DENND2D
LOC105374898;FAM247A
TMPO-AS1;PIMREG
FBP1;MZT1
STON1-GTF2A1L;LINC01426
MYL11;MMP1
FMNL1;P2RY10
LOC105370337;LINC01426
TNFRSF18;SYTL3
USHBP1;KLHDC7B-DT
PODNL1;JAK3
IGHM;CHI3L2
ADM2;E2F3
TRAF3IP3;IGKJ5
PRC1;CDCA8
FANCE;CD80
SLC1A3;MIMT1
PKMYT1;MMP1
CRNDE;IRX5
SIT1;SLAMF8
STEAP1B;SBK1
CRTAM;CHI3L2
CFAP69;SOX9
HJURP;CDCA8
LIG1;ETV7
RTKN2;LOC101929657
KCNMA1;MMP1
GBP5;UBD
CTHRC1;MMP1
KCNAB2;LOC102723834
IGF1;LINC01426
LINC02328;LOC105370047
LOC101928517;PILRA
SMCO2;MMP1
ITIH5;FAAP24
IDO1;CRYL1
CEP15;ZNF114
PHF19;GAPDH-DT
MCOLN2;CCL5
C19orf81;GAPDH-DT
TREM2;CD80
HIVEP3;TREML1
LINC01943;MSC-AS1
TMED11P;LOC107984131
ECEL1;MMP1
FHAD1;FAAP24
MATK;EOMES
INHBE;PILRA
CTLA4;SEL1L3
SIRPG;P2RY10
SLC7A7;LOC102723996
SFRP1;LOC101929657
LINC01106;WDR76
MTFP1;GAPDH-DT
RUNX3;EVI2B
GRIN2D;ASB5
IL22RA1;AGTR2
H3-7;RNF157
THBS4-AS1;LINC01426
ANKRD22;LIPM
SIGLEC10;BATF
CDC6;CDCA2
CA2;COL27A1
HIGD1B;MMP1
MDH1B;HOXD3
ITGA6-AS1;GAPDH-DT
TNXA;SLC12A5-AS1
SCN7A;HOXD3
PGGHG;LOC102723996
SOCS2;DDIAS
CXCL10;SIT1
SPAG4;CHI3L2
XRCC2;BCAR3
DCST1-AS1;PILRA
SPINT1;JAK3
PAQR4;IGFBPL1
CCR7;EVI2B
KRT71;POC1A
SLC26A4-AS1;WDR62
LINC02154;SLC6A7
ACTA1;PARVA
PHF24;HOXD3
PRKX;EDIL3-DT
ERCC6L;TREML1
TNIP3;CHI3L2
GMNN;CCDC150
KLHDC7B;P2RY10
FBP1;PAX6
MCUB;FAM247A
TIMP3;MMP1
PRRG4;APLP1
LOC101928658;CEP15
SIX1;CEP15
FAM72A;ADAMTSL5
PNPLA3;SERINC2
PRC1-AS1;CDCA8
CHRFAM7A;SBK1
FTCDNL1;UBD
FAM72A;APOBEC3A
LINC01152;EYA2-AS1
COL11A2;CD80
CBR3;MMP1
FBP1;STAC3
CRNDE;ISM2
FANCG;ACY3
MIOX;JAK3
SYT4;LOC107985513
PCOLCE;KLHDC7B-DT
SCGB3A1;SYTL3
CEP126;HMGCLL1
IGF2BP3;COL27A1
LOC107986466;MT1G
LRRC15;LOC102723996
DDX11-AS1;OLFML2B
GMNC;IGFBPL1
RMI1;PAX6
LOC100506071;CLHC1
DGCR11;FAM247A
HROB;CEP15
CXCR3;P2RY10
UHRF1;CDCA8
TRIP13;ETV7
FCGR3B;ETV7
ITGAL;CHI3L2
MEIS1-AS2;MIR3917
DLEU7;SYTL3
F2RL2;LINC01426
PLK4;PLEK
STARD13-AS;LINC00472
ENPP5;IGFBPL1
OIP5;HJURP
KIF14;BCAR3
THBS4-AS1;MMP1
DIAPH3;TEKT2
ABCG2;HOXD3
KIF14;DRD2
POLQ;ZGRF1
MOCOS;SLC12A5-AS1
KRT71;RFC3
IRX3;APOBEC3G
AURKB;MMP1
RAD18;LINC01426
TNXA;LINC01426
CHRFAM7A;LOC105377402
MAD2L2;MMP1
MAP4K1;EOMES
CDCA2;CCNB2
LYVE1;APOBEC3A
TBC1D10C;DENND2D
