interaction;name
SHANK1;HOXD3
TMEM51;SBK1
CAMK2N2;JAK3
SBK1;MSC-AS1
LINC02680;HELZ2
PLCH2;DENND2D
CD82;LINC01426
LOC105375172;LINC00944
SFRP1;H2BC20P
PLA2G7;EYA2-AS1
CDCA3;GPR12
PDE9A-AS1;HIGD1B
CCND2;APOBEC3A
ECT2;PAX6
CNIH2;LOC105372793
P2RY2;CASP1
GOLGA2P5;MAST1
STEAP1B;PIMREG
TFAP2A;CLHC1
CBX5;CDCA8
CRADD-AS1;LOC101928212
DSCAML1;CCDC150
GBP5;CHI3L2
NUAK2;TREML1
MGST1;FFAR4
TNFSF14;DENND2D
SLC2A6;MMP1
NFE2L3;BCL11B
ZNF367;ZNF114
CA3;LOC102723834
CDC45;POC1A
RDM1;PIMREG
CYYR1;FAM247A
DENND5B;LOC102723834
FANCE;CENPH
SLC26A9-AS1;CD80
KNL1;PIMREG
LOC100506274;ADCY5
JPT1;CEACAM16-AS1
PCDHAC1;ALYREF
NRN1;FAM247A
ITIH5;LOC102723834
SPIB;DENND2D
SAMSN1;MMP1
GPR84;TUBA1C
AK5;MMP1
GLB1L3;CDCA8
MAFB;MMP1
GFI1;POC1A
ADM2;APLP1
CYP2S1;SLAMF8
CYTIP;FAM247A
SALL4;MT1G
DEPDC1B;PAX6
SIRPG;UBD
TFAP2A;BCAR3
DENND2D;CHI3L2
TMEM156;IGKJ5
SLC27A2;ZGRF1
SRGAP2D;KLHDC7B-DT
CD38;UBD
HOXC9;RGS6
LOC105371737;P3H2-AS1
PLCH2;WDR62
E2F8;LINC01426
OSCAR;MIR155HG
FAM78A;LOC101928212
MATK;ETV7
WDR49;TREML1
LINC01731;STAC3
NFAM1;LOC107985259
MAST1;ADAMTSL5
LOC112268076;AKR1C3
HOXC11;PRR5L
PRAME;PMAIP1
SAMD5;H2BC20P
ACBD7;APLP1
CIP2A;APOBEC3A
UCP2;FMNL1-DT
FANCD2;LOC112268076
EIF4EBP1;APOBEC3A
DHDH;ADAMTSL5
TAF7L;CELSR3
SLC43A3;MMP1
CDKN2B-AS1;LOC102723996
F12;KLHDC7B-DT
PHF24;ADAMTSL5
NLRP2;BDNF
LOC107985492;FAM201A
GAREM2;GRIN2D
TFR2;BATF
DGCR11;CENPH
LOC107986951;MT1G
SIGLEC7;SASH3
LINC01914;MKI67
FOSL1;PAX6
MESP1;LOC105377402
ADAM8;ZNF114
CARD17P;LOC105377402
PXDNL;IGFBP5
EPSTI1;BBOX1-AS1
IGSF6;FAM187B
LOC105372296;IGFBPL1
MTTP;MCM8
SASH3;CHI3L2
LOC107986750;ITIH5
WWC1;CEP126
IL12RB1;P2RY10
RIBC2;LRRC55
C7;LINC01426
TMEM30B;CNIH2
TOP3A;KIF18A
OASL;CHAF1B
LINC01615;RFC3
IL7R;CD80
TRAF4;KLHDC7B-DT
ITGA6-AS1;PIMREG
BCL11B;UBD
CEP55;CDCA8
LOC105372863;MIMT1
CTSD;H2BC20P
PCDHAC2;MMP1
COL4A5;LOC102723834
H2AC13;LINC02998
THBS4;LINC01426
DCST1;GRM4
CD3E;UBD
PRKCG;TLR8-AS1
LOC105379362;TNXB
KLHDC7B;CHI3L2
LIPG;RASGEF1B
HOPX;LINC01426
CCNB2;CDCA8
PDCD1;DENND2D
E2F7;FAM72C
LOC105379504;LOC105375798
WFS1;H2BC20P
ATP6V0D1;MT1G
CYP4F2;LOC101929657
MDH1B;ABCB5
LOC100419170;HOXC8
CDKN2B-AS1;MMP1
LY75;MYB
BATF2;GTF2A1L
MIR3198-2;CD80
RAC2;CHI3L2
PTAFR;MTTP
CMTM1;MCTP2
FAM72B;RFC3
PLEK2;SMANTIS
LCMT1-AS2;GASK1B
CDKN3;LOC107985915
TMEM169;MT1G
KNL1;MELK
SAXO4;LOC105375798
TEDC2-AS1;SPTB
SEL1L2;LINC01426
LOC101927272;ZNF114
TNFSF9;LOC105377402
TMEM156;EVI2B
TESMIN;NCF2
BUB1B;APOBEC3A
LINC02328;LOC101929707
C6;CCDC150
SH2D1A;EVI2B
ALPK2;TMEM52B
LINC00539;CENPH
KCNS1;C21orf58
ECEL1;MT1G
LOC105369965;JAM2
LOC107985532;PILRA
LOC105377043;ST6GALNAC5
OTOA;STAC3
DARS2;GPR12
ZWINT;SGO1-AS1
CENPL;ZNF114
CPLX3;APOBEC3G
ATAD2;KLHDC7B-DT
TESMIN;LINC00472
LIMD2;PMFBP1
LGI3;LNCOC1
LOC107986951;CCDC150
KRT71;SPINK1
FBXO43;H2BC20P
TLCD3B;LINC01614
S100A9;TFAP2A-AS1
LOC107985915;AKR1C3
ARHGEF3;HMGCLL1
NEIL3;NUP210
CSAG3;SNORD160
KLK7;APOBEC3A
TEX14;TFDP1
COL10A1;GAPDH-DT
ENHO;GPR12
FLRT2-AS1;LINC02084
DLX5;KLHDC7B-DT
OTOAP1;MZT1
APOBEC3B;RFX8
TIMP3;LOC102723834
MYH15;MOCOS
TREML1;CENPH
OLR1;HOXC8
KLK5;APOBEC3A
GINS1;LOC100506071
GEN1;LOC102723834
NUAK2;FMNL1-DT
SIGLEC12;GATA5
ANKRD1;OASL
LOC408186;ZNF114
GLRA4;HOXC8
IL1RN;CHAF1B
ACBD7;SMC1B
ZFAND3-DT;CD3E
HOXB6;FAM247A
CMTM1;P2RY10
TMEM163;H2BC20P
PACERR;NUP210
KIFC1;CDCA8
SNORA10;FAM83H
THBS4;CD80
FANCG;MT1G
MYCL;GATA5
DUSP5P1;SMANTIS
FMO3;ZNF850
USP30-AS1;INHBA-AS1
CYP26B1;FMNL1-DT
GRM4;CNIH2
CD70;EVI2B
AGTR2;LINC01426
KIF4A;CDCA8
ITPK1;CXCR2P1
SLC12A8;VEPH1
ODAD1;PILRA
NOSTRIN;ZNF114
ANTXR2;TSHR
FAM187B;ALYREF
DENND2B-AS1;TFDP1
LOC102724943;IGKJ5
NOS2P3;RIPPLY3
CEP152;TRAT1
THBS4-AS1;CD80
PAX9;CD300LF
CEP85;FAM187B
LOC107986249;EPSTI1
RASEF;FAM27E3
LOC105372212;HOXD4
LOC107986675;NKX6-1
LOC105376369;WDR62
GPR171;POC1A
TREM1;CENPH
IL1R2;COL27A1
KCNK13;GATA5
OSM;ITGB2
ANKRD18A;FAM30C
C15orf48;RASGEF1A
INS-IGF2;MT1G
LILRA5;FAM247A
TRIM7-AS1;CD300LF
LUCAT1;LOC107986606
SMKR1;CHRM3
CXCR2P1;CHI3L2
H3C2;NUDT8
LOC102724765;TRAC
GIPR;CHI3L2
PPIAP46;DOP1B
MAP3K9-DT;SLC12A5-AS1
DPH3P1;PFKFB1
LINC01871;UBD
ADAMTS19;LOC102723834
LINC01123;MARVELD3
SOX11;TBX15
ESCO2;CDCA8
ZNF695;TAL1
AQP9;FAM27E3
LOC105374947;NCF2
ARHGAP11B;FHAD1-AS1
MKX;ZNF114
NDST3;ADAD2
GMNC;APOBEC3A
TRAC;CD80
USP30-AS1;CLDN1
BTBD16;HOXC8
AIM2;DGCR11
TFAP2A;DDIAS
LINC01426;MMP1
CENPI;HMGCLL1
DLX6;IGKJ5
PIM2;IGKJ5
ITGB2;FMNL1-DT
CD80;CENPH
LINC02608;CYP26B1
THEMIS;C1GALT1
SLITRK2;LGR5
HOXB9;CEACAM16-AS1
PLEKHN1;GCNT1
CLHC1;LOC102723834
TENT5C;ABCB5
RFPL1;JAK3
TRAT1;FAAP24
LIX1L-AS1;ADM2
LOC107986990;SOX9
RBL1;RIMBP3C
ZFHX4-AS1;HOXC9
CENPU;H2BC20P
EDIL3-DT;CD80
PGM5P4-AS1;RIBC2
PRSS21;IGKJ5
FAM30C;LHX2
ITGB4;KLHDC7B-DT
LINC01122;LGR5
LINC02724;PBX4
LILRA6;SH2D1A
ELAVL3;TUBB4B
KNTC1;LOC102723834
CKS2;MIR924HG
RTKN2;ABCB5
LRRIQ3;CCN6
PELATON;PDE2A
MKRN3;LOC107985436
FFAR4;TRPV2
RFX8;LOC105376161
ALPK2;LINC01426
ADAD2;KLHDC7B-DT
LINC02944;THRIL
FMNL1-AS1;SIT1
HOXC8;JAK3
LINC02340;SOX9
RIPPLY3;TPD52
FUT7;EOMES
ARHGEF16;TEKT2
LOC101929657;H2BC20P
HS3ST3A1;GPR12
TFDP1;PMFBP1
ADAM19;HOXC8
GNB1-DT;MCM8
UBE2L5;MIMT1
MTFR2;LINC02328
LMO1;LEFTY2
DUXAP10;MMP1
IGKJ5;SLAMF8
MIR9898;MASTL
HAPLN1;HNMT
H2BC20P;DDIAS
ZMAT3;TFCP2L1
RUNX3-AS1;CYTIP
MGST1;MIR4477A
CDKN2A;SUCNR1
ZNF687-AS1;ECM1
LOC107985034;HOXC8
NEURL3;IL21R-AS1
LOC105375690;LUCAT1
SBK1;LGR5
LOC101928007;LOC101928212
HAPLN1;LOC101927344
IGFBP5;FFAR4
LOC107985259;TENT5C
RIMBP3B;LOC105378305
MARCO;PRR19
XKR5;CCN6
TNFSF14;UBD
COL11A1;HOXC8
BANK1;MMP1
DEPDC1-AS1;LSP1
MT1H;IL36G
TEDC2;RIMBP3
HOOK1;LOC107985017
TNFSF14;LINC00942
RUNX3-AS1;IL12B
LINC01152;LOC107986432
AKR1B10;LOC105369315
LINC01551;LOC107986606
LINC00862;LOC101927687
IGF2BP1;AKR1B10
MYCL;OGFRP1
LOC107984763;RUNX2-AS1
LINC02541;FOXD3-AS1
LINC02195;LOC107985436
LOC105370924;LHX2
ZIC2;FAM201A
LINC02541;MTNR1B
MT1H;LOC105376041
LINC02257;LOC105376041
LOC105376041;LUCAT1
LOC101927687;ZIC2
LOC105370953;LOC107985436
CDC20B;MTNR1B
GS1-24F4.2;IL36G
KIF4B;IL37
