attr_name,DRAXIN,CDC20,KIF2C,DEPDC1,LPAR3,FAM72B,FAM72C,FAM72D,NUF2,FAM72A,EXO1,CENPA,NT5DC4,SPC25,HJURP,SGO1,SGO1-AS1,TACC3,LOC112268460,NCAPG,DEPDC1B,CCNB1,KIF4B,PTTG1,H2BC9,KIFC1,ULBP1,ANLN,CDCA2,PBK,CDKN2A,CDKN2B-AS1,FAM95C,ANKRD18A,LHX2,ZWINT,KIF11,E2F7,DIAPH3,CDKN3,ARHGAP11A,BUB1B,NUSAP1,CCNB2,PCLAF,CCNF,HASPIN,LRRC37A8P,RDM1,TOP2A,HOXB13,BIRC5,MIR924HG,SKA1,UHRF1,ASF1B,WDR62,MYBL2,CDC45,GTSE1
EXO1,0.06385885789714531,0.6675438059037331,0.6508887190909136,0.4560541465535996,0.2646342706881911,0.5068155520129487,0.40685910287422095,0.4979701103525611,0.4981081890915676,0.5737558527099691,1.0,0.7507535615962193,0.7095997707729884,0.7503210200611999,0.7367594896689932,0.5765769870752798,0.8493384209003856,0.7539041979902112,0.7155040013929298,0.5986487140815624,0.6385929681920721,0.7814792647324925,0.5787239875545591,0.8087998757425816,0.6717528900762826,0.6915125607339477,0.36080414221552604,0.37073743995278,0.682322732604816,0.40037011278257145,0.03918289030353092,0.08775565294109419,0.003602549476412427,0.010908707953577141,0.5291458306087818,0.4371111737484128,0.7407448645452697,0.3524940000401976,0.29961352959869925,0.4498413069758203,0.39376260336799856,0.47272734131484007,0.345951625995427,0.6372644882161232,0.6481856143949075,0.6764440354158214,0.45336163716105393,0.1944658577801767,0.4948700906736568,0.5826508633376037,0.4657529793601284,0.9286786819427261,0.4261581820703599,0.7451606299490384,0.6846226230111315,0.40620008078728703,0.4854521145861469,0.9396821446380652,0.8078484667435042,0.6317230805931248
CENPA,0.07010694962947218,0.6482320459148451,0.63044302332026,0.6847452892640566,0.16765991053438406,0.7124563985592549,0.6388686271334363,0.6845226481816754,0.5415813567029221,0.8006442099226958,0.7507535615962193,1.0,0.7848261736174402,0.7603759562749145,0.8149855758379746,0.7420633700337856,0.8261401595715361,0.7195077070852266,0.7071195530398277,0.7633377257180457,0.6697564744822069,0.7479668489800378,0.35526952900976166,0.5855431592861681,0.2881767895817661,0.5951878443046466,0.1935836922384049,0.5855751771029528,0.7836196871191706,0.49272939520400083,0.3979149706280259,0.41404359619018916,0.23092433496801584,0.04706086171435791,0.8075598701827448,0.5129903396332499,0.7972607108641804,0.5590408849224582,0.5874698139605639,0.6661454479491988,0.6834023852285606,0.7284835900425805,0.607194108942331,0.8506429976025277,0.7298183690858587,0.6867411985061544,0.4677094178072149,0.4878311445291713,0.5168984278930226,0.7560010302151289,0.4203994096099021,0.7429225477636009,0.5573598783325268,0.6864138468838199,0.7120379315183554,0.6941302668485654,0.6585783253559262,0.7059352387766288,0.7560185296457494,0.5827848377581152
NT5DC4,0.39014918754905703,0.772249245867931,0.688522095152204,0.6905755119034338,0.48138023512965766,0.5837626000320199,0.6087975278902393,0.6536228628064598,0.7066435705763509,0.6251847203205824,0.7095997707729884,0.7848261736174402,1.0,0.7478045509383455,0.8918159949431432,0.6554835777043667,0.8120244524388455,0.741348000115887,0.7383091210685363,0.7751221188822948,0.909401213195687,0.8193801234122793,0.6174117220544382,0.42443326865141007,0.2502361193903349,0.82724964720288,0.10135781822268836,0.6455149179412653,0.7050599686888414,0.503071784782436,0.4947941271641997,0.3995660461930342,0.24479035532561125,0.3324291250543395,0.7806337477823453,0.526047537582326,0.7751687558928588,0.4325533618788852,0.44139268121864417,0.49844687611954724,0.6176087814176282,0.7682742978164194,0.6149377690297451,0.6379455345270317,0.4768595678554831,0.6915250000910073,0.7473115451176292,0.36595408965337217,0.4384058153935779,0.7655843015971491,0.5675047547020972,0.6345126867943973,0.8208655545684472,0.6272091082026806,0.6892463387238694,0.48422553145967967,0.8026981148819576,0.6863483522945385,0.739981425459048,0.8069524732364246
SPC25,0.47633386291098173,0.6472028232018165,0.37168534354549826,0.4284153745027868,0.6548783846985623,0.5608596953456648,0.6127599523597793,0.6413473696571432,0.38210086080966427,0.6763496847890169,0.7503210200611999,0.7603759562749145,0.7478045509383455,1.0,0.8036147542612951,0.668362704407177,0.7797166494417632,0.8291587037753821,0.8233196534361725,0.7028495049725306,0.7548864332099949,0.7589079763874702,0.534295669486859,0.7059903391498057,0.4346353707710767,0.6821657035342256,0.2062280622980829,0.43842449969807584,0.6716181613806976,0.39363630424665835,0.4167531243975417,0.5114083768731789,0.4971358949461409,0.4716979959960439,0.7086934053102265,0.3665717683398085,0.6954134789519417,0.3148156228176046,0.46384070000193023,0.6026772195759393,0.6732012666041818,0.6470956393075976,0.699245859791879,0.7876513540975075,0.5445706311169211,0.8941059880410948,0.3695481971600185,0.4221713005745659,0.7312783249944012,0.7122730030261092,0.7344329308945365,0.8180544107911961,0.691187449454402,0.696332952318276,0.4631228589687834,0.6427319696181281,0.7217581668269254,0.7250955066505599,0.730522227722727,0.5008710926634514
HJURP,0.17630316414019298,0.7702008763834071,0.5866757961495437,0.628573403924103,0.37422314721700217,0.5434188780916034,0.6395087390951053,0.6605076340197662,0.643849921984991,0.6346004237962217,0.7367594896689932,0.8149855758379746,0.8918159949431432,0.8036147542612951,1.0,0.7305837340154213,0.8187207336415774,0.7870072293877962,0.7514956738314084,0.7889907641184455,0.6984610197328052,0.7268493082814315,0.4451774515940161,0.5538927385807413,0.2578023749027514,0.7681653942049379,0.09707211731666436,0.7906202803111091,0.7352960129090551,0.47733637299981674,0.4171193784807782,0.5152351306106502,0.3387200414966378,0.19869395925060757,0.819484717746256,0.40641709206196386,0.7096176434624548,0.3876181409023486,0.6427614240247782,0.5740145896182832,0.7929856752162543,0.7165111146584249,0.6299986920521244,0.7189080836321337,0.4780598229353652,0.7924029657470077,0.6657460672746408,0.5743780625325645,0.5546090025241444,0.8532192898066793,0.41024591926619447,0.663685319724075,0.6546109609095773,0.7418099365519903,0.5193813860145796,0.6322408772305708,0.867668901864665,0.7537099560907764,0.6760400431414563,0.6901613729044702
SGO1,0.18624847888491464,0.6310137797774358,0.5853959508506014,0.5874371193721454,0.11815022969356205,0.7175673003311805,0.8934600978211436,0.7947889288823701,0.6280353421334068,0.8472627730607175,0.5765769870752798,0.7420633700337856,0.6554835777043667,0.668362704407177,0.7305837340154213,1.0,0.8729826629011251,0.8181258939707631,0.8186755880001064,0.8290502703556343,0.5736608528895192,0.7562952888813983,0.5728116588628115,0.5666459617595966,0.20233775337324544,0.6268864698943848,0.10596394685576466,0.5679559537390904,0.6358301467543701,0.45993444474856265,0.4787093478133389,0.6816322384987925,0.41541575546194465,0.15213874443174802,0.6783884207878873,0.49349645205879306,0.754036046022899,0.5449418078675647,0.8473361553995586,0.8686317755685888,0.8461689023787695,0.8394874734036013,0.825423016764057,0.8627141025048256,0.627112056207304,0.7477258756362731,0.41026925656249824,0.30463583817611833,0.6400893187701561,0.7298657418617884,0.1965166662741773,0.5238615082616838,0.5056410411182223,0.6646224779791439,0.5448152441687026,0.8429233176458026,0.8308811483989754,0.6378591024063784,0.4509919147354043,0.6479464533775505
SGO1-AS1,0.1475190010326652,0.6937394116070501,0.7218128363663079,0.5854840473631759,0.24692677693978307,0.6887820874530687,0.7129506800003472,0.706315908049468,0.6292843131101903,0.7950279891571198,0.8493384209003856,0.8261401595715361,0.8120244524388455,0.7797166494417632,0.8187207336415774,0.8729826629011251,1.0,0.8123838914287735,0.8072180824269833,0.7748966606346326,0.7561770286136741,0.8443273500187558,0.6591534697970175,0.6417444060126508,0.3732936747330506,0.7470840174053128,0.28843851612205984,0.48880981938269485,0.7377862215676384,0.423170914230998,0.27847620039892207,0.3871043466100353,0.20009531888305465,0.08985219325612821,0.6944607672095903,0.5676675074142662,0.8539661241131885,0.4999030852948359,0.5974831200082197,0.6855017999067156,0.6530185488498274,0.7615893691294908,0.651044572286646,0.8521385251412987,0.7285571419842295,0.7478069923789963,0.46477209799387753,0.21720598817794826,0.5506906285813093,0.7046375427087574,0.4622953999993546,0.7581507765370643,0.611512248820058,0.7352055663428555,0.7541445613053366,0.6630293457728986,0.7373999432287547,0.855292825539041,0.794068155028517,0.7324899918722928
TACC3,0.42748943138090223,0.8251002668590399,0.6031589223083226,0.6177034536660465,0.41680948559372294,0.6538723954147005,0.7558463900393707,0.7652678780553761,0.6690358407492606,0.7251227274692869,0.7539041979902112,0.7195077070852266,0.741348000115887,0.8291587037753821,0.7870072293877962,0.8181258939707631,0.8123838914287735,1.0,0.9924673299845325,0.8613917593669422,0.6827034354322534,0.9059742092418505,0.7317768430488161,0.7784722018636859,0.5169640949424651,0.837545177958395,0.20364784430976646,0.6027652809636675,0.6841610846386527,0.5676073483742163,0.3656633783909586,0.5176175505555312,0.3638004907010646,0.33799855293489317,0.7255995196771148,0.48268865091592567,0.8163678991874763,0.44748363950637654,0.6055445711465932,0.7370383384469237,0.7597860575462896,0.761235334885796,0.7333457031136716,0.6832497371019056,0.5299966831020331,0.8920953098596428,0.5347537088201474,0.40948699436481845,0.67101116438644,0.7800044447940628,0.38348958123402815,0.7728841611862047,0.5514692071469941,0.8042493975182771,0.5243685997023207,0.6353710826983395,0.8151459906581577,0.7527421927186635,0.482665896548976,0.7487538886640619
LOC112268460,0.47673119518958856,0.8091274393155623,0.5986823972249438,0.6152616127757341,0.44383372363070345,0.6609679023567304,0.7559385503993513,0.761983561482477,0.6566907883102948,0.7299003799954126,0.7155040013929298,0.7071195530398277,0.7383091210685363,0.8233196534361725,0.7514956738314084,0.8186755880001064,0.8072180824269833,0.9924673299845325,1.0,0.856401653068148,0.7095931718826975,0.9092396978578293,0.7576035590165633,0.7309894103377046,0.4807768592271694,0.8391040559019217,0.22015399665101773,0.5638901772538025,0.6646122814250741,0.5454750868555938,0.3755897356544351,0.5081190737834232,0.36577430623975027,0.36842691500326363,0.725487277686162,0.5025071072541473,0.8297021598921862,0.4443124354347777,0.5764839471441083,0.7265232495010518,0.7388948349050468,0.7762632418049409,0.7470990985845586,0.6789381716953187,0.5259147339366472,0.8788645828369718,0.5030862099201073,0.39191203140612796,0.6365178090984565,0.7512937608652706,0.4281022325491795,0.7501158804605842,0.5831627645644412,0.7830442020740751,0.5401077417860528,0.618722320535164,0.8149895573027012,0.7171390349775311,0.4817528573990299,0.744153522007213
NCAPG,0.3906539135496963,0.8808748236400917,0.7628711626961987,0.8864105912450422,0.3549937316540507,0.867962454023773,0.8892291737482632,0.9528388912316709,0.8832006860314102,0.8502977825732975,0.5986487140815624,0.7633377257180457,0.7751221188822948,0.7028495049725306,0.7889907641184455,0.8290502703556343,0.7748966606346326,0.8613917593669422,0.856401653068148,1.0,0.7334443464495033,0.9068284674978809,0.5753156758866325,0.5622193778257684,0.17379784733196202,0.8647637120946137,0.0778585448554865,0.808009366896984,0.8723020904042069,0.8088472362467521,0.47961749926468905,0.6109574328189208,0.38067311866875836,0.30122958095188607,0.8949387645268213,0.7542925355106794,0.8769248814356004,0.7279804337327869,0.6443975984273822,0.8055507751826947,0.83582955013962,0.954558826494199,0.8411594990708329,0.6499496724619258,0.6712864298276867,0.8445822929209864,0.6586952496679248,0.5359267447141423,0.6878184924347309,0.9448589486403738,0.22546383227310218,0.5520537722888978,0.5588419851250347,0.8299217806205627,0.6576240055685376,0.7532054480598741,0.8465310660233847,0.5208693224990419,0.4558007628879521,0.8449519873999606
DEPDC1B,0.6081088204654543,0.7157988846561655,0.6587823181026289,0.6524522213628565,0.6428067854205033,0.6593705917430708,0.5922809526737801,0.6799787236231288,0.6452294126435326,0.6517958132415091,0.6385929681920721,0.6697564744822069,0.909401213195687,0.7548864332099949,0.6984610197328052,0.5736608528895192,0.7561770286136741,0.6827034354322534,0.7095931718826975,0.7334443464495033,1.0,0.8497750845733323,0.6695081951866001,0.3865632295443118,0.23206313059724026,0.8078801857681159,0.11816196706022569,0.4319737227236856,0.7058771661987758,0.5237504173191957,0.4464663334971445,0.33096161062308765,0.2750514429219712,0.5032494069640904,0.7093176427166089,0.6617009468389122,0.7936813110353986,0.49169305321718754,0.2507515296563585,0.4887636664255825,0.4722688609070376,0.7734755152592545,0.6561955289047469,0.5791886175617206,0.5601993768713325,0.6871417528146251,0.5926490918958282,0.20630276673169617,0.47268162632829575,0.6606099252441768,0.7213267668267278,0.6115670714804113,0.8153770652045799,0.5760695693313583,0.7457194585421208,0.44343723316858175,0.6853457186921783,0.5652838602769927,0.7434909304238906,0.7686315646081578
CCNB1,0.458510514022336,0.8599155057393439,0.7973156219352884,0.777068399583997,0.4235894785643695,0.8115865193440774,0.7546932688416665,0.847426967247041,0.8120634397345959,0.7963028704981436,0.7814792647324925,0.7479668489800378,0.8193801234122793,0.7589079763874702,0.7268493082814315,0.7562952888813983,0.8443273500187558,0.9059742092418505,0.9092396978578293,0.9068284674978809,0.8497750845733323,1.0,0.7663113964694294,0.6741944759239215,0.4610271157923812,0.9044727068615287,0.1894257189983266,0.5793072303653625,0.8197508529777855,0.7149108768833132,0.33138693042738904,0.37236247544638923,0.21365082649400627,0.30981201222547994,0.7657211315652724,0.7405870283396213,0.9342034642837228,0.6368323135342583,0.436205345170186,0.703800797608579,0.6224441288501434,0.8482399513148287,0.7080534675193619,0.6292172934725717,0.7016971226466142,0.8101847819351125,0.629715668954579,0.293068466187695,0.6153606120265812,0.8025858892712664,0.42367000740381994,0.7538689100832774,0.5987064497833027,0.8064475536751132,0.783127737467585,0.5721436468476573,0.7216494640946954,0.6923046341451171,0.6100908687110389,0.8765750769398296
KIF4B,0.5325430495302225,0.5193862123703493,0.47480255747287275,0.3618754431433933,0.44429050707155143,0.3492476648849591,0.4913040655660872,0.4643849835129114,0.5716269433432075,0.38206205558096523,0.5787239875545591,0.35526952900976166,0.6174117220544382,0.534295669486859,0.4451774515940161,0.5728116588628115,0.6591534697970175,0.7317768430488161,0.7576035590165633,0.5753156758866325,0.6695081951866001,0.7663113964694294,1.0,0.4171612779777071,0.5351820401194388,0.7647974702637879,0.07550054850446247,0.20911445770314055,0.3053303101457272,0.25903447350041714,0.30928320947761406,0.2384089612269886,0.10813861187107447,0.35582022731518653,0.3943591031967383,0.3398485992264697,0.605582573127958,0.11543977315788856,0.20983710297930594,0.3400303070122784,0.32245488689509494,0.5562951501570401,0.44844947540330143,0.3631970107814474,0.2215942825395149,0.507149390412417,0.4588910018371631,-0.006054055345169007,0.4000683858485773,0.42379537777487936,0.4022395902867119,0.5091774952307174,0.6715631001321213,0.4878849060892411,0.4585832978473232,0.20398285943343486,0.5442287446903915,0.5973999427765297,0.42781286641528105,0.727370181065367
PTTG1,0.18665647384694828,0.6594840536223125,0.468381192536281,0.3574854174640788,0.2601465274785398,0.5068921055148544,0.48897709142714746,0.5250569159051671,0.3582753937508425,0.5774920649119326,0.8087998757425816,0.5855431592861681,0.42443326865141007,0.7059903391498057,0.5538927385807413,0.5666459617595966,0.6417444060126508,0.7784722018636859,0.7309894103377046,0.5622193778257684,0.3865632295443118,0.6741944759239215,0.4171612779777071,1.0,0.6298089588862441,0.5079530920922534,0.4089089180371316,0.29076343928349563,0.5929557716780398,0.5013986083659193,0.11746437742483709,0.3095338049313186,0.24958469947055348,0.1844693279815199,0.3718261783827285,0.334396061182616,0.5688524636771052,0.41248572041041254,0.410307244813987,0.6401203161379748,0.4763412416096747,0.4034204885368375,0.4783799424100658,0.5795079023098009,0.5811255631578587,0.7811785536335477,0.24199303210078793,0.1775221670555752,0.6949078860125555,0.5127113787459933,0.27896614708812995,0.8417193091901384,0.14188137084130184,0.7081591204107885,0.37665968631441743,0.5648495323482835,0.4366964131932155,0.7501464459556563,0.4180093422619292,0.4451822734014271
