"category","subcategory","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"Environmental Information Processing","Signal transduction","hsa04310","Wnt signaling pathway","3/9","174/8865",0.000572286394862867,0.0457829115890294,0.0391564375432488,"5582/8549/5881",3
