"interaction","name","selected","shared interaction","shared name"
"interacts with","BUB1 (interacts with) BRIP1","false","interacts with","BUB1 (interacts with) BRIP1"
"interacts with","BUB1 (interacts with) TACC3","false","interacts with","BUB1 (interacts with) TACC3"
"interacts with","BUB1 (interacts with) CIT","false","interacts with","BUB1 (interacts with) CIT"
"interacts with","BUB1 (interacts with) KIF11","false","interacts with","BUB1 (interacts with) KIF11"
"interacts with","BUB1 (interacts with) SPSB4","false","interacts with","BUB1 (interacts with) SPSB4"
"interacts with","BUB1 (interacts with) SHANK1","false","interacts with","BUB1 (interacts with) SHANK1"
"interacts with","BUB1 (interacts with) GINS1","false","interacts with","BUB1 (interacts with) GINS1"
"interacts with","BUB1 (interacts with) PBK","false","interacts with","BUB1 (interacts with) PBK"
"interacts with","BUB1 (interacts with) GAS2L3","false","interacts with","BUB1 (interacts with) GAS2L3"
"interacts with","BUB1 (interacts with) NCAPG2","false","interacts with","BUB1 (interacts with) NCAPG2"
"interacts with","BUB1 (interacts with) H3C2","false","interacts with","BUB1 (interacts with) H3C2"
"interacts with","BUB1 (interacts with) SGO2","false","interacts with","BUB1 (interacts with) SGO2"
"interacts with","BUB1 (interacts with) KIF4B","false","interacts with","BUB1 (interacts with) KIF4B"
"interacts with","BUB1 (interacts with) CNIH2","false","interacts with","BUB1 (interacts with) CNIH2"
"interacts with","BUB1 (interacts with) CDKN3","false","interacts with","BUB1 (interacts with) CDKN3"
"interacts with","BUB1 (interacts with) RECQL4","false","interacts with","BUB1 (interacts with) RECQL4"
"interacts with","BUB1 (interacts with) AKR1C3","false","interacts with","BUB1 (interacts with) AKR1C3"
"interacts with","BUB1 (interacts with) ZWINT","false","interacts with","BUB1 (interacts with) ZWINT"
"interacts with","BUB1 (interacts with) E2F7","false","interacts with","BUB1 (interacts with) E2F7"
"interacts with","BUB1 (interacts with) ATAD2","false","interacts with","BUB1 (interacts with) ATAD2"
"interacts with","BUB1 (interacts with) FAM72B","false","interacts with","BUB1 (interacts with) FAM72B"
"interacts with","BUB1 (interacts with) NUF2","false","interacts with","BUB1 (interacts with) NUF2"
"interacts with","BUB1 (interacts with) MYBL2","false","interacts with","BUB1 (interacts with) MYBL2"
"interacts with","BUB1 (interacts with) KIF18B","false","interacts with","BUB1 (interacts with) KIF18B"
"interacts with","BUB1 (interacts with) MTFR2","false","interacts with","BUB1 (interacts with) MTFR2"
"interacts with","BUB1 (interacts with) SGO1-AS1","false","interacts with","BUB1 (interacts with) SGO1-AS1"
"interacts with","BUB1 (interacts with) BIRC5","false","interacts with","BUB1 (interacts with) BIRC5"
"interacts with","BUB1 (interacts with) HMMR","false","interacts with","BUB1 (interacts with) HMMR"
"interacts with","BUB1 (interacts with) CDC20","false","interacts with","BUB1 (interacts with) CDC20"
"interacts with","BUB1 (interacts with) PIMREG","false","interacts with","BUB1 (interacts with) PIMREG"
"interacts with","BUB1 (interacts with) SKA1","false","interacts with","BUB1 (interacts with) SKA1"
"interacts with","BUB1 (interacts with) TEDC2","false","interacts with","BUB1 (interacts with) TEDC2"
"interacts with","BUB1 (interacts with) ASF1B","false","interacts with","BUB1 (interacts with) ASF1B"
"interacts with","BUB1 (interacts with) PLK1","false","interacts with","BUB1 (interacts with) PLK1"
"interacts with","BUB1 (interacts with) CEP55","false","interacts with","BUB1 (interacts with) CEP55"
"interacts with","BUB1 (interacts with) MELK","false","interacts with","BUB1 (interacts with) MELK"
"interacts with","BUB1 (interacts with) PTTG1","false","interacts with","BUB1 (interacts with) PTTG1"
"interacts with","BUB1 (interacts with) NSD2","false","interacts with","BUB1 (interacts with) NSD2"
"interacts with","BUB1 (interacts with) SGO1","false","interacts with","BUB1 (interacts with) SGO1"
"interacts with","BUB1 (interacts with) TPX2","false","interacts with","BUB1 (interacts with) TPX2"
"interacts with","BUB1 (interacts with) HOXD13","false","interacts with","BUB1 (interacts with) HOXD13"
"interacts with","BUB1 (interacts with) PIF1","false","interacts with","BUB1 (interacts with) PIF1"
"interacts with","BUB1 (interacts with) NEIL3","false","interacts with","BUB1 (interacts with) NEIL3"
"interacts with","BUB1 (interacts with) MIR924HG","false","interacts with","BUB1 (interacts with) MIR924HG"
"interacts with","BUB1 (interacts with) HROB","false","interacts with","BUB1 (interacts with) HROB"
"interacts with","BUB1 (interacts with) BUB1B","false","interacts with","BUB1 (interacts with) BUB1B"
"interacts with","BUB1 (interacts with) LOC107985017","false","interacts with","BUB1 (interacts with) LOC107985017"
"interacts with","BUB1 (interacts with) ESCO2","false","interacts with","BUB1 (interacts with) ESCO2"
"interacts with","BUB1 (interacts with) SPAG5","false","interacts with","BUB1 (interacts with) SPAG5"
"interacts with","BUB1 (interacts with) E2F8","false","interacts with","BUB1 (interacts with) E2F8"
"interacts with","BUB1 (interacts with) UBE2C","false","interacts with","BUB1 (interacts with) UBE2C"
"interacts with","BUB1 (interacts with) ASPM","false","interacts with","BUB1 (interacts with) ASPM"
"interacts with","BUB1 (interacts with) H3C3","false","interacts with","BUB1 (interacts with) H3C3"
"interacts with","BUB1 (interacts with) ANLN","false","interacts with","BUB1 (interacts with) ANLN"
"interacts with","BUB1 (interacts with) TTK","false","interacts with","BUB1 (interacts with) TTK"
"interacts with","BUB1 (interacts with) ARHGAP11A","false","interacts with","BUB1 (interacts with) ARHGAP11A"
"interacts with","BUB1 (interacts with) DTL","false","interacts with","BUB1 (interacts with) DTL"
"interacts with","BUB1 (interacts with) CDC25A","false","interacts with","BUB1 (interacts with) CDC25A"
"interacts with","BUB1 (interacts with) MCM4","false","interacts with","BUB1 (interacts with) MCM4"
"interacts with","BUB1 (interacts with) NCAPG","false","interacts with","BUB1 (interacts with) NCAPG"
"interacts with","BUB1 (interacts with) ECT2","false","interacts with","BUB1 (interacts with) ECT2"
"interacts with","BUB1 (interacts with) KIFC1","false","interacts with","BUB1 (interacts with) KIFC1"
"interacts with","BUB1 (interacts with) TRIM59","false","interacts with","BUB1 (interacts with) TRIM59"
"interacts with","BUB1 (interacts with) WDR76","false","interacts with","BUB1 (interacts with) WDR76"
"interacts with","BUB1 (interacts with) TCF19","false","interacts with","BUB1 (interacts with) TCF19"
"interacts with","BUB1 (interacts with) NUSAP1","false","interacts with","BUB1 (interacts with) NUSAP1"
"interacts with","BUB1 (interacts with) PNPLA3","false","interacts with","BUB1 (interacts with) PNPLA3"
"interacts with","BUB1 (interacts with) KIF15","false","interacts with","BUB1 (interacts with) KIF15"
"interacts with","BUB1 (interacts with) SKA3","false","interacts with","BUB1 (interacts with) SKA3"
"interacts with","BUB1 (interacts with) CDCA2","false","interacts with","BUB1 (interacts with) CDCA2"
"interacts with","BUB1 (interacts with) CCNB1","false","interacts with","BUB1 (interacts with) CCNB1"
"interacts with","BUB1 (interacts with) EZH2","false","interacts with","BUB1 (interacts with) EZH2"
"interacts with","BUB1 (interacts with) RAD51AP1","false","interacts with","BUB1 (interacts with) RAD51AP1"
"interacts with","BUB1 (interacts with) PAQR4","false","interacts with","BUB1 (interacts with) PAQR4"
"interacts with","BUB1 (interacts with) CDCA8","false","interacts with","BUB1 (interacts with) CDCA8"
"interacts with","BUB1 (interacts with) CDC45","false","interacts with","BUB1 (interacts with) CDC45"
"interacts with","BUB1 (interacts with) KIF2C","false","interacts with","BUB1 (interacts with) KIF2C"
"interacts with","BUB1 (interacts with) SHCBP1","false","interacts with","BUB1 (interacts with) SHCBP1"
"interacts with","BUB1 (interacts with) HAS2-AS1","false","interacts with","BUB1 (interacts with) HAS2-AS1"
"interacts with","BUB1 (interacts with) ARHGAP11B","false","interacts with","BUB1 (interacts with) ARHGAP11B"
"interacts with","BUB1 (interacts with) HOPX","false","interacts with","BUB1 (interacts with) HOPX"
"interacts with","BUB1 (interacts with) CKAP2L","false","interacts with","BUB1 (interacts with) CKAP2L"
"interacts with","BUB1 (interacts with) CDK1","false","interacts with","BUB1 (interacts with) CDK1"
"interacts with","BUB1 (interacts with) HMGB2","false","interacts with","BUB1 (interacts with) HMGB2"
"interacts with","BUB1 (interacts with) CENPH","false","interacts with","BUB1 (interacts with) CENPH"
"interacts with","BUB1 (interacts with) MCM10","false","interacts with","BUB1 (interacts with) MCM10"
"interacts with","BUB1 (interacts with) CRADD-AS1","false","interacts with","BUB1 (interacts with) CRADD-AS1"
"interacts with","BUB1 (interacts with) RAD51","false","interacts with","BUB1 (interacts with) RAD51"
"interacts with","BUB1 (interacts with) CENPK","false","interacts with","BUB1 (interacts with) CENPK"
"interacts with","BUB1 (interacts with) MAD2L1","false","interacts with","BUB1 (interacts with) MAD2L1"
"interacts with","BUB1 (interacts with) PRC1-AS1","false","interacts with","BUB1 (interacts with) PRC1-AS1"
"interacts with","BUB1 (interacts with) ESPL1","false","interacts with","BUB1 (interacts with) ESPL1"
"interacts with","BUB1 (interacts with) WDR62","false","interacts with","BUB1 (interacts with) WDR62"
"interacts with","BUB1 (interacts with) SOCS2-AS1","false","interacts with","BUB1 (interacts with) SOCS2-AS1"
"interacts with","BUB1 (interacts with) CDC25C","false","interacts with","BUB1 (interacts with) CDC25C"
"interacts with","BUB1 (interacts with) MND1","false","interacts with","BUB1 (interacts with) MND1"
"interacts with","LOC112268460 (interacts with) SKA1","false","interacts with","LOC112268460 (interacts with) SKA1"
"interacts with","LOC112268460 (interacts with) HROB","false","interacts with","LOC112268460 (interacts with) HROB"
"interacts with","STC2 (interacts with) INS-IGF2","false","interacts with","STC2 (interacts with) INS-IGF2"
"interacts with","STC2 (interacts with) WSCD2","false","interacts with","STC2 (interacts with) WSCD2"
"interacts with","STC2 (interacts with) CXCR4","false","interacts with","STC2 (interacts with) CXCR4"
"interacts with","STC2 (interacts with) SALL4","false","interacts with","STC2 (interacts with) SALL4"
"interacts with","STC2 (interacts with) IRS4","false","interacts with","STC2 (interacts with) IRS4"
"interacts with","STC2 (interacts with) FOXD1","false","interacts with","STC2 (interacts with) FOXD1"
"interacts with","STC2 (interacts with) KY","false","interacts with","STC2 (interacts with) KY"
"interacts with","STC2 (interacts with) LOC107984886","false","interacts with","STC2 (interacts with) LOC107984886"
"interacts with","STC2 (interacts with) MIR210HG","false","interacts with","STC2 (interacts with) MIR210HG"
"interacts with","STC2 (interacts with) PEG3","false","interacts with","STC2 (interacts with) PEG3"
"interacts with","STC2 (interacts with) FOXL1","false","interacts with","STC2 (interacts with) FOXL1"
"interacts with","STC2 (interacts with) E2F7","false","interacts with","STC2 (interacts with) E2F7"
"interacts with","STC2 (interacts with) IGF2","false","interacts with","STC2 (interacts with) IGF2"
"interacts with","STC2 (interacts with) TFR2","false","interacts with","STC2 (interacts with) TFR2"
"interacts with","STC2 (interacts with) HOXD13","false","interacts with","STC2 (interacts with) HOXD13"
"interacts with","STC2 (interacts with) ULBP2","false","interacts with","STC2 (interacts with) ULBP2"
"interacts with","STC2 (interacts with) HRC","false","interacts with","STC2 (interacts with) HRC"
"interacts with","STC2 (interacts with) LOC107985017","false","interacts with","STC2 (interacts with) LOC107985017"
"interacts with","STC2 (interacts with) JAKMIP3","false","interacts with","STC2 (interacts with) JAKMIP3"
"interacts with","STC2 (interacts with) ECT2","false","interacts with","STC2 (interacts with) ECT2"
"interacts with","STC2 (interacts with) ADORA2B","false","interacts with","STC2 (interacts with) ADORA2B"
"interacts with","STC2 (interacts with) KIF2C","false","interacts with","STC2 (interacts with) KIF2C"
"interacts with","STC2 (interacts with) PIMREG","false","interacts with","STC2 (interacts with) PIMREG"
"interacts with","STC2 (interacts with) IGF2BP3","false","interacts with","STC2 (interacts with) IGF2BP3"
"interacts with","STC2 (interacts with) NT5DC4","false","interacts with","STC2 (interacts with) NT5DC4"
"interacts with","STC2 (interacts with) ATP6V0D2","false","interacts with","STC2 (interacts with) ATP6V0D2"
"interacts with","STC2 (interacts with) SRL","false","interacts with","STC2 (interacts with) SRL"
"interacts with","STC2 (interacts with) DLGAP5","false","interacts with","STC2 (interacts with) DLGAP5"
"interacts with","STC2 (interacts with) PHF24","false","interacts with","STC2 (interacts with) PHF24"
"interacts with","STC2 (interacts with) CDC25A","false","interacts with","STC2 (interacts with) CDC25A"
"interacts with","STC2 (interacts with) FLRT2-AS1","false","interacts with","STC2 (interacts with) FLRT2-AS1"
"interacts with","STIL (interacts with) LOC100506253","false","interacts with","STIL (interacts with) LOC100506253"
"interacts with","STIL (interacts with) LOC102723714","false","interacts with","STIL (interacts with) LOC102723714"
"interacts with","STIL (interacts with) SKA1","false","interacts with","STIL (interacts with) SKA1"
"interacts with","STIL (interacts with) WDR62","false","interacts with","STIL (interacts with) WDR62"
"interacts with","STIL (interacts with) CDC25C","false","interacts with","STIL (interacts with) CDC25C"
"interacts with","STIL (interacts with) CLSPN","false","interacts with","STIL (interacts with) CLSPN"
"interacts with","STIL (interacts with) CEP55","false","interacts with","STIL (interacts with) CEP55"
"interacts with","STIL (interacts with) NSD2","false","interacts with","STIL (interacts with) NSD2"
"interacts with","STIL (interacts with) SACS-AS1","false","interacts with","STIL (interacts with) SACS-AS1"
"interacts with","STIL (interacts with) POLQ","false","interacts with","STIL (interacts with) POLQ"
"interacts with","STIL (interacts with) GRM4","false","interacts with","STIL (interacts with) GRM4"
"interacts with","STIL (interacts with) GATA5","false","interacts with","STIL (interacts with) GATA5"
"interacts with","STIL (interacts with) BUB1B","false","interacts with","STIL (interacts with) BUB1B"
"interacts with","STIL (interacts with) CKS2","false","interacts with","STIL (interacts with) CKS2"
"interacts with","STIL (interacts with) KNL1","false","interacts with","STIL (interacts with) KNL1"
"interacts with","STIL (interacts with) TROAP","false","interacts with","STIL (interacts with) TROAP"
"interacts with","STIL (interacts with) SYT4","false","interacts with","STIL (interacts with) SYT4"
"interacts with","STIL (interacts with) ZNF367","false","interacts with","STIL (interacts with) ZNF367"
"interacts with","STIL (interacts with) FAM72D","false","interacts with","STIL (interacts with) FAM72D"
"interacts with","STIL (interacts with) MCM2","false","interacts with","STIL (interacts with) MCM2"
"interacts with","STIL (interacts with) ARHGAP11B","false","interacts with","STIL (interacts with) ARHGAP11B"
"interacts with","STIL (interacts with) DEPDC1","false","interacts with","STIL (interacts with) DEPDC1"
"interacts with","STIL (interacts with) HMGB2","false","interacts with","STIL (interacts with) HMGB2"
"interacts with","STIL (interacts with) PGR","false","interacts with","STIL (interacts with) PGR"
"interacts with","STIL (interacts with) DIAPH3","false","interacts with","STIL (interacts with) DIAPH3"
"interacts with","STIL (interacts with) PRC1-AS1","false","interacts with","STIL (interacts with) PRC1-AS1"
"interacts with","STIL (interacts with) ESPL1","false","interacts with","STIL (interacts with) ESPL1"
"interacts with","STIL (interacts with) MND1","false","interacts with","STIL (interacts with) MND1"
"interacts with","STIL (interacts with) FANCD2","false","interacts with","STIL (interacts with) FANCD2"
"interacts with","STIL (interacts with) FAM83D","false","interacts with","STIL (interacts with) FAM83D"
"interacts with","STIL (interacts with) E2F2","false","interacts with","STIL (interacts with) E2F2"
"interacts with","STIL (interacts with) IL37","false","interacts with","STIL (interacts with) IL37"
"interacts with","STIL (interacts with) LOC100288637","false","interacts with","STIL (interacts with) LOC100288637"
"interacts with","STIL (interacts with) TRIP13","false","interacts with","STIL (interacts with) TRIP13"
"interacts with","STIL (interacts with) FOXE3","false","interacts with","STIL (interacts with) FOXE3"
"interacts with","STIL (interacts with) LHX2","false","interacts with","STIL (interacts with) LHX2"
"interacts with","STIL (interacts with) CENPE","false","interacts with","STIL (interacts with) CENPE"
"interacts with","STIL (interacts with) PRC1","false","interacts with","STIL (interacts with) PRC1"
"interacts with","STIL (interacts with) PEG3","false","interacts with","STIL (interacts with) PEG3"
"interacts with","STIL (interacts with) CCND2","false","interacts with","STIL (interacts with) CCND2"
"interacts with","STIL (interacts with) BRIP1","false","interacts with","STIL (interacts with) BRIP1"
"interacts with","STIL (interacts with) FAM111B","false","interacts with","STIL (interacts with) FAM111B"
"interacts with","STIL (interacts with) PBK","false","interacts with","STIL (interacts with) PBK"
"interacts with","STIL (interacts with) NCAPG2","false","interacts with","STIL (interacts with) NCAPG2"
"interacts with","STIL (interacts with) SGO2","false","interacts with","STIL (interacts with) SGO2"
"interacts with","STIL (interacts with) ZWINT","false","interacts with","STIL (interacts with) ZWINT"
"interacts with","STIL (interacts with) E2F7","false","interacts with","STIL (interacts with) E2F7"
"interacts with","STIL (interacts with) FAM72B","false","interacts with","STIL (interacts with) FAM72B"
"interacts with","STIL (interacts with) KIF14","false","interacts with","STIL (interacts with) KIF14"
"interacts with","STIL (interacts with) DEPDC1-AS1","false","interacts with","STIL (interacts with) DEPDC1-AS1"
"interacts with","STIL (interacts with) PKMYT1","false","interacts with","STIL (interacts with) PKMYT1"
"interacts with","STIL (interacts with) LOC105378523","false","interacts with","STIL (interacts with) LOC105378523"
"interacts with","STIL (interacts with) ADGRL2","false","interacts with","STIL (interacts with) ADGRL2"
"interacts with","STIL (interacts with) KCNMB2","false","interacts with","STIL (interacts with) KCNMB2"
"interacts with","STIL (interacts with) HMMR","false","interacts with","STIL (interacts with) HMMR"
"interacts with","STIL (interacts with) TBX18","false","interacts with","STIL (interacts with) TBX18"
"interacts with","STIL (interacts with) ASF1B","false","interacts with","STIL (interacts with) ASF1B"
"interacts with","STIL (interacts with) KIF20A","false","interacts with","STIL (interacts with) KIF20A"
"interacts with","STIL (interacts with) TPX2","false","interacts with","STIL (interacts with) TPX2"
"interacts with","STIL (interacts with) EP300-AS1","false","interacts with","STIL (interacts with) EP300-AS1"
"interacts with","STIL (interacts with) NEIL3","false","interacts with","STIL (interacts with) NEIL3"
"interacts with","STIL (interacts with) E2F8","false","interacts with","STIL (interacts with) E2F8"
"interacts with","STIL (interacts with) ASPM","false","interacts with","STIL (interacts with) ASPM"
"interacts with","STIL (interacts with) ANLN","false","interacts with","STIL (interacts with) ANLN"
"interacts with","STIL (interacts with) LINC01238","false","interacts with","STIL (interacts with) LINC01238"
"interacts with","STIL (interacts with) ARHGAP11A","false","interacts with","STIL (interacts with) ARHGAP11A"
"interacts with","STIL (interacts with) CIT","false","interacts with","STIL (interacts with) CIT"
"interacts with","STIL (interacts with) NCAPG","false","interacts with","STIL (interacts with) NCAPG"
"interacts with","STIL (interacts with) WDR76","false","interacts with","STIL (interacts with) WDR76"
"interacts with","STIL (interacts with) TCF19","false","interacts with","STIL (interacts with) TCF19"
"interacts with","STIL (interacts with) NUSAP1","false","interacts with","STIL (interacts with) NUSAP1"
"interacts with","STIL (interacts with) SKA3","false","interacts with","STIL (interacts with) SKA3"
"interacts with","STIL (interacts with) CDCA2","false","interacts with","STIL (interacts with) CDCA2"
"interacts with","STIL (interacts with) PAQR4","false","interacts with","STIL (interacts with) PAQR4"
"interacts with","STIL (interacts with) CDKN3","false","interacts with","STIL (interacts with) CDKN3"
"interacts with","STIL (interacts with) CDCA8","false","interacts with","STIL (interacts with) CDCA8"
"interacts with","STIL (interacts with) IQGAP3","false","interacts with","STIL (interacts with) IQGAP3"
"interacts with","STIL (interacts with) SHCBP1","false","interacts with","STIL (interacts with) SHCBP1"
"interacts with","STIL (interacts with) MYBL1","false","interacts with","STIL (interacts with) MYBL1"
"interacts with","STIL (interacts with) ATAD2","false","interacts with","STIL (interacts with) ATAD2"
"interacts with","STIL (interacts with) NUF2","false","interacts with","STIL (interacts with) NUF2"
"interacts with","STIL (interacts with) LOC105372115","false","interacts with","STIL (interacts with) LOC105372115"
"interacts with","STIL (interacts with) CKAP2L","false","interacts with","STIL (interacts with) CKAP2L"
"interacts with","STIL (interacts with) KIF18B","false","interacts with","STIL (interacts with) KIF18B"
"interacts with","STIL (interacts with) CDK1","false","interacts with","STIL (interacts with) CDK1"
"interacts with","STIL (interacts with) CENPK","false","interacts with","STIL (interacts with) CENPK"
"interacts with","STIL (interacts with) CDC20","false","interacts with","STIL (interacts with) CDC20"
"interacts with","HROB (interacts with) NEK2","false","interacts with","HROB (interacts with) NEK2"
"interacts with","HROB (interacts with) ORC1","false","interacts with","HROB (interacts with) ORC1"
"interacts with","HROB (interacts with) E2F2","false","interacts with","HROB (interacts with) E2F2"
"interacts with","HROB (interacts with) IRX5","false","interacts with","HROB (interacts with) IRX5"
"interacts with","HROB (interacts with) TRIP13","false","interacts with","HROB (interacts with) TRIP13"
"interacts with","HROB (interacts with) LOC102723305","false","interacts with","HROB (interacts with) LOC102723305"
"interacts with","HROB (interacts with) CCNF","false","interacts with","HROB (interacts with) CCNF"
"interacts with","HROB (interacts with) LHX2","false","interacts with","HROB (interacts with) LHX2"
"interacts with","HROB (interacts with) CENPE","false","interacts with","HROB (interacts with) CENPE"
"interacts with","HROB (interacts with) PRC1","false","interacts with","HROB (interacts with) PRC1"
"interacts with","HROB (interacts with) TK1","false","interacts with","HROB (interacts with) TK1"
"interacts with","HROB (interacts with) CENPM","false","interacts with","HROB (interacts with) CENPM"
"interacts with","HROB (interacts with) CENPI","false","interacts with","HROB (interacts with) CENPI"
"interacts with","HROB (interacts with) UHRF1","false","interacts with","HROB (interacts with) UHRF1"
"interacts with","HROB (interacts with) PEG3","false","interacts with","HROB (interacts with) PEG3"
"interacts with","HROB (interacts with) H2AC16","false","interacts with","HROB (interacts with) H2AC16"
"interacts with","HROB (interacts with) DSCAML1","false","interacts with","HROB (interacts with) DSCAML1"
"interacts with","HROB (interacts with) TACC3","false","interacts with","HROB (interacts with) TACC3"
"interacts with","HROB (interacts with) KIF11","false","interacts with","HROB (interacts with) KIF11"
"interacts with","HROB (interacts with) SPSB4","false","interacts with","HROB (interacts with) SPSB4"
"interacts with","HROB (interacts with) SHANK1","false","interacts with","HROB (interacts with) SHANK1"
"interacts with","HROB (interacts with) LIPG","false","interacts with","HROB (interacts with) LIPG"
"interacts with","HROB (interacts with) GINS1","false","interacts with","HROB (interacts with) GINS1"
"interacts with","HROB (interacts with) NCAPG2","false","interacts with","HROB (interacts with) NCAPG2"
"interacts with","HROB (interacts with) RECQL4","false","interacts with","HROB (interacts with) RECQL4"
"interacts with","HROB (interacts with) ZWINT","false","interacts with","HROB (interacts with) ZWINT"
"interacts with","HROB (interacts with) PKMYT1","false","interacts with","HROB (interacts with) PKMYT1"
"interacts with","HROB (interacts with) MYBL2","false","interacts with","HROB (interacts with) MYBL2"
"interacts with","HROB (interacts with) KIF18B","false","interacts with","HROB (interacts with) KIF18B"
"interacts with","HROB (interacts with) MTFR2","false","interacts with","HROB (interacts with) MTFR2"
"interacts with","HROB (interacts with) SGO1-AS1","false","interacts with","HROB (interacts with) SGO1-AS1"
"interacts with","HROB (interacts with) BIRC5","false","interacts with","HROB (interacts with) BIRC5"
"interacts with","HROB (interacts with) CDC20","false","interacts with","HROB (interacts with) CDC20"
"interacts with","HROB (interacts with) SKA1","false","interacts with","HROB (interacts with) SKA1"
"interacts with","HROB (interacts with) PEG3-AS1","false","interacts with","HROB (interacts with) PEG3-AS1"
"interacts with","HROB (interacts with) CEP55","false","interacts with","HROB (interacts with) CEP55"
"interacts with","HROB (interacts with) MELK","false","interacts with","HROB (interacts with) MELK"
"interacts with","HROB (interacts with) PTTG1","false","interacts with","HROB (interacts with) PTTG1"
"interacts with","HROB (interacts with) NSD2","false","interacts with","HROB (interacts with) NSD2"
"interacts with","HROB (interacts with) LOC105371793","false","interacts with","HROB (interacts with) LOC105371793"
"interacts with","HROB (interacts with) SGO1","false","interacts with","HROB (interacts with) SGO1"
"interacts with","HROB (interacts with) TPX2","false","interacts with","HROB (interacts with) TPX2"
"interacts with","HROB (interacts with) PIF1","false","interacts with","HROB (interacts with) PIF1"
"interacts with","HROB (interacts with) RAC3","false","interacts with","HROB (interacts with) RAC3"
"interacts with","HROB (interacts with) ESCO2","false","interacts with","HROB (interacts with) ESCO2"
"interacts with","HROB (interacts with) SPAG5","false","interacts with","HROB (interacts with) SPAG5"
"interacts with","HROB (interacts with) UBE2C","false","interacts with","HROB (interacts with) UBE2C"
"interacts with","HROB (interacts with) H3C3","false","interacts with","HROB (interacts with) H3C3"
"interacts with","HROB (interacts with) TTK","false","interacts with","HROB (interacts with) TTK"
"interacts with","HROB (interacts with) DTL","false","interacts with","HROB (interacts with) DTL"
"interacts with","HROB (interacts with) CDC25A","false","interacts with","HROB (interacts with) CDC25A"
"interacts with","HROB (interacts with) MCM4","false","interacts with","HROB (interacts with) MCM4"
"interacts with","HROB (interacts with) KIFC1","false","interacts with","HROB (interacts with) KIFC1"
"interacts with","HROB (interacts with) TCF19","false","interacts with","HROB (interacts with) TCF19"
"interacts with","HROB (interacts with) SKA3","false","interacts with","HROB (interacts with) SKA3"
"interacts with","HROB (interacts with) CDCA2","false","interacts with","HROB (interacts with) CDCA2"
"interacts with","HROB (interacts with) EZH2","false","interacts with","HROB (interacts with) EZH2"
"interacts with","HROB (interacts with) CDC45","false","interacts with","HROB (interacts with) CDC45"
"interacts with","HROB (interacts with) KIF2C","false","interacts with","HROB (interacts with) KIF2C"
"interacts with","HROB (interacts with) SHCBP1","false","interacts with","HROB (interacts with) SHCBP1"
"interacts with","HROB (interacts with) LOC105372115","false","interacts with","HROB (interacts with) LOC105372115"
"interacts with","HROB (interacts with) CKAP2L","false","interacts with","HROB (interacts with) CKAP2L"
"interacts with","HROB (interacts with) CDK1","false","interacts with","HROB (interacts with) CDK1"
"interacts with","HROB (interacts with) CENPH","false","interacts with","HROB (interacts with) CENPH"
"interacts with","HROB (interacts with) MCM10","false","interacts with","HROB (interacts with) MCM10"
"interacts with","HROB (interacts with) PGR","false","interacts with","HROB (interacts with) PGR"
"interacts with","HROB (interacts with) RAD51","false","interacts with","HROB (interacts with) RAD51"
"interacts with","HROB (interacts with) MAD2L1","false","interacts with","HROB (interacts with) MAD2L1"
"interacts with","HROB (interacts with) PRC1-AS1","false","interacts with","HROB (interacts with) PRC1-AS1"
"interacts with","HROB (interacts with) ESPL1","false","interacts with","HROB (interacts with) ESPL1"
"interacts with","HROB (interacts with) CDC25C","false","interacts with","HROB (interacts with) CDC25C"
"interacts with","HROB (interacts with) MND1","false","interacts with","HROB (interacts with) MND1"
"interacts with","HROB (interacts with) FAM72A","false","interacts with","HROB (interacts with) FAM72A"
"interacts with","HROB (interacts with) CCDC150","false","interacts with","HROB (interacts with) CCDC150"
"interacts with","HROB (interacts with) CLSPN","false","interacts with","HROB (interacts with) CLSPN"
"interacts with","HROB (interacts with) H2AX","false","interacts with","HROB (interacts with) H2AX"
"interacts with","HROB (interacts with) PLK1","false","interacts with","HROB (interacts with) PLK1"
"interacts with","HROB (interacts with) DLGAP5","false","interacts with","HROB (interacts with) DLGAP5"
"interacts with","HROB (interacts with) HJURP","false","interacts with","HROB (interacts with) HJURP"
"interacts with","HROB (interacts with) CENPA","false","interacts with","HROB (interacts with) CENPA"
"interacts with","HROB (interacts with) ADAMTSL5","false","interacts with","HROB (interacts with) ADAMTSL5"
"interacts with","HROB (interacts with) ERCC6L","false","interacts with","HROB (interacts with) ERCC6L"
"interacts with","HROB (interacts with) E2F1","false","interacts with","HROB (interacts with) E2F1"
"interacts with","HROB (interacts with) SPC24","false","interacts with","HROB (interacts with) SPC24"
"interacts with","HROB (interacts with) BLM","false","interacts with","HROB (interacts with) BLM"
"interacts with","HROB (interacts with) CDCA5","false","interacts with","HROB (interacts with) CDCA5"
"interacts with","HROB (interacts with) RRM2","false","interacts with","HROB (interacts with) RRM2"
"interacts with","HROB (interacts with) KIF18A","false","interacts with","HROB (interacts with) KIF18A"
"interacts with","HROB (interacts with) EXO1","false","interacts with","HROB (interacts with) EXO1"
"interacts with","HROB (interacts with) CENPF","false","interacts with","HROB (interacts with) CENPF"
"interacts with","HROB (interacts with) AURKA","false","interacts with","HROB (interacts with) AURKA"
"interacts with","HROB (interacts with) TICRR","false","interacts with","HROB (interacts with) TICRR"
"interacts with","HROB (interacts with) CCNB1","false","interacts with","HROB (interacts with) CCNB1"
