"interaction","name","selected","shared interaction","shared name"
"interacts with","BIRC3 (interacts with) CXCR3","false","interacts with","BIRC3 (interacts with) CXCR3"
"interacts with","BIRC3 (interacts with) MT2A","false","interacts with","BIRC3 (interacts with) MT2A"
"interacts with","BIRC3 (interacts with) ANKRD22","false","interacts with","BIRC3 (interacts with) ANKRD22"
"interacts with","BIRC3 (interacts with) PLEKHN1","false","interacts with","BIRC3 (interacts with) PLEKHN1"
"interacts with","BIRC3 (interacts with) STXBP2","false","interacts with","BIRC3 (interacts with) STXBP2"
"interacts with","BIRC3 (interacts with) TNFRSF9","false","interacts with","BIRC3 (interacts with) TNFRSF9"
"interacts with","BIRC3 (interacts with) LINC01857","false","interacts with","BIRC3 (interacts with) LINC01857"
"interacts with","BIRC3 (interacts with) BATF","false","interacts with","BIRC3 (interacts with) BATF"
"interacts with","BIRC3 (interacts with) LINC01871","false","interacts with","BIRC3 (interacts with) LINC01871"
"interacts with","BIRC3 (interacts with) C15orf48","false","interacts with","BIRC3 (interacts with) C15orf48"
"interacts with","BIRC3 (interacts with) TMEM52B","false","interacts with","BIRC3 (interacts with) TMEM52B"
"interacts with","BIRC3 (interacts with) SP140","false","interacts with","BIRC3 (interacts with) SP140"
"interacts with","BIRC3 (interacts with) LAIR2","false","interacts with","BIRC3 (interacts with) LAIR2"
"interacts with","BIRC3 (interacts with) KLHDC7B-DT","false","interacts with","BIRC3 (interacts with) KLHDC7B-DT"
"interacts with","BIRC3 (interacts with) LILRB4","false","interacts with","BIRC3 (interacts with) LILRB4"
"interacts with","BIRC3 (interacts with) SIGLEC10","false","interacts with","BIRC3 (interacts with) SIGLEC10"
"interacts with","BIRC3 (interacts with) SLC1A3","false","interacts with","BIRC3 (interacts with) SLC1A3"
"interacts with","BIRC3 (interacts with) KLHDC7B","false","interacts with","BIRC3 (interacts with) KLHDC7B"
"interacts with","BIRC3 (interacts with) CCR7","false","interacts with","BIRC3 (interacts with) CCR7"
"interacts with","BIRC3 (interacts with) UBD","false","interacts with","BIRC3 (interacts with) UBD"
"interacts with","BIRC3 (interacts with) GZMA","false","interacts with","BIRC3 (interacts with) GZMA"
"interacts with","BIRC3 (interacts with) APOC2","false","interacts with","BIRC3 (interacts with) APOC2"
"interacts with","BIRC3 (interacts with) OLR1","false","interacts with","BIRC3 (interacts with) OLR1"
"interacts with","BIRC3 (interacts with) IL21R","false","interacts with","BIRC3 (interacts with) IL21R"
"interacts with","BIRC3 (interacts with) ETV7","false","interacts with","BIRC3 (interacts with) ETV7"
"interacts with","BIRC3 (interacts with) RASGEF1A","false","interacts with","BIRC3 (interacts with) RASGEF1A"
"interacts with","BIRC3 (interacts with) ADAMDEC1","false","interacts with","BIRC3 (interacts with) ADAMDEC1"
"interacts with","BIRC3 (interacts with) CXCL9","false","interacts with","BIRC3 (interacts with) CXCL9"
"interacts with","BIRC3 (interacts with) CD38","false","interacts with","BIRC3 (interacts with) CD38"
"interacts with","BIRC3 (interacts with) GPR84","false","interacts with","BIRC3 (interacts with) GPR84"
"interacts with","BIRC3 (interacts with) MCOLN2","false","interacts with","BIRC3 (interacts with) MCOLN2"
"interacts with","BIRC3 (interacts with) TREM2","false","interacts with","BIRC3 (interacts with) TREM2"
"interacts with","BIRC3 (interacts with) SLAMF8","false","interacts with","BIRC3 (interacts with) SLAMF8"
"interacts with","BIRC3 (interacts with) FBP1","false","interacts with","BIRC3 (interacts with) FBP1"
"interacts with","BIRC3 (interacts with) TFEC","false","interacts with","BIRC3 (interacts with) TFEC"
"interacts with","BIRC3 (interacts with) SERPINA1","false","interacts with","BIRC3 (interacts with) SERPINA1"
"interacts with","BIRC3 (interacts with) LIPM","false","interacts with","BIRC3 (interacts with) LIPM"
"interacts with","BIRC3 (interacts with) APOC1","false","interacts with","BIRC3 (interacts with) APOC1"
"interacts with","BIRC3 (interacts with) SIRPG","false","interacts with","BIRC3 (interacts with) SIRPG"
"interacts with","BIRC3 (interacts with) TYMP","false","interacts with","BIRC3 (interacts with) TYMP"
"interacts with","BIRC3 (interacts with) TRAC","false","interacts with","BIRC3 (interacts with) TRAC"
"interacts with","BIRC3 (interacts with) CD96","false","interacts with","BIRC3 (interacts with) CD96"
"interacts with","BIRC3 (interacts with) AIM2","false","interacts with","BIRC3 (interacts with) AIM2"
"interacts with","BIRC3 (interacts with) DAPP1","false","interacts with","BIRC3 (interacts with) DAPP1"
"interacts with","BIRC3 (interacts with) PLA2G7","false","interacts with","BIRC3 (interacts with) PLA2G7"
"interacts with","BIRC3 (interacts with) ZBED2","false","interacts with","BIRC3 (interacts with) ZBED2"
"interacts with","BIRC3 (interacts with) CALHM6","false","interacts with","BIRC3 (interacts with) CALHM6"
"interacts with","BIRC3 (interacts with) LINC01943","false","interacts with","BIRC3 (interacts with) LINC01943"
"interacts with","BIRC3 (interacts with) IFI30","false","interacts with","BIRC3 (interacts with) IFI30"
"interacts with","BIRC3 (interacts with) BCL2A1","false","interacts with","BIRC3 (interacts with) BCL2A1"
"interacts with","BIRC3 (interacts with) IL7R","false","interacts with","BIRC3 (interacts with) IL7R"
"interacts with","BIRC3 (interacts with) IL21R-AS1","false","interacts with","BIRC3 (interacts with) IL21R-AS1"
"interacts with","BIRC3 (interacts with) IL18","false","interacts with","BIRC3 (interacts with) IL18"
"interacts with","BIRC3 (interacts with) TNFSF13B","false","interacts with","BIRC3 (interacts with) TNFSF13B"
"interacts with","BIRC3 (interacts with) APOC4-APOC2","false","interacts with","BIRC3 (interacts with) APOC4-APOC2"
"interacts with","BIRC3 (interacts with) NEURL3","false","interacts with","BIRC3 (interacts with) NEURL3"
"interacts with","BIRC3 (interacts with) CXCR6","false","interacts with","BIRC3 (interacts with) CXCR6"
"interacts with","BIRC3 (interacts with) PDCD1","false","interacts with","BIRC3 (interacts with) PDCD1"
"interacts with","BIRC3 (interacts with) LOC100419170","false","interacts with","BIRC3 (interacts with) LOC100419170"
"interacts with","BIRC3 (interacts with) MIR147B","false","interacts with","BIRC3 (interacts with) MIR147B"
"interacts with","BIRC3 (interacts with) CXCL10","false","interacts with","BIRC3 (interacts with) CXCL10"
"interacts with","BIRC3 (interacts with) RGS1","false","interacts with","BIRC3 (interacts with) RGS1"
"interacts with","BIRC3 (interacts with) ZBP1","false","interacts with","BIRC3 (interacts with) ZBP1"
"interacts with","CD80 (interacts with) LINC01943","false","interacts with","CD80 (interacts with) LINC01943"
"interacts with","CD80 (interacts with) TRAT1","false","interacts with","CD80 (interacts with) TRAT1"
"interacts with","SKA1 (interacts with) NUF2","false","interacts with","SKA1 (interacts with) NUF2"
"interacts with","SKA1 (interacts with) PKMYT1","false","interacts with","SKA1 (interacts with) PKMYT1"
"interacts with","SKA1 (interacts with) MYBL2","false","interacts with","SKA1 (interacts with) MYBL2"
"interacts with","SKA1 (interacts with) KIF18B","false","interacts with","SKA1 (interacts with) KIF18B"
"interacts with","SKA1 (interacts with) SGO1-AS1","false","interacts with","SKA1 (interacts with) SGO1-AS1"
"interacts with","SKA1 (interacts with) BIRC5","false","interacts with","SKA1 (interacts with) BIRC5"
"interacts with","SKA1 (interacts with) HMMR","false","interacts with","SKA1 (interacts with) HMMR"
"interacts with","SKA1 (interacts with) PLK4","false","interacts with","SKA1 (interacts with) PLK4"
"interacts with","SKA1 (interacts with) TBX18","false","interacts with","SKA1 (interacts with) TBX18"
"interacts with","SKA1 (interacts with) TEDC2","false","interacts with","SKA1 (interacts with) TEDC2"
"interacts with","SKA1 (interacts with) ASF1B","false","interacts with","SKA1 (interacts with) ASF1B"
"interacts with","SKA1 (interacts with) CEP55","false","interacts with","SKA1 (interacts with) CEP55"
"interacts with","SKA1 (interacts with) MELK","false","interacts with","SKA1 (interacts with) MELK"
"interacts with","SKA1 (interacts with) PTTG1","false","interacts with","SKA1 (interacts with) PTTG1"
"interacts with","SKA1 (interacts with) NSD2","false","interacts with","SKA1 (interacts with) NSD2"
"interacts with","SKA1 (interacts with) TPX2","false","interacts with","SKA1 (interacts with) TPX2"
"interacts with","SKA1 (interacts with) NEIL3","false","interacts with","SKA1 (interacts with) NEIL3"
"interacts with","SKA1 (interacts with) RAC3","false","interacts with","SKA1 (interacts with) RAC3"
"interacts with","SKA1 (interacts with) ESCO2","false","interacts with","SKA1 (interacts with) ESCO2"
"interacts with","SKA1 (interacts with) SPAG5","false","interacts with","SKA1 (interacts with) SPAG5"
"interacts with","SKA1 (interacts with) UBE2C","false","interacts with","SKA1 (interacts with) UBE2C"
"interacts with","SKA1 (interacts with) ASPM","false","interacts with","SKA1 (interacts with) ASPM"
"interacts with","SKA1 (interacts with) ANLN","false","interacts with","SKA1 (interacts with) ANLN"
"interacts with","SKA1 (interacts with) TTK","false","interacts with","SKA1 (interacts with) TTK"
"interacts with","SKA1 (interacts with) ARHGAP11A","false","interacts with","SKA1 (interacts with) ARHGAP11A"
"interacts with","SKA1 (interacts with) DTL","false","interacts with","SKA1 (interacts with) DTL"
"interacts with","SKA1 (interacts with) MCM4","false","interacts with","SKA1 (interacts with) MCM4"
"interacts with","SKA1 (interacts with) NCAPG","false","interacts with","SKA1 (interacts with) NCAPG"
"interacts with","SKA1 (interacts with) KIFC1","false","interacts with","SKA1 (interacts with) KIFC1"
"interacts with","SKA1 (interacts with) TCF19","false","interacts with","SKA1 (interacts with) TCF19"
"interacts with","SKA1 (interacts with) SKA3","false","interacts with","SKA1 (interacts with) SKA3"
"interacts with","SKA1 (interacts with) CDCA2","false","interacts with","SKA1 (interacts with) CDCA2"
"interacts with","SKA1 (interacts with) EZH2","false","interacts with","SKA1 (interacts with) EZH2"
"interacts with","SKA1 (interacts with) PAQR4","false","interacts with","SKA1 (interacts with) PAQR4"
"interacts with","SKA1 (interacts with) CDCA8","false","interacts with","SKA1 (interacts with) CDCA8"
"interacts with","SKA1 (interacts with) CDC45","false","interacts with","SKA1 (interacts with) CDC45"
"interacts with","SKA1 (interacts with) KIF2C","false","interacts with","SKA1 (interacts with) KIF2C"
"interacts with","SKA1 (interacts with) SHCBP1","false","interacts with","SKA1 (interacts with) SHCBP1"
"interacts with","SKA1 (interacts with) ATAD2","false","interacts with","SKA1 (interacts with) ATAD2"
"interacts with","SKA1 (interacts with) LOC105372115","false","interacts with","SKA1 (interacts with) LOC105372115"
"interacts with","SKA1 (interacts with) CKAP2L","false","interacts with","SKA1 (interacts with) CKAP2L"
"interacts with","SKA1 (interacts with) CDK1","false","interacts with","SKA1 (interacts with) CDK1"
"interacts with","SKA1 (interacts with) HMGB2","false","interacts with","SKA1 (interacts with) HMGB2"
"interacts with","SKA1 (interacts with) CENPH","false","interacts with","SKA1 (interacts with) CENPH"
"interacts with","SKA1 (interacts with) MCM10","false","interacts with","SKA1 (interacts with) MCM10"
"interacts with","SKA1 (interacts with) CDC20","false","interacts with","SKA1 (interacts with) CDC20"
"interacts with","SKA1 (interacts with) PRC1-AS1","false","interacts with","SKA1 (interacts with) PRC1-AS1"
"interacts with","SKA1 (interacts with) ESPL1","false","interacts with","SKA1 (interacts with) ESPL1"
"interacts with","SKA1 (interacts with) WDR62","false","interacts with","SKA1 (interacts with) WDR62"
"interacts with","SKA1 (interacts with) CDC25C","false","interacts with","SKA1 (interacts with) CDC25C"
"interacts with","SKA1 (interacts with) PLK1","false","interacts with","SKA1 (interacts with) PLK1"
"interacts with","SKA1 (interacts with) DLGAP5","false","interacts with","SKA1 (interacts with) DLGAP5"
"interacts with","SKA1 (interacts with) POLQ","false","interacts with","SKA1 (interacts with) POLQ"
"interacts with","SKA1 (interacts with) HJURP","false","interacts with","SKA1 (interacts with) HJURP"
"interacts with","SKA1 (interacts with) ERCC6L","false","interacts with","SKA1 (interacts with) ERCC6L"
"interacts with","SKA1 (interacts with) E2F1","false","interacts with","SKA1 (interacts with) E2F1"
"interacts with","SKA1 (interacts with) SPC24","false","interacts with","SKA1 (interacts with) SPC24"
"interacts with","SKA1 (interacts with) IGF1","false","interacts with","SKA1 (interacts with) IGF1"
"interacts with","SKA1 (interacts with) BLM","false","interacts with","SKA1 (interacts with) BLM"
"interacts with","SKA1 (interacts with) KNL1","false","interacts with","SKA1 (interacts with) KNL1"
"interacts with","SKA1 (interacts with) RAB7B","false","interacts with","SKA1 (interacts with) RAB7B"
"interacts with","SKA1 (interacts with) TROAP","false","interacts with","SKA1 (interacts with) TROAP"
"interacts with","SKA1 (interacts with) KIF18A","false","interacts with","SKA1 (interacts with) KIF18A"
"interacts with","SKA1 (interacts with) EXO1","false","interacts with","SKA1 (interacts with) EXO1"
"interacts with","SKA1 (interacts with) CENPF","false","interacts with","SKA1 (interacts with) CENPF"
"interacts with","SKA1 (interacts with) RACGAP1","false","interacts with","SKA1 (interacts with) RACGAP1"
"interacts with","SKA1 (interacts with) AURKA","false","interacts with","SKA1 (interacts with) AURKA"
"interacts with","SKA1 (interacts with) FBXO43","false","interacts with","SKA1 (interacts with) FBXO43"
"interacts with","SKA1 (interacts with) TICRR","false","interacts with","SKA1 (interacts with) TICRR"
"interacts with","SKA1 (interacts with) CCNB1","false","interacts with","SKA1 (interacts with) CCNB1"
"interacts with","SKA1 (interacts with) NCAPH","false","interacts with","SKA1 (interacts with) NCAPH"
"interacts with","SKA1 (interacts with) FAM72D","false","interacts with","SKA1 (interacts with) FAM72D"
"interacts with","SKA1 (interacts with) XRCC2","false","interacts with","SKA1 (interacts with) XRCC2"
"interacts with","SKA1 (interacts with) SAPCD2","false","interacts with","SKA1 (interacts with) SAPCD2"
"interacts with","SKA1 (interacts with) LMNB1","false","interacts with","SKA1 (interacts with) LMNB1"
"interacts with","SKA1 (interacts with) LOC105371050","false","interacts with","SKA1 (interacts with) LOC105371050"
"interacts with","SKA1 (interacts with) PRR11","false","interacts with","SKA1 (interacts with) PRR11"
"interacts with","SKA1 (interacts with) SLC26A9-AS1","false","interacts with","SKA1 (interacts with) SLC26A9-AS1"
"interacts with","SKA1 (interacts with) MKI67","false","interacts with","SKA1 (interacts with) MKI67"
"interacts with","SKA1 (interacts with) SPC25","false","interacts with","SKA1 (interacts with) SPC25"
"interacts with","SKA1 (interacts with) GTSE1","false","interacts with","SKA1 (interacts with) GTSE1"
"interacts with","SKA1 (interacts with) CDC6","false","interacts with","SKA1 (interacts with) CDC6"
"interacts with","SKA1 (interacts with) FOXM1","false","interacts with","SKA1 (interacts with) FOXM1"
"interacts with","SKA1 (interacts with) AURKB","false","interacts with","SKA1 (interacts with) AURKB"
"interacts with","SKA1 (interacts with) TRNV","false","interacts with","SKA1 (interacts with) TRNV"
"interacts with","SKA1 (interacts with) PCLAF","false","interacts with","SKA1 (interacts with) PCLAF"
"interacts with","SKA1 (interacts with) LCORL","false","interacts with","SKA1 (interacts with) LCORL"
"interacts with","SKA1 (interacts with) KIF20A","false","interacts with","SKA1 (interacts with) KIF20A"
"interacts with","SKA1 (interacts with) IL37","false","interacts with","SKA1 (interacts with) IL37"
"interacts with","SKA1 (interacts with) IRX5","false","interacts with","SKA1 (interacts with) IRX5"
"interacts with","SKA1 (interacts with) TRIP13","false","interacts with","SKA1 (interacts with) TRIP13"
"interacts with","SKA1 (interacts with) CCNF","false","interacts with","SKA1 (interacts with) CCNF"
"interacts with","SKA1 (interacts with) LHX2","false","interacts with","SKA1 (interacts with) LHX2"
"interacts with","SKA1 (interacts with) PRC1","false","interacts with","SKA1 (interacts with) PRC1"
"interacts with","SKA1 (interacts with) TK1","false","interacts with","SKA1 (interacts with) TK1"
"interacts with","SKA1 (interacts with) CENPM","false","interacts with","SKA1 (interacts with) CENPM"
"interacts with","SKA1 (interacts with) CENPI","false","interacts with","SKA1 (interacts with) CENPI"
"interacts with","SKA1 (interacts with) PEG3","false","interacts with","SKA1 (interacts with) PEG3"
"interacts with","SKA1 (interacts with) CCND2","false","interacts with","SKA1 (interacts with) CCND2"
"interacts with","SKA1 (interacts with) RDM1","false","interacts with","SKA1 (interacts with) RDM1"
"interacts with","SKA1 (interacts with) TACC3","false","interacts with","SKA1 (interacts with) TACC3"
"interacts with","SKA1 (interacts with) CIT","false","interacts with","SKA1 (interacts with) CIT"
"interacts with","SKA1 (interacts with) IL36G","false","interacts with","SKA1 (interacts with) IL36G"
"interacts with","SKA1 (interacts with) KIF11","false","interacts with","SKA1 (interacts with) KIF11"
"interacts with","SKA1 (interacts with) SPSB4","false","interacts with","SKA1 (interacts with) SPSB4"
"interacts with","SKA1 (interacts with) GINS1","false","interacts with","SKA1 (interacts with) GINS1"
"interacts with","SKA1 (interacts with) PBK","false","interacts with","SKA1 (interacts with) PBK"
"interacts with","SKA1 (interacts with) NCAPG2","false","interacts with","SKA1 (interacts with) NCAPG2"
"interacts with","SKA1 (interacts with) RECQL4","false","interacts with","SKA1 (interacts with) RECQL4"
"interacts with","SKA1 (interacts with) ZWINT","false","interacts with","SKA1 (interacts with) ZWINT"
"interacts with","NUF2 (interacts with) PBK","false","interacts with","NUF2 (interacts with) PBK"
"interacts with","NUF2 (interacts with) AKR1C2","false","interacts with","NUF2 (interacts with) AKR1C2"
"interacts with","AKR1C2 (interacts with) CENPK","false","interacts with","AKR1C2 (interacts with) CENPK"
"interacts with","AKR1C2 (interacts with) PSAT1","false","interacts with","AKR1C2 (interacts with) PSAT1"
"interacts with","AKR1C2 (interacts with) SLC7A5","false","interacts with","AKR1C2 (interacts with) SLC7A5"
"interacts with","AKR1C2 (interacts with) FAM83D","false","interacts with","AKR1C2 (interacts with) FAM83D"
"interacts with","AKR1C2 (interacts with) POLQ","false","interacts with","AKR1C2 (interacts with) POLQ"
"interacts with","AKR1C2 (interacts with) MIOX","false","interacts with","AKR1C2 (interacts with) MIOX"
"interacts with","AKR1C2 (interacts with) LRRIQ3","false","interacts with","AKR1C2 (interacts with) LRRIQ3"
"interacts with","AKR1C2 (interacts with) HASPIN","false","interacts with","AKR1C2 (interacts with) HASPIN"
"interacts with","AKR1C2 (interacts with) PLK4","false","interacts with","AKR1C2 (interacts with) PLK4"
"interacts with","AKR1C2 (interacts with) HSD11B2","false","interacts with","AKR1C2 (interacts with) HSD11B2"
"interacts with","AKR1C2 (interacts with) ADM2","false","interacts with","AKR1C2 (interacts with) ADM2"
"interacts with","AKR1C2 (interacts with) CENPE","false","interacts with","AKR1C2 (interacts with) CENPE"
"interacts with","AKR1C2 (interacts with) FANCD2OS","false","interacts with","AKR1C2 (interacts with) FANCD2OS"
"interacts with","AKR1C2 (interacts with) MYBL1","false","interacts with","AKR1C2 (interacts with) MYBL1"
"interacts with","AKR1C2 (interacts with) MAD2L1","false","interacts with","AKR1C2 (interacts with) MAD2L1"
"interacts with","AKR1C2 (interacts with) TNNI1","false","interacts with","AKR1C2 (interacts with) TNNI1"
"interacts with","AKR1C2 (interacts with) ANLN","false","interacts with","AKR1C2 (interacts with) ANLN"
"interacts with","AKR1C2 (interacts with) ECT2","false","interacts with","AKR1C2 (interacts with) ECT2"
"interacts with","AKR1C2 (interacts with) PTCHD4","false","interacts with","AKR1C2 (interacts with) PTCHD4"
"interacts with","CENPK (interacts with) PBK","false","interacts with","CENPK (interacts with) PBK"
"interacts with","CENPK (interacts with) LINC00626","false","interacts with","CENPK (interacts with) LINC00626"
"interacts with","NT5DC4 (interacts with) PNPLA3","false","interacts with","NT5DC4 (interacts with) PNPLA3"
"interacts with","LOC105374898 (interacts with) TLCD3B","false","interacts with","LOC105374898 (interacts with) TLCD3B"
"interacts with","LOC105374898 (interacts with) ACAN","false","interacts with","LOC105374898 (interacts with) ACAN"
"interacts with","MIR155HG (interacts with) TMEM244","false","interacts with","MIR155HG (interacts with) TMEM244"
"interacts with","MIR155HG (interacts with) LINC01943","false","interacts with","MIR155HG (interacts with) LINC01943"
"interacts with","MIR155HG (interacts with) EN1","false","interacts with","MIR155HG (interacts with) EN1"
"interacts with","EN1 (interacts with) IFNE","false","interacts with","EN1 (interacts with) IFNE"
"interacts with","EN1 (interacts with) LOC105373581","false","interacts with","EN1 (interacts with) LOC105373581"
"interacts with","EN1 (interacts with) PRR11","false","interacts with","EN1 (interacts with) PRR11"
"interacts with","EN1 (interacts with) ISL2","false","interacts with","EN1 (interacts with) ISL2"
"interacts with","EN1 (interacts with) ULBP2","false","interacts with","EN1 (interacts with) ULBP2"
"interacts with","EN1 (interacts with) LOC105376369","false","interacts with","EN1 (interacts with) LOC105376369"
"interacts with","EN1 (interacts with) UHRF1","false","interacts with","EN1 (interacts with) UHRF1"
"interacts with","EN1 (interacts with) LIPG","false","interacts with","EN1 (interacts with) LIPG"
"interacts with","EN1 (interacts with) MIR31HG","false","interacts with","EN1 (interacts with) MIR31HG"
"interacts with","EN1 (interacts with) FOXL1","false","interacts with","EN1 (interacts with) FOXL1"
"interacts with","EN1 (interacts with) RTL3","false","interacts with","EN1 (interacts with) RTL3"
"interacts with","EN1 (interacts with) FST","false","interacts with","EN1 (interacts with) FST"
"interacts with","EN1 (interacts with) PIF1","false","interacts with","EN1 (interacts with) PIF1"
"interacts with","EN1 (interacts with) RUNX3","false","interacts with","EN1 (interacts with) RUNX3"
"interacts with","EN1 (interacts with) CDC25A","false","interacts with","EN1 (interacts with) CDC25A"
"interacts with","EN1 (interacts with) SMCO2","false","interacts with","EN1 (interacts with) SMCO2"
"interacts with","EN1 (interacts with) RUNX3-AS1","false","interacts with","EN1 (interacts with) RUNX3-AS1"
"interacts with","EN1 (interacts with) LOC105375690","false","interacts with","EN1 (interacts with) LOC105375690"
"interacts with","EN1 (interacts with) CYTOR","false","interacts with","EN1 (interacts with) CYTOR"
"interacts with","EN1 (interacts with) MCTP2","false","interacts with","EN1 (interacts with) MCTP2"
"interacts with","EN1 (interacts with) LINC00862","false","interacts with","EN1 (interacts with) LINC00862"
"interacts with","EN1 (interacts with) LOC102723834","false","interacts with","EN1 (interacts with) LOC102723834"
"interacts with","EN1 (interacts with) HAS2-AS1","false","interacts with","EN1 (interacts with) HAS2-AS1"
"interacts with","EN1 (interacts with) RAD51","false","interacts with","EN1 (interacts with) RAD51"
"interacts with","EN1 (interacts with) MGC12916","false","interacts with","EN1 (interacts with) MGC12916"
"interacts with","EN1 (interacts with) CYP2J2","false","interacts with","EN1 (interacts with) CYP2J2"
"interacts with","EN1 (interacts with) BLM","false","interacts with","EN1 (interacts with) BLM"
"interacts with","IFNE (interacts with) KIF23","false","interacts with","IFNE (interacts with) KIF23"
"interacts with","LINC01943 (interacts with) FGF5","false","interacts with","LINC01943 (interacts with) FGF5"
"interacts with","LINC01943 (interacts with) GIPR","false","interacts with","LINC01943 (interacts with) GIPR"
"interacts with","LINC01943 (interacts with) SLC12A5-AS1","false","interacts with","LINC01943 (interacts with) SLC12A5-AS1"
"interacts with","LINC01943 (interacts with) LILRB4","false","interacts with","LINC01943 (interacts with) LILRB4"
"interacts with","LINC01943 (interacts with) SPHK1","false","interacts with","LINC01943 (interacts with) SPHK1"
"interacts with","LINC01943 (interacts with) SIGLEC10","false","interacts with","LINC01943 (interacts with) SIGLEC10"
"interacts with","LINC01943 (interacts with) COL8A1","false","interacts with","LINC01943 (interacts with) COL8A1"
"interacts with","LINC01943 (interacts with) GPR171","false","interacts with","LINC01943 (interacts with) GPR171"
"interacts with","LINC01943 (interacts with) LINC02785","false","interacts with","LINC01943 (interacts with) LINC02785"
"interacts with","LINC01943 (interacts with) SLC1A3","false","interacts with","LINC01943 (interacts with) SLC1A3"
"interacts with","LINC01943 (interacts with) YBX2","false","interacts with","LINC01943 (interacts with) YBX2"
"interacts with","LINC01943 (interacts with) APOC2","false","interacts with","LINC01943 (interacts with) APOC2"
"interacts with","LINC01943 (interacts with) APOBR","false","interacts with","LINC01943 (interacts with) APOBR"
"interacts with","LINC01943 (interacts with) OLR1","false","interacts with","LINC01943 (interacts with) OLR1"
"interacts with","LINC01943 (interacts with) IL21R","false","interacts with","LINC01943 (interacts with) IL21R"
"interacts with","LINC01943 (interacts with) ETV7","false","interacts with","LINC01943 (interacts with) ETV7"
"interacts with","LINC01943 (interacts with) ADAMDEC1","false","interacts with","LINC01943 (interacts with) ADAMDEC1"
"interacts with","LINC01943 (interacts with) HECW2-AS1","false","interacts with","LINC01943 (interacts with) HECW2-AS1"
"interacts with","LINC01943 (interacts with) IL2RG","false","interacts with","LINC01943 (interacts with) IL2RG"
"interacts with","LINC01943 (interacts with) SMCO2","false","interacts with","LINC01943 (interacts with) SMCO2"
"interacts with","LINC01943 (interacts with) LINC02968","false","interacts with","LINC01943 (interacts with) LINC02968"
"interacts with","LINC01943 (interacts with) IL12RB1","false","interacts with","LINC01943 (interacts with) IL12RB1"
"interacts with","LINC01943 (interacts with) CYTOR","false","interacts with","LINC01943 (interacts with) CYTOR"
"interacts with","LINC01943 (interacts with) STEAP3","false","interacts with","LINC01943 (interacts with) STEAP3"
"interacts with","LINC01943 (interacts with) GPR84","false","interacts with","LINC01943 (interacts with) GPR84"
"interacts with","LINC01943 (interacts with) FCGR3B","false","interacts with","LINC01943 (interacts with) FCGR3B"
"interacts with","LINC01943 (interacts with) SDS","false","interacts with","LINC01943 (interacts with) SDS"
"interacts with","LINC01943 (interacts with) CCDC171","false","interacts with","LINC01943 (interacts with) CCDC171"
"interacts with","LINC01943 (interacts with) ARL4C","false","interacts with","LINC01943 (interacts with) ARL4C"
"interacts with","LINC01943 (interacts with) TREM2","false","interacts with","LINC01943 (interacts with) TREM2"
"interacts with","LINC01943 (interacts with) SLAMF8","false","interacts with","LINC01943 (interacts with) SLAMF8"
"interacts with","LINC01943 (interacts with) TFEC","false","interacts with","LINC01943 (interacts with) TFEC"
"interacts with","LINC01943 (interacts with) SERPINA1","false","interacts with","LINC01943 (interacts with) SERPINA1"
"interacts with","LINC01943 (interacts with) LIPM","false","interacts with","LINC01943 (interacts with) LIPM"
"interacts with","LINC01943 (interacts with) CRTAM","false","interacts with","LINC01943 (interacts with) CRTAM"
"interacts with","LINC01943 (interacts with) APOC1","false","interacts with","LINC01943 (interacts with) APOC1"
"interacts with","LINC01943 (interacts with) SIRPG","false","interacts with","LINC01943 (interacts with) SIRPG"
"interacts with","LINC01943 (interacts with) TYMP","false","interacts with","LINC01943 (interacts with) TYMP"
"interacts with","LINC01943 (interacts with) COL10A1","false","interacts with","LINC01943 (interacts with) COL10A1"
"interacts with","LINC01943 (interacts with) TRAC","false","interacts with","LINC01943 (interacts with) TRAC"
"interacts with","LINC01943 (interacts with) SLC6A7","false","interacts with","LINC01943 (interacts with) SLC6A7"
"interacts with","LINC01943 (interacts with) ASB5","false","interacts with","LINC01943 (interacts with) ASB5"
"interacts with","LINC01943 (interacts with) RFX8","false","interacts with","LINC01943 (interacts with) RFX8"
"interacts with","LINC01943 (interacts with) ADTRP","false","interacts with","LINC01943 (interacts with) ADTRP"
"interacts with","LINC01943 (interacts with) CD70","false","interacts with","LINC01943 (interacts with) CD70"
"interacts with","LINC01943 (interacts with) PLAUR","false","interacts with","LINC01943 (interacts with) PLAUR"
"interacts with","LINC01943 (interacts with) ATP6V0D2","false","interacts with","LINC01943 (interacts with) ATP6V0D2"
"interacts with","LINC01943 (interacts with) CALHM6","false","interacts with","LINC01943 (interacts with) CALHM6"
"interacts with","LINC01943 (interacts with) COL4A5","false","interacts with","LINC01943 (interacts with) COL4A5"
"interacts with","LINC01943 (interacts with) LINC01615","false","interacts with","LINC01943 (interacts with) LINC01615"
"interacts with","LINC01943 (interacts with) CLDN14-AS1","false","interacts with","LINC01943 (interacts with) CLDN14-AS1"
"interacts with","LINC01943 (interacts with) IFI30","false","interacts with","LINC01943 (interacts with) IFI30"
"interacts with","LINC01943 (interacts with) LRRC15","false","interacts with","LINC01943 (interacts with) LRRC15"
"interacts with","LINC01943 (interacts with) BCL2A1","false","interacts with","LINC01943 (interacts with) BCL2A1"
"interacts with","LINC01943 (interacts with) IL7R","false","interacts with","LINC01943 (interacts with) IL7R"
