Bicluster,Genes,Condiciones,NumGenes,NumCondiciones
72,ASF1B;CCNB1;CCNB2;CDC20;KIF18B;KIF4A;MCM2;OIP5,Tumor_5;Tumor_6;Tumor_7;Tumor_8;Tumor_10;Tumor_11;Tumor_13;Tumor_16;Tumor_24;Tumor_25,8,10
73,ADORA2B;ASPM;CCNE2;CDKN3;DLGAP5;MYBL1;PCLAF;STIL,Tumor_5;Tumor_6;Tumor_9;Tumor_10;Tumor_17;Tumor_18;Tumor_19;Tumor_22;Tumor_24;Tumor_25,8,10
74,ASF1B;AURKB;CDC6;FANCI;FOXM1;MCM2;MELK;UBE2C,Tumor_1;Tumor_2;Tumor_6;Tumor_7;Tumor_10;Tumor_13;Tumor_15;Tumor_16;Tumor_19;Tumor_24,8,10
75,CCNB2;CDC20;DLGAP5;HTR2B;KIF15;KLF4;MYRIP;OIP5;PSRC1;UBE2C,Tumor_1;Tumor_2;Tumor_6;Tumor_9;Tumor_10;Tumor_11;Tumor_16;Tumor_25,10,8
76,ACKR1;BE044614;M25813;MOXD1;NFASC;NM_004166;NM_007116;TEK,Tumor_1;Tumor_6;Tumor_7;Tumor_10;Tumor_12;Tumor_13;Tumor_14;Tumor_17;Tumor_18;Tumor_25,8,10
77,ABCA8;AF206666;AF206667;ID1;MEOX1;MEOX2;NM_024164;TPSAB1,Tumor_1;Tumor_3;Tumor_5;Tumor_7;Tumor_12;Tumor_16;Tumor_17;Tumor_18;Tumor_19;Tumor_23,8,10
78,COL4A5;EMX2;ESR1;MAOB;PEG3;PTGDS,Tumor_3;Tumor_4;Tumor_9;Tumor_10;Tumor_11;Tumor_13;Tumor_15;Tumor_16;Tumor_21;Tumor_22;Tumor_23;Tumor_24;Tumor_25,6,13
79,ACKR1;CCDC69;CMAHP;GIMAP6;GPM6A;MAOB;SYT1,Tumor_1;Tumor_2;Tumor_4;Tumor_5;Tumor_7;Tumor_10;Tumor_11;Tumor_19;Tumor_20;Tumor_22;Tumor_23,7,11
80,ID4;NPY1R;PEG3;PRELP;RAI2;RAMP1;TNXB,Tumor_2;Tumor_4;Tumor_5;Tumor_10;Tumor_15;Tumor_16;Tumor_18;Tumor_19;Tumor_20;Tumor_22;Tumor_25,7,11
81,AA889653;ABLIM1;ID1;JAM2;MEOX1;PEG3;PRELP,Tumor_1;Tumor_2;Tumor_6;Tumor_8;Tumor_10;Tumor_11;Tumor_12;Tumor_17;Tumor_19;Tumor_20;Tumor_22,7,11
82,ACKR4;ADIRF;ALDH1A1;NT5E;TGFBR2;TM4SF1,Tumor_4;Tumor_6;Tumor_7;Tumor_8;Tumor_12;Tumor_13;Tumor_15;Tumor_17;Tumor_18;Tumor_19;Tumor_20;Tumor_24,6,12
83,ABCB1;ADIRF;CAPN6;CCDC69;COL4A6;DPP6;RERGL;SELP,Tumor_1;Tumor_5;Tumor_10;Tumor_15;Tumor_16;Tumor_17;Tumor_19;Tumor_22;Tumor_25,8,9
84,AA889653;ADIRF;CCDC69;CMAHP;DES;MMRN1;NFASC;PTGER3;RASA4,Tumor_1;Tumor_5;Tumor_7;Tumor_11;Tumor_16;Tumor_17;Tumor_20;Tumor_25,9,8
85,AA889653;ACKR1;CCDC69;DES;RAMP1;WT1,Tumor_2;Tumor_3;Tumor_4;Tumor_5;Tumor_7;Tumor_10;Tumor_11;Tumor_13;Tumor_17;Tumor_19;Tumor_22;Tumor_25,6,12
86,AURKB;CDC6;FANCI;SPC25;UBE2S;ZIC1,Tumor_4;Tumor_5;Tumor_7;Tumor_9;Tumor_10;Tumor_11;Tumor_16;Tumor_18;Tumor_19;Tumor_22;Tumor_23;Tumor_25,6,12
87,AA889653;ACKR1;CCDC69;CCL21;CLU;DES;GIPC2;TSPAN7,Tumor_4;Tumor_6;Tumor_7;Tumor_8;Tumor_10;Tumor_15;Tumor_16;Tumor_19;Tumor_23,8,9
88,AA889653;AF099143;AF206665;AF206666;AF206667;CPA3;DES;ID1;RAMP1,Tumor_8;Tumor_10;Tumor_11;Tumor_12;Tumor_18;Tumor_19;Tumor_20;Tumor_23,9,8
89,ASPM;AURKB;GINS1;KIF4A;PCLAF;PSRC1;RAD51AP1;TK1,Tumor_7;Tumor_10;Tumor_11;Tumor_15;Tumor_16;Tumor_17;Tumor_18;Tumor_19;Tumor_25,8,9
90,ALDH1A2;HBB;KRT19;LEPR;NPY1R;SOX18,Tumor_5;Tumor_7;Tumor_8;Tumor_9;Tumor_10;Tumor_14;Tumor_17;Tumor_18;Tumor_20;Tumor_22;Tumor_24;Tumor_25,6,12
91,ACKR1;CCDC69;GPM6A;KLF4;NM_004166;PALMD;PTGDS;RIPOR2;THSD7A,Tumor_5;Tumor_7;Tumor_12;Tumor_13;Tumor_19;Tumor_20;Tumor_22;Tumor_23,9,8
92,ABCG2;ACKR1;ALDH1A2;C7;CCL21;HLA-E;KRT19;NM_004166,Tumor_6;Tumor_7;Tumor_8;Tumor_10;Tumor_11;Tumor_12;Tumor_20;Tumor_21;Tumor_23,8,9
93,ASF1B;CCNB2;CDKN3;DLGAP5;FOXM1;GINS2;KIF15;RRM2;TACC3;TDO2;TK1;TTK,Tumor_5;Tumor_6;Tumor_7;Tumor_10;Tumor_18;Tumor_25,12,6
94,CCNA2;DONSON;FOXM1;KIF18B;RACGAP1;RAD51AP1;SHOX2;TACC3;ZWINT,Tumor_2;Tumor_7;Tumor_10;Tumor_12;Tumor_16;Tumor_18;Tumor_19;Tumor_25,9,8
95,AF206665;AF206667;DEPTOR;ID1;NM_003278;NM_003294;NM_024164,Tumor_1;Tumor_2;Tumor_7;Tumor_8;Tumor_13;Tumor_15;Tumor_16;Tumor_20;Tumor_23;Tumor_24,7,10
96,ACKR4;AKR1C3;CALCRL;CBX7;EFEMP1;FLT1;PTGER3,Tumor_2;Tumor_4;Tumor_5;Tumor_11;Tumor_12;Tumor_14;Tumor_19;Tumor_21;Tumor_22;Tumor_25,7,10
97,AA889653;ABCB1;EMCN;KRT19;PDE2A;RASA4;SOX18,Tumor_3;Tumor_7;Tumor_10;Tumor_14;Tumor_15;Tumor_16;Tumor_17;Tumor_20;Tumor_23;Tumor_25,7,10
98,AA889653;ACKR1;ADH1B;C7;DEPTOR;NM_004166;TSPAN7,Tumor_1;Tumor_4;Tumor_7;Tumor_8;Tumor_9;Tumor_15;Tumor_18;Tumor_19;Tumor_20;Tumor_21,7,10
99,ABLIM1;AOX1;C1orf115;EFEMP1;FLT1;ID1;MMRN1,Tumor_1;Tumor_5;Tumor_6;Tumor_7;Tumor_8;Tumor_9;Tumor_14;Tumor_15;Tumor_20;Tumor_21,7,10
100,AF206665;AF206667;DPP6;EMX2;ITM2A;NM_003294;NM_024164,Tumor_3;Tumor_8;Tumor_9;Tumor_10;Tumor_11;Tumor_16;Tumor_18;Tumor_19;Tumor_24;Tumor_25,7,10
