Bicluster,Genes,Condiciones,NumGenes,NumCondiciones
77,DEPTOR;MELK;NPY1R;TDO2;ZFPM2,NormalMyometrium_2;NormalMyometrium_17;NormalMyometrium_18;NormalMyometrium_19;NormalMyometrium_20;NormalMyometrium_21;NormalMyometrium_22;NormalMyometrium_24;NormalMyometrium_26;NormalMyometrium_27;NormalMyometrium_28;NormalMyometrium_29,5,12
78,CADPS2;CENPU;COL4A5;COL4A6;HMMR;TDO2,NormalMyometrium_2;NormalMyometrium_5;NormalMyometrium_6;NormalMyometrium_10;NormalMyometrium_13;NormalMyometrium_15;NormalMyometrium_21;NormalMyometrium_23;NormalMyometrium_26;NormalMyometrium_27,6,10
79,BIRC5;CEP55;COL4A5;COL4A6;FOXM1,NormalMyometrium_2;NormalMyometrium_6;NormalMyometrium_8;NormalMyometrium_9;NormalMyometrium_10;NormalMyometrium_12;NormalMyometrium_13;NormalMyometrium_15;NormalMyometrium_18;NormalMyometrium_19;NormalMyometrium_20;NormalMyometrium_21,5,12
80,CENPF;DCX;FAM107A;KIF4A;RBP1,NormalMyometrium_1;NormalMyometrium_3;NormalMyometrium_5;NormalMyometrium_6;NormalMyometrium_11;NormalMyometrium_14;NormalMyometrium_19;NormalMyometrium_20;NormalMyometrium_22;NormalMyometrium_25;NormalMyometrium_27;NormalMyometrium_29,5,12
81,AF099143;AF206665;AF206666;NM_024164;RBP1;STK26,NormalMyometrium_5;NormalMyometrium_7;NormalMyometrium_8;NormalMyometrium_15;NormalMyometrium_19;NormalMyometrium_21;NormalMyometrium_22;NormalMyometrium_25;NormalMyometrium_26;NormalMyometrium_28,6,10
82,ACKR4;ADH1B;AOX1;CMAHP;FLT1;OMD;RUNDC3B;STK26,NormalMyometrium_1;NormalMyometrium_14;NormalMyometrium_15;NormalMyometrium_16;NormalMyometrium_18;NormalMyometrium_21;NormalMyometrium_23,8,7
83,ABCA8;ADAM12;ASPM;CCNA2;DCX;KIF4A;MAD2L1;PRC1,NormalMyometrium_2;NormalMyometrium_5;NormalMyometrium_10;NormalMyometrium_13;NormalMyometrium_20;NormalMyometrium_22;NormalMyometrium_25,8,7
84,ABCA8;CITED2;EFEMP1;FLT1;HLF;ID4;PTGER3;RIPOR2,NormalMyometrium_2;NormalMyometrium_4;NormalMyometrium_6;NormalMyometrium_11;NormalMyometrium_14;NormalMyometrium_22;NormalMyometrium_23,8,7
85,ADH1B;CPA3;GIPC2;RIPOR2;TRPC4,NormalMyometrium_2;NormalMyometrium_6;NormalMyometrium_8;NormalMyometrium_13;NormalMyometrium_14;NormalMyometrium_17;NormalMyometrium_19;NormalMyometrium_20;NormalMyometrium_22;NormalMyometrium_24;NormalMyometrium_26,5,11
86,ALDH1A1;CDK1;CENPU;SPON1;TOP2A,NormalMyometrium_2;NormalMyometrium_3;NormalMyometrium_4;NormalMyometrium_11;NormalMyometrium_13;NormalMyometrium_17;NormalMyometrium_18;NormalMyometrium_21;NormalMyometrium_25;NormalMyometrium_26;NormalMyometrium_27,5,11
87,BUB1B;CAPN6;CCNB1;CHI3L1;GINS1,NormalMyometrium_2;NormalMyometrium_3;NormalMyometrium_6;NormalMyometrium_9;NormalMyometrium_12;NormalMyometrium_13;NormalMyometrium_23;NormalMyometrium_25;NormalMyometrium_26;NormalMyometrium_28;NormalMyometrium_29,5,11
88,ADH1B;CADPS2;CPA3;MYBL1;MYRIP,NormalMyometrium_1;NormalMyometrium_7;NormalMyometrium_8;NormalMyometrium_13;NormalMyometrium_17;NormalMyometrium_19;NormalMyometrium_20;NormalMyometrium_24;NormalMyometrium_25;NormalMyometrium_27;NormalMyometrium_29,5,11
89,BIRC5;C7;CCNB2;DPT;HPGD,NormalMyometrium_2;NormalMyometrium_7;NormalMyometrium_8;NormalMyometrium_11;NormalMyometrium_13;NormalMyometrium_18;NormalMyometrium_19;NormalMyometrium_23;NormalMyometrium_27;NormalMyometrium_28;NormalMyometrium_29,5,11
90,ADAM12;AF206665;AF206666;PTGDS;SCG2,NormalMyometrium_8;NormalMyometrium_9;NormalMyometrium_12;NormalMyometrium_15;NormalMyometrium_20;NormalMyometrium_21;NormalMyometrium_23;NormalMyometrium_25;NormalMyometrium_26;NormalMyometrium_27;NormalMyometrium_29,5,11
91,ACKR1;ADH1B;GDF15;MMP7;PID1,NormalMyometrium_2;NormalMyometrium_5;NormalMyometrium_9;NormalMyometrium_10;NormalMyometrium_13;NormalMyometrium_18;NormalMyometrium_19;NormalMyometrium_22;NormalMyometrium_25;NormalMyometrium_27;NormalMyometrium_28,5,11
92,ACKR1;CDC20;PID1;RERGL;SOX17,NormalMyometrium_2;NormalMyometrium_8;NormalMyometrium_12;NormalMyometrium_14;NormalMyometrium_16;NormalMyometrium_20;NormalMyometrium_23;NormalMyometrium_24;NormalMyometrium_25;NormalMyometrium_27;NormalMyometrium_28,5,11
93,AOX1;CDC20;CENPF;NM_004166;PMAIP1,NormalMyometrium_2;NormalMyometrium_6;NormalMyometrium_10;NormalMyometrium_11;NormalMyometrium_16;NormalMyometrium_17;NormalMyometrium_18;NormalMyometrium_26;NormalMyometrium_27;NormalMyometrium_28;NormalMyometrium_29,5,11
94,CADPS2;COL4A5;COL4A6;MFAP5;NT5DC2;SCG2,NormalMyometrium_1;NormalMyometrium_6;NormalMyometrium_7;NormalMyometrium_10;NormalMyometrium_12;NormalMyometrium_15;NormalMyometrium_20;NormalMyometrium_22;NormalMyometrium_27,6,9
95,ASPM;BIRC5;DLGAP5;FOXM1;MELK;UBE2C,NormalMyometrium_1;NormalMyometrium_8;NormalMyometrium_11;NormalMyometrium_13;NormalMyometrium_14;NormalMyometrium_16;NormalMyometrium_17;NormalMyometrium_21;NormalMyometrium_22,6,9
96,ADH1B;EFEMP1;MMRN1;NM_003278;OMD;THBD,NormalMyometrium_1;NormalMyometrium_2;NormalMyometrium_7;NormalMyometrium_9;NormalMyometrium_10;NormalMyometrium_14;NormalMyometrium_15;NormalMyometrium_17;NormalMyometrium_20,6,9
97,ACKR4;ADIRF;FHL5;RAMP3;RYR3;THBD,NormalMyometrium_1;NormalMyometrium_2;NormalMyometrium_9;NormalMyometrium_11;NormalMyometrium_12;NormalMyometrium_13;NormalMyometrium_14;NormalMyometrium_15;NormalMyometrium_16,6,9
98,ABCG2;ADH1B;BUB1B;CCNB1;CDK1;CKS2,NormalMyometrium_3;NormalMyometrium_4;NormalMyometrium_5;NormalMyometrium_8;NormalMyometrium_9;NormalMyometrium_10;NormalMyometrium_11;NormalMyometrium_18;NormalMyometrium_19,6,9
99,ADIRF;CAVIN2;FAM107A;MMRN1;RERGL;RUNDC3B,NormalMyometrium_8;NormalMyometrium_11;NormalMyometrium_13;NormalMyometrium_14;NormalMyometrium_15;NormalMyometrium_23;NormalMyometrium_24;NormalMyometrium_26;NormalMyometrium_29,6,9
100,AF099143;AF206665;AF206666;AF206667;C7;MFAP5;NM_003294;NM_024164;OMD,NormalMyometrium_4;NormalMyometrium_8;NormalMyometrium_12;NormalMyometrium_15;NormalMyometrium_19;NormalMyometrium_23,9,6
