"__glayCluster","name","selected","shared name"
"7","TK1","false","TK1"
"7","H2AC16","false","H2AC16"
"38","DSCAML1","false","DSCAML1"
"9","LIPG","false","LIPG"
"23","PEG3-AS1","false","PEG3-AS1"
"12","LOC105371793","false","LOC105371793"
"36","RAC3","false","RAC3"
"22","ADAMTSL5","false","ADAMTSL5"
"7","RAET1K","false","RAET1K"
"46","RDUR","false","RDUR"
"9","LOC105378305","false","LOC105378305"
"9","SLC12A5-AS1","false","SLC12A5-AS1"
"9","OLFML2B","false","OLFML2B"
"16","LINC01583","false","LINC01583"
"9","RTL3","false","RTL3"
"9","CTHRC1","false","CTHRC1"
"9","SMCO2","false","SMCO2"
"9","LOC105370924","false","LOC105370924"
"9","RFX8","false","RFX8"
"9","PCOLCE","false","PCOLCE"
"9","PLAUR","false","PLAUR"
"9","LINC01605","false","LINC01605"
"9","CLDN14-AS1","false","CLDN14-AS1"
"9","LRRC15","false","LRRC15"
"9","ADAMTS9-AS1","false","ADAMTS9-AS1"
"9","ZFHX4","false","ZFHX4"
"9","LINC02328","false","LINC02328"
"9","RUNX2","false","RUNX2"
"9","SLC12A8","false","SLC12A8"
"9","RELT","false","RELT"
"9","GGH","false","GGH"
"9","ZFHX4-AS1","false","ZFHX4-AS1"
"9","CA2","false","CA2"
"9","LOC105371275","false","LOC105371275"
"9","LOC105377508","false","LOC105377508"
"9","LEFTY2","false","LEFTY2"
"9","BMAL2-AS1","false","BMAL2-AS1"
"9","COL11A1","false","COL11A1"
"9","ASB5","false","ASB5"
"9","PDE8B","false","PDE8B"
"9","ISL2","false","ISL2"
"9","EZR","false","EZR"
"9","MGC12916","false","MGC12916"
"9","LINC00595","false","LINC00595"
"9","TACR2","false","TACR2"
"9","KCNK13","false","KCNK13"
"9","EPO","false","EPO"
"9","ADCY5","false","ADCY5"
"9","TREM1","false","TREM1"
"7","ADAMTS19","false","ADAMTS19"
"9","DLX1","false","DLX1"
"9","SLURP2","false","SLURP2"
"7","ULBP1","false","ULBP1"
"9","BMAL2","false","BMAL2"
