Bicluster,Genes,Condiciones,NumGenes,NumCondiciones
50,ACSL5;ALDH1A1;BCL11A;CENPF;DCX;DLX5;ENC1,NormalMyometrium_1;NormalMyometrium_2;NormalMyometrium_4;NormalMyometrium_12;NormalMyometrium_14;NormalMyometrium_15;NormalMyometrium_16;NormalMyometrium_22;NormalMyometrium_25;NormalMyometrium_26;NormalMyometrium_27,7,11
51,ABLIM3;ADGRL3;ADIRF;ALDH1A3;CPE;CSGALNACT1;MYRIP;RAP2C;RAPGEF4;STK26;ZBTB16,NormalMyometrium_1;NormalMyometrium_2;NormalMyometrium_4;NormalMyometrium_14;NormalMyometrium_15;NormalMyometrium_17;NormalMyometrium_23,11,7
52,ACSL5;ARAP2;CDC7;MICB;NHERF2;NUSAP1;ZNF204P,NormalMyometrium_6;NormalMyometrium_10;NormalMyometrium_11;NormalMyometrium_12;NormalMyometrium_13;NormalMyometrium_16;NormalMyometrium_21;NormalMyometrium_23;NormalMyometrium_26;NormalMyometrium_28;NormalMyometrium_29,7,11
53,AOX1;C7;CPE;DPT;LYVE1;MRC1;PRELP;RASA4;TNFRSF11B,NormalMyometrium_10;NormalMyometrium_14;NormalMyometrium_17;NormalMyometrium_19;NormalMyometrium_20;NormalMyometrium_22;NormalMyometrium_27;NormalMyometrium_28,9,8
54,ALDH1A3;CACNB2;HSPA2;NRXN3;PLCL1;TMEM158,NormalMyometrium_1;NormalMyometrium_7;NormalMyometrium_8;NormalMyometrium_13;NormalMyometrium_15;NormalMyometrium_16;NormalMyometrium_17;NormalMyometrium_21;NormalMyometrium_23;NormalMyometrium_24;NormalMyometrium_25;NormalMyometrium_26,6,12
55,ADM;CFD;CSRP2;GRK5;KCNN3;LRRC2;MICB;NDRG4;SLCO2A1,NormalMyometrium_2;NormalMyometrium_5;NormalMyometrium_6;NormalMyometrium_9;NormalMyometrium_13;NormalMyometrium_17;NormalMyometrium_22;NormalMyometrium_27,9,8
56,AA889653;AL049443;CASQ2;CCN3;HOPX;RCAN2;RGS13;RUNDC3B;THBD,NormalMyometrium_1;NormalMyometrium_4;NormalMyometrium_6;NormalMyometrium_14;NormalMyometrium_15;NormalMyometrium_18;NormalMyometrium_22;NormalMyometrium_27,9,8
57,ACKR1;ACKR4;GABARAPL1;GRK5;RAMP3;SPRY1;SYNE3;TSC22D3,NormalMyometrium_2;NormalMyometrium_8;NormalMyometrium_9;NormalMyometrium_12;NormalMyometrium_13;NormalMyometrium_14;NormalMyometrium_15;NormalMyometrium_25;NormalMyometrium_29,8,9
58,BST2;CITED2;CLDN5;CSF2RB;EFEMP1;FILIP1L;HLA-DPA1;MMRN1;NM_003278;OMD;THSD7A;ZWINT,NormalMyometrium_9;NormalMyometrium_10;NormalMyometrium_14;NormalMyometrium_15;NormalMyometrium_17;NormalMyometrium_28,12,6
59,ABCA8;CCNB2;FILIP1L;FOXM1;HPSE;IL20RA;PTTG1;SCD,NormalMyometrium_4;NormalMyometrium_7;NormalMyometrium_14;NormalMyometrium_19;NormalMyometrium_22;NormalMyometrium_23;NormalMyometrium_25;NormalMyometrium_26;NormalMyometrium_28,8,9
60,ADCY2;ADRA2C;BHLHE41;CACNB2;CADPS2;COL4A6;DHFR,NormalMyometrium_4;NormalMyometrium_5;NormalMyometrium_7;NormalMyometrium_10;NormalMyometrium_12;NormalMyometrium_15;NormalMyometrium_16;NormalMyometrium_20;NormalMyometrium_21;NormalMyometrium_26,7,10
61,ACKR1;ADM;BAMBI;EYA2;FAM107A;GPX3;HMGA1,NormalMyometrium_3;NormalMyometrium_10;NormalMyometrium_12;NormalMyometrium_17;NormalMyometrium_18;NormalMyometrium_20;NormalMyometrium_21;NormalMyometrium_23;NormalMyometrium_24;NormalMyometrium_27,7,10
62,BUB1B;CCNB2;DTL;GASK1B;GINS1;IGFBP2;KIF20A,NormalMyometrium_1;NormalMyometrium_6;NormalMyometrium_11;NormalMyometrium_14;NormalMyometrium_18;NormalMyometrium_22;NormalMyometrium_23;NormalMyometrium_24;NormalMyometrium_27;NormalMyometrium_28,7,10
63,APOBEC3B;CA11;FZD2;LRRC2;MEST;SFRP1;SNCA,NormalMyometrium_2;NormalMyometrium_10;NormalMyometrium_11;NormalMyometrium_14;NormalMyometrium_17;NormalMyometrium_18;NormalMyometrium_21;NormalMyometrium_24;NormalMyometrium_25;NormalMyometrium_28,7,10
64,AKR1C2;BG397856;DPT;EMP1;FERMT2;TAF9B;TFF3,NormalMyometrium_1;NormalMyometrium_10;NormalMyometrium_11;NormalMyometrium_16;NormalMyometrium_19;NormalMyometrium_22;NormalMyometrium_25;NormalMyometrium_26;NormalMyometrium_27;NormalMyometrium_28,7,10
65,CHRDL1;DMPK;HSPB6;ITGB1BP2;TPM1;VCL,NormalMyometrium_1;NormalMyometrium_3;NormalMyometrium_4;NormalMyometrium_6;NormalMyometrium_8;NormalMyometrium_9;NormalMyometrium_14;NormalMyometrium_18;NormalMyometrium_23;NormalMyometrium_25;NormalMyometrium_28,6,11
66,BCL11A;DSP;GULP1;MELK;TMEM97;TMSB15A,NormalMyometrium_1;NormalMyometrium_3;NormalMyometrium_4;NormalMyometrium_8;NormalMyometrium_10;NormalMyometrium_20;NormalMyometrium_25;NormalMyometrium_26;NormalMyometrium_27;NormalMyometrium_28;NormalMyometrium_29,6,11
67,CACNB2;CDH13;COL4A5;COL4A6;PLCL1;RRM2,NormalMyometrium_7;NormalMyometrium_12;NormalMyometrium_13;NormalMyometrium_15;NormalMyometrium_17;NormalMyometrium_21;NormalMyometrium_23;NormalMyometrium_24;NormalMyometrium_26;NormalMyometrium_27;NormalMyometrium_29,6,11
68,ACSL5;CKAP2;EGFL6;FGFR2;RAPGEF4;SLCO2A1,NormalMyometrium_1;NormalMyometrium_2;NormalMyometrium_3;NormalMyometrium_7;NormalMyometrium_8;NormalMyometrium_9;NormalMyometrium_13;NormalMyometrium_15;NormalMyometrium_23;NormalMyometrium_25;NormalMyometrium_28,6,11
69,AHNAK2;AOC3;ARHGAP6;ATP8A1;SGMS1;SRD5A1,NormalMyometrium_5;NormalMyometrium_6;NormalMyometrium_8;NormalMyometrium_10;NormalMyometrium_14;NormalMyometrium_15;NormalMyometrium_22;NormalMyometrium_24;NormalMyometrium_26;NormalMyometrium_27;NormalMyometrium_29,6,11
70,ABCA8;ADGRL3;ECT2;FHL5;IRAK3;KLF9;LIFR;MEOX2;MMP7;PPP1R16B;TMEM47,NormalMyometrium_8;NormalMyometrium_12;NormalMyometrium_14;NormalMyometrium_15;NormalMyometrium_20;NormalMyometrium_24,11,6
71,ALDH1A1;HLA-DPA1;HLA-DRA;HPGDS;NM_022804;PMAIP1;SMARCA2;SRGN,NormalMyometrium_4;NormalMyometrium_5;NormalMyometrium_9;NormalMyometrium_10;NormalMyometrium_12;NormalMyometrium_15;NormalMyometrium_24;NormalMyometrium_25,8,8
72,ABCA8;ADAMTSL3;DPYSL4;KCNAB1;NAP1L2;OMD;PDLIM3;TMEM47,NormalMyometrium_4;NormalMyometrium_6;NormalMyometrium_14;NormalMyometrium_17;NormalMyometrium_19;NormalMyometrium_25;NormalMyometrium_26;NormalMyometrium_28,8,8
73,ADAMTS5;ARMC9;CORIN;CYP4B1;GPR37;GULP1;NTRK3,NormalMyometrium_2;NormalMyometrium_10;NormalMyometrium_14;NormalMyometrium_15;NormalMyometrium_17;NormalMyometrium_18;NormalMyometrium_22;NormalMyometrium_26;NormalMyometrium_29,7,9
74,AF099143;AF206665;AF206666;HHEX;NM_003294;NM_024164;SMARCA2;SOX17;ZEB1,NormalMyometrium_2;NormalMyometrium_6;NormalMyometrium_7;NormalMyometrium_21;NormalMyometrium_24;NormalMyometrium_28;NormalMyometrium_29,9,7
75,BST2;CFLAR;EMCN;LMCD1;PDK4;PLA1A;RAMP3,NormalMyometrium_2;NormalMyometrium_7;NormalMyometrium_8;NormalMyometrium_10;NormalMyometrium_12;NormalMyometrium_13;NormalMyometrium_14;NormalMyometrium_23;NormalMyometrium_24,7,9
76,ADAM12;ARG2;BHLHE41;MAFB;MARCKS;SFRP1,NormalMyometrium_7;NormalMyometrium_8;NormalMyometrium_10;NormalMyometrium_11;NormalMyometrium_14;NormalMyometrium_17;NormalMyometrium_21;NormalMyometrium_24;NormalMyometrium_27;NormalMyometrium_29,6,10
77,ALDH1A1;APOD;BST2;HLA-DRA;NM_022804;PDK4,NormalMyometrium_6;NormalMyometrium_8;NormalMyometrium_9;NormalMyometrium_10;NormalMyometrium_18;NormalMyometrium_22;NormalMyometrium_23;NormalMyometrium_25;NormalMyometrium_27;NormalMyometrium_29,6,10
78,CDH13;CRYAB;CYP4B1;GPR161;RIPOR2;TSPAN2,NormalMyometrium_3;NormalMyometrium_4;NormalMyometrium_9;NormalMyometrium_14;NormalMyometrium_16;NormalMyometrium_20;NormalMyometrium_21;NormalMyometrium_23;NormalMyometrium_27;NormalMyometrium_29,6,10
79,ACSL5;AF086641;EMCN;HHEX;IL13RA2;MALL,NormalMyometrium_2;NormalMyometrium_4;NormalMyometrium_5;NormalMyometrium_6;NormalMyometrium_10;NormalMyometrium_16;NormalMyometrium_17;NormalMyometrium_18;NormalMyometrium_21;NormalMyometrium_22,6,10
80,ADAM12;CCNB2;CENPU;KIF4A;MME;SCD,NormalMyometrium_10;NormalMyometrium_11;NormalMyometrium_14;NormalMyometrium_15;NormalMyometrium_22;NormalMyometrium_25;NormalMyometrium_26;NormalMyometrium_27;NormalMyometrium_28;NormalMyometrium_29,6,10
81,AHNAK2;ARHGAP6;HACD1;ITPR1;RGS13;SGMS1,NormalMyometrium_1;NormalMyometrium_2;NormalMyometrium_4;NormalMyometrium_5;NormalMyometrium_11;NormalMyometrium_17;NormalMyometrium_20;NormalMyometrium_22;NormalMyometrium_27;NormalMyometrium_29,6,10
82,AF105974;AF349571;BC005931;CAVIN2;CFLAR;HBA2;HBB;NM_000558;RGCC;SRGN,NormalMyometrium_1;NormalMyometrium_4;NormalMyometrium_10;NormalMyometrium_14;NormalMyometrium_15;NormalMyometrium_16,10,6
83,AMFR;APOD;C1QB;CLDN1;MARCKS;SMARCA2,NormalMyometrium_8;NormalMyometrium_17;NormalMyometrium_19;NormalMyometrium_21;NormalMyometrium_23;NormalMyometrium_24;NormalMyometrium_26;NormalMyometrium_27;NormalMyometrium_28;NormalMyometrium_29,6,10
84,BG397856;C1QB;CLDN1;EMCN;RNASE1;SVEP1,NormalMyometrium_2;NormalMyometrium_3;NormalMyometrium_10;NormalMyometrium_17;NormalMyometrium_21;NormalMyometrium_23;NormalMyometrium_24;NormalMyometrium_27;NormalMyometrium_28;NormalMyometrium_29,6,10
85,CAVIN1;FERMT2;FHL1;H49382;PRELP;TAF9B,NormalMyometrium_1;NormalMyometrium_6;NormalMyometrium_9;NormalMyometrium_10;NormalMyometrium_12;NormalMyometrium_13;NormalMyometrium_25;NormalMyometrium_26;NormalMyometrium_27,6,9
86,BUB1B;CAVIN1;CX3CR1;EMCN;GASK1B;HMMR,NormalMyometrium_4;NormalMyometrium_8;NormalMyometrium_9;NormalMyometrium_18;NormalMyometrium_24;NormalMyometrium_25;NormalMyometrium_27;NormalMyometrium_28;NormalMyometrium_29,6,9
87,ATRNL1;C1QL1;CHRDL1;ENPEP;GPR37;MFAP5,NormalMyometrium_1;NormalMyometrium_10;NormalMyometrium_16;NormalMyometrium_18;NormalMyometrium_19;NormalMyometrium_20;NormalMyometrium_22;NormalMyometrium_23;NormalMyometrium_29,6,9
88,ATF3;C4orf19;DUSP1;IDH2;MEST;NT5DC2,NormalMyometrium_4;NormalMyometrium_5;NormalMyometrium_6;NormalMyometrium_7;NormalMyometrium_12;NormalMyometrium_14;NormalMyometrium_17;NormalMyometrium_19;NormalMyometrium_22,6,9
89,AHNAK2;COL4A5;COL4A6;HSPB6;IGFBP6;KCNAB1;NACC2,NormalMyometrium_2;NormalMyometrium_4;NormalMyometrium_7;NormalMyometrium_10;NormalMyometrium_17;NormalMyometrium_20;NormalMyometrium_21,7,7
90,FBLN1;GAS1;HLA-DPA1;PCYOX1;PGR;SFRP1,NormalMyometrium_6;NormalMyometrium_9;NormalMyometrium_12;NormalMyometrium_13;NormalMyometrium_22;NormalMyometrium_24;NormalMyometrium_27;NormalMyometrium_29,6,8
91,ACKR4;AL049443;APOD;MFAP3L;MYBL1;RELN,NormalMyometrium_4;NormalMyometrium_6;NormalMyometrium_7;NormalMyometrium_13;NormalMyometrium_14;NormalMyometrium_20;NormalMyometrium_23;NormalMyometrium_24,6,8
