attr_name	Tumor_1	Tumor_2	Tumor_3	Tumor_4	Tumor_5	Tumor_6	Tumor_7	Tumor_8	Tumor_9	Tumor_10	Tumor_11	Tumor_12	Tumor_13	Tumor_14	Tumor_15	Tumor_16	Tumor_17	Tumor_18	Tumor_19	Tumor_20	Tumor_21	Tumor_22	Tumor_23	Tumor_24	Tumor_25
1598_g_at	11.2634900777924	11.4424248091567	11.0742999742796	9.77971374312729	11.6503812946655	10.7689746025242	12.3209148184846	10.724321873624	11.1209062534656	11.8777132362244	9.80750212052754	10.6853533766159	10.9101413966054	12.3012224910616	10.8327775212386	11.6065645147242	11.2963581113287	11.3115111516377	11.6617723323455	12.7184089693045	10.9248811188039	9.68946036711329	11.4048342982392	11.6550808618458	10.9876180984432
160020_at	10.1432534819049	12.2558033160462	9.7656950901812	10.3865961138828	10.3360736916205	9.53921881689579	9.82232226080816	11.7477929895546	10.3127141101635	9.652301037576	10.4917398858847	10.8165771900587	10.5764889729805	10.4081618069069	10.5325613656619	9.27766182595965	9.70551833754201	10.1109740617986	9.50646297427106	11.0623055076057	9.97556618935862	12.4244428992833	11.2846147134704	10.0188568760993	10.789502581477
200606_at	5.29192840384878	5.1482104168217	5.13960304307779	6.60549263009981	5.85995521821445	5.24551099591941	8.36166311320583	8.84283062497286	5.50425223465597	8.71469792745383	5.32266886098113	5.56477812161014	5.80197102692552	5.39365445596103	8.35972823513814	6.94896304992621	11.4768694450871	6.41964436903346	9.55948235663068	11.123098879314	5.14516637343448	5.71331965766143	5.74172547454442	5.16555081802797	9.52081975430593
200632_s_at	9.46611422184576	11.1546918603661	11.5631628452794	9.726535194981	10.4456130608215	10.4546803272699	10.5182337490519	10.1569493375753	9.7174478013244	9.28385139763749	10.9613487126675	9.38838649812533	8.71849756398312	10.2241583585926	10.4603179521975	8.99082545796318	12.3011714266959	9.50055903962741	9.30159987008906	11.4981850311087	9.25853412574471	9.82124904126493	8.94918935573221	10.1003277679567	10.5075486765575
200672_x_at	8.18193345537063	8.47690119788303	9.09333224647725	8.23694047382977	8.32959122145854	8.69338669447358	9.05498212279384	8.01572607788324	8.24655195804885	9.03288026209558	8.7972687303539	8.50460177953831	7.91699085347135	8.66098329652696	8.30394532948721	8.19923493204627	8.65938387206315	8.89786966091433	8.91380772606235	8.73317765652718	7.36903718621434	9.03530988356048	8.95406449745198	8.6954563968663	8.01967810984621
200696_s_at	12.3474478258227	12.9237579756806	13.4720506002503	11.964772353286	13.2905052744256	13.0481169955929	13.3037637937485	12.1422515215965	12.8182157997585	12.806013809526	10.7776827955948	11.3361989881618	12.9991245999614	12.8430016196899	11.9136022372729	12.2223158398896	12.0642798743231	12.3013694035537	12.4162859455432	12.862494752454	12.3247346001705	12.6900254412273	12.2195150166795	13.4759128880798	12.7852517105064
200783_s_at	10.0908939860711	9.97444886355671	9.18121878322611	10.2059854406353	8.61344955305282	11.1093438140207	8.37115919966853	9.46064257582973	9.84100269907611	8.63300360180931	9.94018296698166	9.86285728413598	10.2074651104335	10.7072630014423	9.27137444634079	8.67405314475804	9.47081941652941	7.80941712858508	8.82187204128122	9.42083482679675	9.38909946185075	9.62592227791045	10.1117761479959	10.4425085862731	9.04172265966075
200795_at	10.4504791717547	13.2447726432241	13.1614090689001	13.9137980744433	13.5463105781949	12.7444850775955	13.8185993919073	12.9361405954518	11.5934260848318	13.5642643346224	10.5480747993239	13.320972851528	12.5283091260358	12.1775156699489	11.2207013351539	13.6677460981914	10.5328884213953	13.4527298833718	13.5581318700855	13.148612494032	13.1795851986603	12.6977798168496	11.5603233393123	13.4462517915621	12.2886510246637
200799_at	10.1308949942754	10.6023470250046	11.7729214731809	8.68936640235886	12.1553107542209	7.73489716508159	12.3889897367708	11.5559952666899	11.1305020561316	12.1009918160896	9.4363010188745	11.0152978650977	8.22955518699263	11.899531282442	12.5419720218158	11.2522573927594	10.4165198202695	11.0035300989891	12.4724815135254	12.0941099258925	12.0083614044362	11.9623960213342	9.67659554254883	12.2107499104903	11.7447767927646
200832_s_at	9.87130288536879	7.18952732991276	9.65934506629622	9.02509968438056	11.1920140798242	10.1411496375861	7.58513058257469	10.2952541331122	8.53994596205783	8.76211764853938	10.5143851626107	9.87840339550224	9.14853648382958	7.49800200141934	7.60865713723067	7.50810758501847	12.0708870207389	8.32146402598307	8.99993431578731	10.1044515776609	8.13766369253442	7.61373646708883	9.95748453788035	7.66920426887176	9.56491652424777
