attr_name	Tumor_25	NormalMyometrium_1	NormalMyometrium_2	NormalMyometrium_3	NormalMyometrium_4	NormalMyometrium_5	NormalMyometrium_6	NormalMyometrium_7	NormalMyometrium_8	NormalMyometrium_9	NormalMyometrium_10	NormalMyometrium_11	NormalMyometrium_12	NormalMyometrium_13	NormalMyometrium_14	NormalMyometrium_15	NormalMyometrium_16	NormalMyometrium_17	NormalMyometrium_18	NormalMyometrium_19	NormalMyometrium_20	NormalMyometrium_21	NormalMyometrium_22	NormalMyometrium_23	NormalMyometrium_24	NormalMyometrium_25	NormalMyometrium_26	NormalMyometrium_27	NormalMyometrium_28	NormalMyometrium_29
204641_at	7.71428305291558	4.99755399469101	4.60735336633539	4.62967004172625	4.45261484550748	4.35699497890721	4.592999952804	4.49612433492882	4.59765412861047	4.68704668568148	4.46205940594528	4.62433644414081	4.55811939468755	4.39854129556492	8.44493256373984	4.62434696817268	4.67491191128307	4.87393406726907	4.6387525878258	4.33782856482477	4.54725200232909	4.47929276422843	5.46297141037501	4.45569198639661	4.74101358439492	8.0657663208293	4.74148531474253	4.69280933939433	4.56654620163361	4.65356466068058
204719_at	4.67131557523475	9.56230915648172	9.19629903616918	9.6348853908437	8.3383686915968	10.1344532521216	10.6117874292154	9.86988525996133	8.94469293313475	8.8831238865361	9.96504177967266	10.1045748040304	9.19403493522823	9.39657482625045	8.24021346370467	10.0786833119393	9.19312712811518	9.57290283894225	10.1240312315965	9.5687361440928	9.6981889137634	8.95269223711087	10.2123577074705	10.0197266079038	9.68339981706673	10.3262188753369	10.1867162409537	8.89218209963111	11.3127084138422	9.50567716089695
204822_at	8.08007952180675	4.66030779620887	4.46896893996174	4.47263877096021	4.17476037498141	4.44345589105403	4.37487618894983	4.29599192345107	4.37367778533622	4.28302550867188	4.276930585025	4.47457264753946	4.31960001073742	4.46657749878125	6.46543079207587	4.44305683750019	4.29865368804123	4.57147007107277	4.39869404040667	4.33478085185412	4.40104428057005	4.48970426631941	5.05768672083157	4.35763666497302	4.45488546269512	4.74554568964789	4.84974504184045	4.65280794913204	4.54409562989582	4.49425307234797
204825_at	9.80503831499463	6.53527641510363	5.68292457722041	5.63575167811142	5.66850645876406	5.82295692726189	5.6786875242602	5.76624063402124	5.72524913669092	6.13313971963465	5.84211701294547	5.9922131870551	5.45818398119132	5.465433789604	8.8289068148297	5.64496134497606	5.83581455454701	6.42272863815282	5.75879884495842	5.67346790379146	5.50929226584115	5.81657107598355	6.62573149104724	5.63196618910447	6.18915209988786	6.07433483150413	6.10973608364675	5.93772922549854	5.81657107598355	5.93661536959977
205034_at	6.84652633779157	4.6102564904858	4.47461839149386	4.83153734477901	4.51306402985614	4.48549139592726	4.72644519274316	4.36121363903679	4.29004437971712	4.65258165990068	4.39582744603811	4.37386963629459	4.7189158447594	4.2879663883142	5.99633579518972	4.72668276182001	4.53132180655264	4.60406873197174	4.45857888003171	4.22591004522706	4.41837153102156	4.57943349938995	5.19085962199813	4.53283949523582	4.65165047075125	4.83991550258226	4.83029959907114	4.75640418669655	5.10889219488113	4.93375681234825
205392_s_at	8.69469507072169	11.270529027763	12.3025511946941	11.8686668512401	12.4691456176845	12.5164229218294	12.063189579083	12.4485071421016	11.2141785185775	11.7310944926	12.5167140268297	12.348486763671	11.1072154425709	11.9090818624972	10.7100064258752	13.014354154097	11.923604063235	12.4189458576982	10.9511802024022	12.3987120832523	12.3586996433627	11.4395850296912	11.7148639833616	11.5345669732271	12.5656885315608	12.1961104829645	12.1621459146987	11.3814054588697	10.7422166073544	10.7624793076942
206067_s_at	8.57592479629026	11.2990942243101	11.7738211278772	11.0725612176124	11.1915226165255	11.1112319008094	11.4066149905439	11.5128998139915	11.2379723057728	11.2208943296692	10.9083213075962	11.256742219687	11.1568635067915	11.7602368024895	11.2183031600201	11.3549107664228	11.5472889013322	11.7433608003553	11.4809781394251	11.4575679374313	11.3729906836799	10.9799246376812	11.179069561388	10.7838825173364	11.2623398110635	11.1899940110959	11.1373530955214	11.0347239649106	11.3788195609484	11.1822165429071
206102_at	7.92980474863615	6.32603557756706	5.71233831917002	5.41118194925891	5.34654412139062	5.49297117568096	5.74835536926394	5.48552703665744	5.36895695845851	5.99284489772913	5.65178118131429	5.73631629028451	5.77199979733834	4.9459736519805	8.02629530255636	5.55388476157631	5.79710492580368	6.01684537488118	6.29185853216483	5.57400889192839	5.40444991981974	5.63034458032477	6.35834301404404	5.65779313938451	5.84058511378377	5.6099452545109	5.68483201082749	6.04647016326042	5.9380359034861	6.15789489119619
207165_at	8.49831849012599	5.699426808837	5.49919977890461	5.26281841451826	5.4649072643063	5.11699655318631	5.2837931235966	5.37981951201829	5.34466962875647	5.73955589983646	5.41591224585767	5.13944863919563	5.50748596761967	5.39702431417228	8.34696373933441	5.39532815418592	5.46564998779446	5.63430749734771	5.64622019426404	5.33114159242954	5.58654313944522	5.26160129091917	6.88069726227919	5.39539948119591	5.46150755598327	5.45316460550526	5.58418670147578	5.52518170578519	5.41968826510742	5.62693378137566
207828_s_at	9.2391176072051	7.00791140314706	6.13198825184115	5.89284791806841	6.19759815150435	5.84840181688338	6.03933194416094	5.90443153695542	6.05441228979684	6.27685988347204	6.12668993709741	5.85460199580036	5.82712870049685	5.90599462348148	8.74006683564677	6.07106921842947	6.04047454219764	6.41731595675716	6.38264945887882	5.84275405360394	5.9231742233616	6.0095858280589	6.87846951070528	5.98606601877985	6.19458683647004	6.23492863468246	6.07638776346793	6.20636699907927	6.00715356709803	6.03308716746422
208335_s_at	8.07860212183416	11.6618493637304	12.3217471074553	12.5801048914382	12.9268715198544	13.0773395980825	11.6055612975236	12.6655277259123	12.9435567444549	11.143729756452	12.9387241640146	12.3535563005855	11.5038598911195	12.8501114672007	10.248297003814	12.9856184609343	11.7078115916341	12.4761952724352	12.9230629663505	12.558739279993	12.2664784042537	12.1531045200466	12.3107428818473	12.6327592265726	12.3364804577304	12.7020943842339	11.6057622435965	11.3106481098692	12.1631278731507	12.3986672411294
209172_s_at	6.95557620013289	4.99172828718351	4.55185643246639	4.6470959726704	4.42844169976685	4.49942089778609	4.62093143295283	4.55192260402616	4.76967737963772	4.66004168687736	4.50945138412629	4.56897143806619	4.66704100414966	4.55395330241065	5.98834197064245	4.48909668063811	4.73670580533697	4.71855169132885	4.85285897442031	4.53483119742994	4.66599666718829	4.48554063772	5.04989558985274	4.67664417098475	4.69788851613891	4.79255452478824	4.68033987449066	4.79021512714067	4.88995745679437	4.69698323600878
209469_at	5.00648448340038	8.16592083725818	9.74640234196448	8.79903455231875	10.0656391805303	10.0865294937771	9.38607663560801	9.33358375219494	8.86309576644563	9.2390260332307	9.85188757400957	9.36974948874802	8.26846087540647	9.00251650428925	7.47162831494626	9.90501987588714	8.36411991047328	8.94262702192016	8.62261272172401	9.07380627220513	9.26843978884003	9.34395568729052	7.99113524181464	8.3600780944106	9.41979275275247	9.062180251064	9.51420174548974	10.1064109772953	9.18656767498547	9.33974012711518
209470_s_at	4.57881638810973	8.01829158696227	9.94980183598082	9.06623987633032	10.3069695345269	10.5156296242312	9.42830607312733	9.45451251949989	8.90566438024246	9.19936114000559	9.75377689739308	9.43798693449735	8.38053512544203	9.2846757246801	7.6571873966874	10.1318475443194	8.40465772744399	9.19867216175036	8.46147581164956	9.46403045719141	9.56491501625075	9.40318545657132	8.20311129511834	8.50039064813013	9.4207096739242	8.96791270849701	9.3448509115651	9.80218126178909	8.98788166057314	9.3109214148819
209612_s_at	4.50184389973899	9.7395708558002	9.69001441140238	9.43785435401709	10.796182972008	10.7572563538072	11.1845824260982	10.7310765087831	10.2617616118093	9.32595806440396	11.3960891861729	10.7187616774467	10.5290241645533	9.88479786323063	7.78492133776775	10.803307042807	10.3554912123531	10.0213816141797	10.651284666115	10.6703667262402	11.0992214459619	9.95577146187842	10.6277661731338	11.0953025741018	10.2238880036358	9.89586043663546	10.4519108082069	8.44066122499778	9.79047260141538	8.35205347604462
209613_s_at	4.38305645235096	10.0359027852494	10.2265146278502	9.99548573786929	11.1746503032152	10.9801089077889	11.5690405247352	11.2629954085544	10.4630099933086	9.93918732527536	11.5163822041716	11.0150781017063	11.0154177177349	10.3719827832649	7.77871765051405	11.6645115871842	10.9885986752494	10.6629097807569	10.8594155582685	10.9512384491047	11.4337614909301	10.4913034405493	10.8814850103138	11.5716633027578	11.5842268015657	11.37190091647	11.5979553718697	10.0529516043184	11.2180103732304	10.0743986614793
209773_s_at	10.5160016759792	6.6740585495034	5.67107969414181	5.64807231930495	5.47600523441967	5.55827027871983	5.23867723630623	5.49582623455658	5.57023318978928	6.26512476655381	5.56562566756395	5.4553843690921	5.56044828653218	5.40058034380377	9.84746238007865	5.39362305314758	5.53646181568845	6.16816516752987	5.69088625632544	5.62827781226199	5.61666763633188	5.62269450413143	7.52865959614669	5.31061059325126	5.83373337855242	5.86241147823579	5.75081836275169	5.91435927141236	5.88041863223833	5.6851837720176
210052_s_at	9.26115855315885	6.36490571844178	6.09255623660666	5.55317627411002	5.79753388476391	5.48199866223254	5.66138461214513	5.47755689492293	5.71161165281455	6.05621837377484	5.44592030729563	5.57434760573949	5.55272830312964	5.59549908261711	8.48556454346001	5.6109879367358	5.68300943209315	5.79247922919383	5.8691231679008	5.53902338453522	5.75517310201159	5.79874853286025	6.79803896523888	5.56457353058822	6.0853650197523	6.14605391002145	5.9719627685176	5.71909716900168	6.25231426007047	5.81792825997772
210135_s_at	9.38714143939506	4.47887341227358	4.58985558744186	5.79504003665437	4.49617991591312	4.56716782587699	4.60832503565963	4.72994958325829	5.54333700525243	4.364864100057	4.62106836785386	4.68845637604537	5.33746172986919	4.84286058020515	4.70618431774782	4.85742392008969	4.55338856919252	4.98809622162465	4.81262714073965	6.16800403746582	5.34877105231129	4.74482710462533	4.30781225415544	5.16404427446801	4.76650772150621	4.72705557395695	4.50380216017062	4.71979918419474	4.46191562283729	4.64858464180773
212224_at	6.45782355906712	11.7911698222585	10.4427937755727	9.70241276501623	11.0462238804469	11.1593376486545	11.1960377508776	11.1861869269326	11.6242511056043	9.68332376334723	11.9083737351526	10.5172066366319	10.409829287244	9.76075126795908	11.4771460322212	11.1899190606919	10.3539119322186	11.0873478665208	10.2446248710268	11.4700615725083	11.7444999711164	10.3302901970071	11.2123931815991	10.9346175891312	9.47423185479783	10.1211103133837	10.8154889906356	8.90714876010245	10.2814916543596	8.7753468937378
213451_x_at	8.6127252783104	10.9836693354194	10.6026477317181	11.5870574421886	10.9857889238613	11.0868284831791	11.4146804895185	11.9531712099062	11.342881666465	10.7833550071047	10.8710028674149	11.8049879508241	11.0687054138354	11.3191249536479	10.3159873071551	11.4762049416633	11.5217539764287	11.2591063105011	11.2328878905704	11.4170321059082	11.745146295281	11.094716643191	11.3151264020904	11.5339352697343	11.0860138279232	11.2079466661391	11.3695174899002	11.0215109129686	11.6021786859633	11.3157768065452
214710_s_at	9.36128946477454	6.48296513439472	5.73027813248138	5.4199625208727	5.84960189190052	5.83929512359856	5.80380150108843	5.23938435739259	5.37036066595551	5.89054568985828	5.87187742487271	5.48981440963778	5.69987921118563	5.72463526298993	8.75267129693352	5.60559012287712	5.6118007098666	6.06784197233686	5.81973725438957	5.44836953402348	5.7683850901743	5.15980767657134	6.567296006976	5.85109522950988	5.86928481088068	5.71176728571999	5.6729383970912	5.55363084902663	5.9503663059199	5.74892803597308
