Gene,Degree,Elite
ARHGEF16,13,False
RUNX3,4,False
FAM72B,5,False
INAVA,11,False
MIR4260,4,False
LINC01943,9,False
CXCR2P1,3,False
VEPH1,9,False
NEIL3,2,False
LINC02998,14,False
C5orf46,13,False
H2BC9,2,False
H2AC13,4,False
UBD,3,False
LOC102723724,2,False
DLX5,13,False
CDKN2A,6,True
LOC105369685,2,False
HOXC11,12,False
CHST6,10,False
KRT31,4,False
IFI30,12,False
KLK3,11,False
KLK5,10,False
APOBEC3B-AS1,1,False
