interaction;name
KIF18B;SHCBP1
SKA3;AURKA
FAM72B;SHCBP1
TOP2A;SHCBP1
SKA3;SHCBP1
SPAG5;AURKA
ZIC1;ZIC4
BUB1;SHCBP1
FAM72A;SHCBP1
ANLN;HASPIN
CSAG2;CSAG1
CCNO;MCIDAS
POLQ;AURKA
APOC2;ADAMDEC1
E2F7;SHCBP1
ICOS;ADAMDEC1
LINC02195;ADAMDEC1
CD80;ADAMDEC1
TTK;SHCBP1
KIF18A;AURKA
MAD2L1;HASPIN
DIAPH3;SHCBP1
UBD;CXCL9
POLQ;HASPIN
ESCO2;AURKA
CCNB1;AURKA
KIF18A;HASPIN
APOC4-APOC2;ADAMDEC1
MELK;SHCBP1
ESCO2;SHCBP1
TACR2;DLX1
NUSAP1;AURKA
PLK1;SHCBP1
ERCC6L;AURKA
MKI67;AURKA
E2F8;AURKA
AURKA;SHCBP1
DLGAP5;AURKA
LHX2;AURKA
SHCBP1;HASPIN
LOC105378305;RUNX3
BIRC5;AURKA
PIMREG;AURKA
MELK;HASPIN
NEIL3;SHCBP1
HOXC13;HOXC11
GPR87;EYA2-AS1
GTSE1;HASPIN
FOXM1;AURKA
TROAP;AURKA
MELK;AURKA
FAM72C;SHCBP1
ULBP1;DLX1
MIR147B;KCNN4
STEAP3;RUNX3
C15orf48;KCNN4
PRC1;AURKA
KIF18B;AURKA
CDC45;AURKA
ANLN;AURKA
PRC1-AS1;AURKA
CDC25C;SHCBP1
CDC45;SHCBP1
ZWINT;AURKA
MYBL2;AURKA
DNAJC5B;LINC01857
LOC105377123;LOC102723834
DIAPH3;HASPIN
APOBEC3B;SHCBP1
HOXB13;IGF2BP1
BUB1B;SHCBP1
APOBEC3B-AS1;SHCBP1
KIFC1;HASPIN
AURKB;SHCBP1
FAM72C;AURKA
SDS;ADAMDEC1
ANLN;SHCBP1
MIR147B;LINC02541
RFX8;KCNN4
POLQ;SHCBP1
KIF11;AURKA
KIF15;AURKA
CLSPN;AURKA
LINC01943;RUNX3
EXO1;AURKA
KIF2C;AURKA
SH2D4A;HS3ST3A1
TBX18;AURKA
KNL1;SHCBP1
MTFR2;AURKA
CENPE;SHCBP1
PDCD1;CXCL9
SMOC2;SRL
PRR11;AURKA
IGHG3;PDCD1
HMMR;AURKA
TACC3;SHCBP1
CDCA5;SHCBP1
DEPDC1;AURKA
NT5DC4;HASPIN
STEAP3;KCNN4
UHRF1;SHCBP1
ESCO2;HASPIN
FAM72C;HASPIN
KIF23;AURKA
BIRC5;SHCBP1
UHRF1;HASPIN
CCNF;SHCBP1
STEAP3;LOC102723834
KIF14;HASPIN
E2F7;AURKA
SOX11;H3C3
NCAPG;HASPIN
HMMR;HASPIN
EXO1;SHCBP1
NEIL3;HASPIN
ASF1B;AURKA
LOC105370924;LRRC15
LINC01943;ADAMDEC1
SPC24;AURKA
PBK;HASPIN
KIF18A;COL11A1
CLDN14;LINC02541
MAD2L1;SRL
AURKB;AURKA
LOC105371050;AURKA
NCAPH;AURKA
CCNB1;HASPIN
MELK;SRL
C5orf46;RUNX3
ASPM;HASPIN
CLDN14;KCNN4
CDCA8;HASPIN
EYA2-AS1;BBOX1
C15orf48;LINC02541
ADAMDEC1;CXCL9
CENPA;AURKA
LINC03044;ADAMTS19
DEPDC1B;HASPIN
KIF11;HASPIN
DPYSL5;ELAVL3
LINC01050;CSAG1
TPX2;HASPIN
PTTG1;AURKA
RIBC2;PBK
E2F7;HASPIN
STEAP3;NECTIN4
FAM72D;HASPIN
LHX2;SHCBP1
PRR11;SHCBP1
UBE2C;SHCBP1
IFI30;KCNN4
NT5DC4;SHCBP1
LOC112268460;SHCBP1
ARHGAP11A;HASPIN
CXCL10;ADAMDEC1
LINC01943;KCNN4
IRX5;AURKA
CENPE;AURKA
RFX8;LOC102723834
SERPINA1;KCNN4
KIF4A;HASPIN
RUNX2;LOC102723834
LOC105378305;LOC102723834
CEP55;HASPIN
ESPL1;SHCBP1
PTTG1;SHCBP1
MMP9;NKX6-1
CKAP2L;HASPIN
NEIL3;AURKA
ZIC2;AURKA
LOC105375690;IFNE
TFR2;ST6GALNAC5
LINC02195;CXCL9
HOXB13;MIR3185
CDCA5;AURKA
TOP2A;HASPIN
BLM;AURKA
C15orf48;ADAMDEC1
CSAG3;CSAG1
SAPCD2;SHCBP1
IL21R;KCNN4
NUF2;AURKA
NUSAP1;SHCBP1
DEPDC1;HASPIN
MIR31HG;LOC102723834
LOC107985513;CYP2J2
MIR147B;ADAMDEC1
LOC105375027;LINC01016
SLC6A7;KCNN4
MCM10;AURKA
TFR2;DIAPH3
HJURP;SHCBP1
MAD2L1;SHCBP1
LOC107985017;AURKA
PLK1;AURKA
KIF11;SRL
SKA1;AURKA
IRX3;RUNX3
ERCC6L;HASPIN
FAM111B;SHCBP1
RFX8;RUNX3
UHRF1;AURKA
ESPL1;AURKA
RUNX3-AS1;LOC102723834
LOC105372115;PRR11
SPAG5;SHCBP1
LINC01857;LINC00944
LMNB1;HASPIN
RRM2;SHCBP1
ZWINT;HASPIN
KIF18B;HASPIN
ULBP2;DLX1
CXCR2P1;CXCL9
CD70;KCNN4
IRX5;SHCBP1
LIPG;SHCBP1
CLDN14;RUNX3
LIPG;HASPIN
APOC4-APOC2;LINC02541
NCAPH;SRL
TFAP2A;PTPRN
LOC105369315;AURKA
SKA1;SHCBP1
SERPINA1;ADAMDEC1
SOCAR;KCNN4
H3C8;SRL
KIF23;SHCBP1
SGO1-AS1;SHCBP1
JCHAIN;IDO1
AK5;KCNN4
TRAT1;CXCL9
FAM111B;AURKA
CDCA2;HASPIN
APOC2;LINC02541
ZFHX4-AS1;DLX1
AK5;RUNX3
IQGAP3;AURKA
NYAP2;ADAMDEC1
KIF2C;SRL
MCM10;SHCBP1
CDK1;AURKA
CHST6;SOX9
OSM;NECTIN4
FAM95C;ELAVL3
CMTM5;KLK5
TMEM244;ADAMDEC1
LOC105377123;KCNN4
CLSPN;HASPIN
MTFR2;DLX1
UHRF1;SRL
LOC102723834;RUNX3
NMU;RAB3B
HMMR-AS1;HASPIN
IL21R;LINC00944
ZBED2;ADAMDEC1
BUB1;HASPIN
ZBED2;CXCL9
E2F7;LINC00601
IFI30;CXCL9
SDS;LINC00944
PLK1;HASPIN
PRC1-AS1;SHCBP1
SOX9;HOXC11
LOC102723834;IFNE
C5orf46;KCNN4
TTK;HASPIN
IRX3;SHCBP1
RUNX2;RUNX3
LINC02541;KCNN4
LOC107985017;SRL
PBK;AURKA
WDR62;SHCBP1
KCNN4;RUNX3
SGO1;SHCBP1
NBPF6;ADAMDEC1
OBP2A;DLX1
DLX6;DLX5
PRC1;SYT4
DRAXIN;HASPIN
LOC100288637;SHCBP1
CDKN3;HASPIN
LAMB3;KCNN4
HOOK1;PBX4
TTK;SRL
PCLAF;AURKA
LOC105378305;NECTIN4
LOC151760;KIF18B
PCLAF;SHCBP1
PRRG4;NEIL3
UBD;ADAMDEC1
DUSP5P1;IQGAP3
HJURP;HASPIN
LRRC15;KCNN4
CLGN;LOC100506071
FAM72B;HASPIN
RRM2;DLX1
MIR4260;FMO3
LAMB3;FMO3
PCLAF;SRL
KIF18A;SRL
TROAP;SHCBP1
LRRC37A8P;SYT4
FAM95C;CRYBG2
IFI30;LINC02541
DGAT2;PBX4
KIF23;HASPIN
LOC105375690;LOC102723834
TFAP2A-AS1;HMSD
LINC01943;LINC00944
SLC12A5-AS1;SDS
ERCC6L;SRL
IRX3;DLX1
RDM1;AURKA
FAM72A;HASPIN
LOC107985017;HASPIN
SDS;LINC02541
SPC25;SHCBP1
HOXD13;AURKA
AQP9;RUNX3
SDS;KCNN4
DNAJC5B;ADAMDEC1
IL21R;NECTIN4
SLC12A5-AS1;NKX6-1
IL21R;ADAMDEC1
LOC105378305;KCNN4
LIPG;SRL
HS3ST2;LOC107984851
HOXD13;SRL
TMEM52B;NECTIN4
TBX4;CCDC194
MKX;DIAPH3
ATP6V0D2;DLX1
LOC107985492;DLX1
APOC2;KCNN4
MGC12916;HS3ST3A1
MIR147B;RUNX3
FOXD1;DLX1
DPYSL5;IRF6
APOC2;NECTIN4
BUB1B;HASPIN
CLDN14;LINC00944
ALPK2;CXCL9
MMP9;DDN
LGR5;BBOX1
AIM2;ADAMDEC1
IGF2BP3;DLX1
LOC105371275;ULBP1
MMP12;FAM167A
GAGE12H;GAGE2A
BIRC5;DLX1
SDS;RUNX3
PLA2G2D;CXCL9
AURKA;HASPIN
DACT2;GATA5
TENM2;HJURP
LINC01943;LINC02541
ATP6V0D2;LOC102723834
DRD2;ELAVL3
LOC112268460;LINC02475
APOC4-APOC2;KCNN4
C15orf48;LINC00944
PRC1-AS1;SYT4
AQP7;SRL
LOC105369315;SHCBP1
AURKB;DLX1
C5orf46;LINC02541
ATP6V0D2;RUNX3
VEGFD;PTPRN
ZIC2;SHCBP1
MGC12916;RUNX3
CDKN2B-AS1;LOC107986606
H2AC13;HJURP
OBP2A;LOC102723834
APOC4-APOC2;NECTIN4
CLGN;SYT4
COL8A1;KCNN4
SRL;ULBP1
ATP6V0D2;LINC02541
IGKJ5;RIPPLY3
ERN2;SOX9
SLC12A8;LOC102723834
ANKRD18A;ELAVL3
DLX5;LOC102723834
IFI30;LINC00944
LOC105378305;LINC02541
PCLAF;DLX1
SFRP1;ASIC2
ZWINT;BBOX1-AS1
ZBED2;IDO1
GPR22;CRISP2
MMP12;RUNX3
CDCA5;DLX1
SLC6A7;WNT7B
FAM201A;ELAVL3
GLYATL2;NECTIN4
PRAME;H2AC16
ULBP2;RUNX3
SOCAR;LINC02541
DLX4;HOXB13
CDKN2B-AS1;MTTP
ST14;NECTIN4
SLC27A2;GATA3
UHRF1;DLX1
H2AC13;H2BC9
SIGLEC12;LINC02541
AQP9;LINC02541
LOC105376042;ELAVL3
OLR1;NECTIN4
LOC107986951;SLC6A7
LGR5;HOOK1
RFX8;ELAVL3
MAP3K9-DT;COCH
H2AC16;C10orf88B
LOC107985492;RIPK4
FGF5;LINC00944
KRT8;NECTIN4
LOC105370960;PRR11
KLHDC7B;IDO1
H2AC16;SRL
SFRP1;LINC02475
SLC6A7;RUNX3
LOC105371664;LINC03044
LOC105378305;DLX1
SALL4;DLX1
ATP1A2;SRL
LOC105375894;CENPE
LINC01152;PBX4
NUSAP1;MCIDAS
LIPG;LINC01016
MCM10;C10orf88B
KLK5;GATA5
LOC105377123;RUNX3
IL37;AURKA
MIR3185;MUC15
LOC105377043;LOC105372613
GLB1L3;ESPL1
CPLX3;GATA3
LOC107984763;PRR11
LOC105372613;LINC00601
ZNF560;IGF2BP3
ADAMDEC1;HMSD
SIX1;AQP7
SOX9-AS1;SYT4
EN1;LOC102723834
CDKN2A;LOC107986606
TRAC;LINC00944
LOC105376041;LOC105376042
MIR147B;LINC00944
GS1-24F4.2;SYT4
TCF21;KIF2C
LRRC15;ELAVL3
SERPINA1;LINC02541
IGKJ5;PDCD1
SOCAR;RUNX3
PLP1;ADAMDEC1
CENPA;LRRC55
LINC00862;LOC105370960
NOS2P3;SYT4
TMEM244;LINC01857
TBX4;LOC105370960
LOC105371664;MGST1
TMEM52B;LINC00944
EN1;CYP2J2
INAVA;CRYBG2
SH2D4A;SPINK1
IL36G;SYT4
LOC105370924;LOC102723834
NDST3;SGO1-AS1
LOC105375894;LOC105378523
LINC02541;RUNX3
MKRN3;SRL
STEAP3;LINC02541
SOWAHB;NECTIN4
HOXC11;ADAMTS19
LINC01050;CXCL9
DPYSL5;PBX4
TMPRSS3;IDO1
PAX9;HJURP
LOC105369685;LMO1
LUARIS;IFNE
OBP2A;RUNX3
H3C3;SHCBP1
ISL2;DLX1
LOC105377508;DLX1
IGLV3-1;PDCD1
LINC03016;FGF5
CRISP2;GALNT9
LOC107985436;CSAG1
MIR924HG;AURKA
MIR9898;NECTIN4
CPLX3;COL11A1
FAM30C;FAM95C
NRXN1;ELAVL3
FOXD3-AS1;RAB3B
DCC;OLR1
IRS4;SALL4
CDKN2A-AS1;ELAVL3
CCL18;LINC01857
PRAC2;MUC15
ILDR1;LINC02541
IGF2BP1;LINC03044
ASIC5;DDN
LOC105374986;LOC107985436
OSM;SLC6A7
DACT2;GALNT9
LMO1;LRRC37A8P
KCNB2;NRXN1
LMOD3;LOC105370960
MKRN3;LOC105377508
S100A2;WNT7B
HTR1D;COCH
SOX9;FOLR1
LOC102723724;LOC102723834
AKR1B10;LUARIS
STEAP3;RUNX2-AS1
OBP2A;LINC00942
LOC105373150;C10orf88B
IGFBPL1;ELAVL3
H3C3;DLX1
PRSS21;TMPRSS3
RAET1K;ULBP1
AKR1B10;MESP2
SLC12A8;ELAVL3
LGI3;RUNX3
LUCAT1;DLX6-AS1
AQP9;SIGLEC15
ZIC1;TMEM244
LINC01583;ELAVL3
KIF4B;SHCBP1
FOXE3;ZWINT
SCN7A;GALNT9
INAVA;FOXD3-AS1
DRAXIN;CSAG1
VEPH1;ELAVL3
LOC107984475;LOC102723834
LOC105370953;PITX1
MIR3185;LPAR3
SRD5A2;LINC03044
WWC1;PRAC2
LINC02541;NECTIN4
KRT8;WNT7B
LINC01971;SOX11
SIX1;CDC20B
TMEM171;WNT7B
ADAMTS19;DLX1
BARX2;CRYBG2
