"interaction","name","selected","shared interaction","shared name"
"interacts with","PFKFB4 (interacts with) PCLAF","false","interacts with","PFKFB4 (interacts with) PCLAF"
"interacts with","PFKFB4 (interacts with) ZFHX4","false","interacts with","PFKFB4 (interacts with) ZFHX4"
"interacts with","PFKFB4 (interacts with) VEPH1","false","interacts with","PFKFB4 (interacts with) VEPH1"
"interacts with","PFKFB4 (interacts with) CDC25A","false","interacts with","PFKFB4 (interacts with) CDC25A"
"interacts with","PFKFB4 (interacts with) MIR3658","false","interacts with","PFKFB4 (interacts with) MIR3658"
"interacts with","PFKFB4 (interacts with) CC2D2B","false","interacts with","PFKFB4 (interacts with) CC2D2B"
"interacts with","PFKFB4 (interacts with) MIR675","false","interacts with","PFKFB4 (interacts with) MIR675"
"interacts with","PFKFB4 (interacts with) WSCD2","false","interacts with","PFKFB4 (interacts with) WSCD2"
"interacts with","PFKFB4 (interacts with) GMNN","false","interacts with","PFKFB4 (interacts with) GMNN"
"interacts with","PFKFB4 (interacts with) SVIP","false","interacts with","PFKFB4 (interacts with) SVIP"
"interacts with","PFKFB4 (interacts with) ITGA9","false","interacts with","PFKFB4 (interacts with) ITGA9"
"interacts with","PFKFB4 (interacts with) ISL2","false","interacts with","PFKFB4 (interacts with) ISL2"
"interacts with","PFKFB4 (interacts with) MAD2L1","false","interacts with","PFKFB4 (interacts with) MAD2L1"
"interacts with","PFKFB4 (interacts with) ZFP2","false","interacts with","PFKFB4 (interacts with) ZFP2"
"interacts with","PFKFB4 (interacts with) LOC100294145","false","interacts with","PFKFB4 (interacts with) LOC100294145"
"interacts with","PFKFB4 (interacts with) SRL","false","interacts with","PFKFB4 (interacts with) SRL"
"interacts with","PFKFB4 (interacts with) MEIS1-AS2","false","interacts with","PFKFB4 (interacts with) MEIS1-AS2"
"interacts with","PFKFB4 (interacts with) RPA3","false","interacts with","PFKFB4 (interacts with) RPA3"
"interacts with","PFKFB4 (interacts with) MTFR2","false","interacts with","PFKFB4 (interacts with) MTFR2"
"interacts with","PFKFB4 (interacts with) MAST4","false","interacts with","PFKFB4 (interacts with) MAST4"
"interacts with","PFKFB4 (interacts with) STEAP1B","false","interacts with","PFKFB4 (interacts with) STEAP1B"
"interacts with","PFKFB4 (interacts with) INCENP","false","interacts with","PFKFB4 (interacts with) INCENP"
"interacts with","PFKFB4 (interacts with) UBE2QL1","false","interacts with","PFKFB4 (interacts with) UBE2QL1"
"interacts with","PFKFB4 (interacts with) KCNMA1","false","interacts with","PFKFB4 (interacts with) KCNMA1"
"interacts with","PFKFB4 (interacts with) MCM10","false","interacts with","PFKFB4 (interacts with) MCM10"
"interacts with","PFKFB4 (interacts with) SLF1","false","interacts with","PFKFB4 (interacts with) SLF1"
"interacts with","PFKFB4 (interacts with) TNFAIP6","false","interacts with","PFKFB4 (interacts with) TNFAIP6"
"interacts with","PFKFB4 (interacts with) H2AC16","false","interacts with","PFKFB4 (interacts with) H2AC16"
"interacts with","PFKFB4 (interacts with) MREG","false","interacts with","PFKFB4 (interacts with) MREG"
"interacts with","PFKFB4 (interacts with) NXT2","false","interacts with","PFKFB4 (interacts with) NXT2"
"interacts with","PFKFB4 (interacts with) LCTL","false","interacts with","PFKFB4 (interacts with) LCTL"
"interacts with","PFKFB4 (interacts with) CCDC150","false","interacts with","PFKFB4 (interacts with) CCDC150"
"interacts with","PFKFB4 (interacts with) ZNF695","false","interacts with","PFKFB4 (interacts with) ZNF695"
"interacts with","PFKFB4 (interacts with) SYTL3","false","interacts with","PFKFB4 (interacts with) SYTL3"
"interacts with","PFKFB4 (interacts with) NDRG2","false","interacts with","PFKFB4 (interacts with) NDRG2"
"interacts with","PFKFB4 (interacts with) H19","false","interacts with","PFKFB4 (interacts with) H19"
"interacts with","PFKFB4 (interacts with) IRAK1","false","interacts with","PFKFB4 (interacts with) IRAK1"
"interacts with","PFKFB4 (interacts with) CIAO2A","false","interacts with","PFKFB4 (interacts with) CIAO2A"
"interacts with","PFKFB4 (interacts with) C1GALT1","false","interacts with","PFKFB4 (interacts with) C1GALT1"
"interacts with","PFKFB4 (interacts with) TIPIN","false","interacts with","PFKFB4 (interacts with) TIPIN"
"interacts with","PFKFB4 (interacts with) PLK4","false","interacts with","PFKFB4 (interacts with) PLK4"
"interacts with","PFKFB4 (interacts with) STC2","false","interacts with","PFKFB4 (interacts with) STC2"
"interacts with","PFKFB4 (interacts with) TACR2","false","interacts with","PFKFB4 (interacts with) TACR2"
"interacts with","PFKFB4 (interacts with) UHRF1","false","interacts with","PFKFB4 (interacts with) UHRF1"
"interacts with","PFKFB4 (interacts with) IL33","false","interacts with","PFKFB4 (interacts with) IL33"
"interacts with","PFKFB4 (interacts with) ULBP2","false","interacts with","PFKFB4 (interacts with) ULBP2"
"interacts with","PFKFB4 (interacts with) EZR","false","interacts with","PFKFB4 (interacts with) EZR"
"interacts with","PFKFB4 (interacts with) ATP6V0D2","false","interacts with","PFKFB4 (interacts with) ATP6V0D2"
"interacts with","PFKFB4 (interacts with) ULBP1","false","interacts with","PFKFB4 (interacts with) ULBP1"
"interacts with","PFKFB4 (interacts with) EPM2A","false","interacts with","PFKFB4 (interacts with) EPM2A"
"interacts with","PFKFB4 (interacts with) WFS1","false","interacts with","PFKFB4 (interacts with) WFS1"
"interacts with","PFKFB4 (interacts with) KIF11","false","interacts with","PFKFB4 (interacts with) KIF11"
"interacts with","PFKFB4 (interacts with) PHF24","false","interacts with","PFKFB4 (interacts with) PHF24"
"interacts with","PFKFB4 (interacts with) TREM1","false","interacts with","PFKFB4 (interacts with) TREM1"
"interacts with","PFKFB4 (interacts with) CENPM","false","interacts with","PFKFB4 (interacts with) CENPM"
"interacts with","PFKFB4 (interacts with) TRAF3IP2-AS1","false","interacts with","PFKFB4 (interacts with) TRAF3IP2-AS1"
"interacts with","PFKFB4 (interacts with) RUNX2","false","interacts with","PFKFB4 (interacts with) RUNX2"
"interacts with","PFKFB4 (interacts with) RYR3","false","interacts with","PFKFB4 (interacts with) RYR3"
"interacts with","PFKFB4 (interacts with) HOXA11","false","interacts with","PFKFB4 (interacts with) HOXA11"
"interacts with","ATP2B4 (interacts with) RANBP1","false","interacts with","ATP2B4 (interacts with) RANBP1"
"interacts with","EZH2 (interacts with) TROAP","false","interacts with","EZH2 (interacts with) TROAP"
"interacts with","EZH2 (interacts with) GINS4","false","interacts with","EZH2 (interacts with) GINS4"
"interacts with","EZH2 (interacts with) XKR5","false","interacts with","EZH2 (interacts with) XKR5"
"interacts with","EZH2 (interacts with) TRAIP","false","interacts with","EZH2 (interacts with) TRAIP"
"interacts with","EZH2 (interacts with) ZGRF1","false","interacts with","EZH2 (interacts with) ZGRF1"
"interacts with","EZH2 (interacts with) RACGAP1","false","interacts with","EZH2 (interacts with) RACGAP1"
"interacts with","EZH2 (interacts with) ZWINT","false","interacts with","EZH2 (interacts with) ZWINT"
"interacts with","EZH2 (interacts with) ARHGAP11A","false","interacts with","EZH2 (interacts with) ARHGAP11A"
"interacts with","EZH2 (interacts with) BUB1B-PAK6","false","interacts with","EZH2 (interacts with) BUB1B-PAK6"
"interacts with","EZH2 (interacts with) LMNB2","false","interacts with","EZH2 (interacts with) LMNB2"
"interacts with","EZH2 (interacts with) WDR76","false","interacts with","EZH2 (interacts with) WDR76"
"interacts with","EZH2 (interacts with) BARD1","false","interacts with","EZH2 (interacts with) BARD1"
"interacts with","EZH2 (interacts with) KY","false","interacts with","EZH2 (interacts with) KY"
"interacts with","EZH2 (interacts with) MND1","false","interacts with","EZH2 (interacts with) MND1"
"interacts with","EZH2 (interacts with) FANCE","false","interacts with","EZH2 (interacts with) FANCE"
"interacts with","EZH2 (interacts with) RASSF2","false","interacts with","EZH2 (interacts with) RASSF2"
"interacts with","EZH2 (interacts with) KIF23","false","interacts with","EZH2 (interacts with) KIF23"
"interacts with","EZH2 (interacts with) PIMREG","false","interacts with","EZH2 (interacts with) PIMREG"
"interacts with","EZH2 (interacts with) HELLS","false","interacts with","EZH2 (interacts with) HELLS"
"interacts with","EZH2 (interacts with) BUB1B","false","interacts with","EZH2 (interacts with) BUB1B"
"interacts with","EZH2 (interacts with) CCNB2","false","interacts with","EZH2 (interacts with) CCNB2"
"interacts with","EZH2 (interacts with) PIF1","false","interacts with","EZH2 (interacts with) PIF1"
"interacts with","EZH2 (interacts with) SHCBP1","false","interacts with","EZH2 (interacts with) SHCBP1"
"interacts with","EZH2 (interacts with) CKAP2L","false","interacts with","EZH2 (interacts with) CKAP2L"
"interacts with","EZH2 (interacts with) CDCA4","false","interacts with","EZH2 (interacts with) CDCA4"
"interacts with","EZH2 (interacts with) SPSB4","false","interacts with","EZH2 (interacts with) SPSB4"
"interacts with","EZH2 (interacts with) LINC02754","false","interacts with","EZH2 (interacts with) LINC02754"
"interacts with","EZH2 (interacts with) C5orf34","false","interacts with","EZH2 (interacts with) C5orf34"
"interacts with","EZH2 (interacts with) ATAD2","false","interacts with","EZH2 (interacts with) ATAD2"
"interacts with","EZH2 (interacts with) KIF2C","false","interacts with","EZH2 (interacts with) KIF2C"
"interacts with","EZH2 (interacts with) CDC6","false","interacts with","EZH2 (interacts with) CDC6"
"interacts with","EZH2 (interacts with) SPC25","false","interacts with","EZH2 (interacts with) SPC25"
"interacts with","EZH2 (interacts with) TIMELESS","false","interacts with","EZH2 (interacts with) TIMELESS"
"interacts with","EZH2 (interacts with) FAM72A","false","interacts with","EZH2 (interacts with) FAM72A"
"interacts with","EZH2 (interacts with) FAM72C","false","interacts with","EZH2 (interacts with) FAM72C"
"interacts with","EZH2 (interacts with) FANCI","false","interacts with","EZH2 (interacts with) FANCI"
"interacts with","EZH2 (interacts with) LMNB1","false","interacts with","EZH2 (interacts with) LMNB1"
"interacts with","EZH2 (interacts with) CENPA","false","interacts with","EZH2 (interacts with) CENPA"
"interacts with","EZH2 (interacts with) TYMS","false","interacts with","EZH2 (interacts with) TYMS"
"interacts with","EZH2 (interacts with) FAM110D","false","interacts with","EZH2 (interacts with) FAM110D"
"interacts with","EZH2 (interacts with) TICRR","false","interacts with","EZH2 (interacts with) TICRR"
"interacts with","EZH2 (interacts with) GINS2","false","interacts with","EZH2 (interacts with) GINS2"
"interacts with","EZH2 (interacts with) CDC45","false","interacts with","EZH2 (interacts with) CDC45"
"interacts with","EZH2 (interacts with) CCNB1","false","interacts with","EZH2 (interacts with) CCNB1"
"interacts with","EZH2 (interacts with) PSRC1","false","interacts with","EZH2 (interacts with) PSRC1"
"interacts with","EZH2 (interacts with) MCM2","false","interacts with","EZH2 (interacts with) MCM2"
"interacts with","EZH2 (interacts with) FAM72D","false","interacts with","EZH2 (interacts with) FAM72D"
"interacts with","EZH2 (interacts with) CDT1","false","interacts with","EZH2 (interacts with) CDT1"
"interacts with","EZH2 (interacts with) RNASEH2A","false","interacts with","EZH2 (interacts with) RNASEH2A"
"interacts with","EZH2 (interacts with) CKS2","false","interacts with","EZH2 (interacts with) CKS2"
"interacts with","EZH2 (interacts with) CDKN3","false","interacts with","EZH2 (interacts with) CDKN3"
"interacts with","EZH2 (interacts with) FAM111B","false","interacts with","EZH2 (interacts with) FAM111B"
"interacts with","EZH2 (interacts with) CCDC150","false","interacts with","EZH2 (interacts with) CCDC150"
"interacts with","EZH2 (interacts with) NCAPH","false","interacts with","EZH2 (interacts with) NCAPH"
"interacts with","EZH2 (interacts with) LOC105371050","false","interacts with","EZH2 (interacts with) LOC105371050"
"interacts with","EZH2 (interacts with) WDR62","false","interacts with","EZH2 (interacts with) WDR62"
"interacts with","EZH2 (interacts with) AURKA","false","interacts with","EZH2 (interacts with) AURKA"
"interacts with","EZH2 (interacts with) NDC80","false","interacts with","EZH2 (interacts with) NDC80"
"interacts with","EZH2 (interacts with) ERCC6L","false","interacts with","EZH2 (interacts with) ERCC6L"
"interacts with","EZH2 (interacts with) NT5DC4","false","interacts with","EZH2 (interacts with) NT5DC4"
"interacts with","EZH2 (interacts with) SKA2","false","interacts with","EZH2 (interacts with) SKA2"
"interacts with","EZH2 (interacts with) GPC3","false","interacts with","EZH2 (interacts with) GPC3"
"interacts with","EZH2 (interacts with) TUBB4B","false","interacts with","EZH2 (interacts with) TUBB4B"
"interacts with","EZH2 (interacts with) KIF18B","false","interacts with","EZH2 (interacts with) KIF18B"
"interacts with","EZH2 (interacts with) TYMSOS","false","interacts with","EZH2 (interacts with) TYMSOS"
"interacts with","EZH2 (interacts with) HAUS8","false","interacts with","EZH2 (interacts with) HAUS8"
"interacts with","EZH2 (interacts with) MAD2L2","false","interacts with","EZH2 (interacts with) MAD2L2"
"interacts with","EZH2 (interacts with) PHF19","false","interacts with","EZH2 (interacts with) PHF19"
"interacts with","EZH2 (interacts with) RRM2","false","interacts with","EZH2 (interacts with) RRM2"
"interacts with","EZH2 (interacts with) FANCD2","false","interacts with","EZH2 (interacts with) FANCD2"
"interacts with","EZH2 (interacts with) LOC107986126","false","interacts with","EZH2 (interacts with) LOC107986126"
"interacts with","EZH2 (interacts with) NCAPG","false","interacts with","EZH2 (interacts with) NCAPG"
"interacts with","EZH2 (interacts with) POLE2","false","interacts with","EZH2 (interacts with) POLE2"
"interacts with","EZH2 (interacts with) PCLAF","false","interacts with","EZH2 (interacts with) PCLAF"
"interacts with","EZH2 (interacts with) DEPDC1B","false","interacts with","EZH2 (interacts with) DEPDC1B"
"interacts with","EZH2 (interacts with) OIP5","false","interacts with","EZH2 (interacts with) OIP5"
"interacts with","EZH2 (interacts with) DTL","false","interacts with","EZH2 (interacts with) DTL"
"interacts with","EZH2 (interacts with) NUSAP1","false","interacts with","EZH2 (interacts with) NUSAP1"
"interacts with","EZH2 (interacts with) KIFC1","false","interacts with","EZH2 (interacts with) KIFC1"
"interacts with","EZH2 (interacts with) NCAPG2","false","interacts with","EZH2 (interacts with) NCAPG2"
"interacts with","EZH2 (interacts with) TOP2A","false","interacts with","EZH2 (interacts with) TOP2A"
"interacts with","EZH2 (interacts with) CRNDE","false","interacts with","EZH2 (interacts with) CRNDE"
"interacts with","EZH2 (interacts with) CEP152","false","interacts with","EZH2 (interacts with) CEP152"
"interacts with","EZH2 (interacts with) DHFR","false","interacts with","EZH2 (interacts with) DHFR"
"interacts with","EZH2 (interacts with) SPAG5","false","interacts with","EZH2 (interacts with) SPAG5"
"interacts with","EZH2 (interacts with) FBXO43","false","interacts with","EZH2 (interacts with) FBXO43"
"interacts with","EZH2 (interacts with) CENPF","false","interacts with","EZH2 (interacts with) CENPF"
"interacts with","EZH2 (interacts with) NUF2","false","interacts with","EZH2 (interacts with) NUF2"
"interacts with","EZH2 (interacts with) GMNN","false","interacts with","EZH2 (interacts with) GMNN"
"interacts with","EZH2 (interacts with) MCM4","false","interacts with","EZH2 (interacts with) MCM4"
"interacts with","EZH2 (interacts with) CDCA7L","false","interacts with","EZH2 (interacts with) CDCA7L"
"interacts with","EZH2 (interacts with) HROB","false","interacts with","EZH2 (interacts with) HROB"
"interacts with","EZH2 (interacts with) DEPDC1","false","interacts with","EZH2 (interacts with) DEPDC1"
"interacts with","EZH2 (interacts with) GAPDH-DT","false","interacts with","EZH2 (interacts with) GAPDH-DT"
"interacts with","EZH2 (interacts with) UBE2T","false","interacts with","EZH2 (interacts with) UBE2T"
"interacts with","EZH2 (interacts with) E2F1","false","interacts with","EZH2 (interacts with) E2F1"
"interacts with","EZH2 (interacts with) FEN1","false","interacts with","EZH2 (interacts with) FEN1"
"interacts with","EZH2 (interacts with) STMN1","false","interacts with","EZH2 (interacts with) STMN1"
"interacts with","EZH2 (interacts with) PRC1","false","interacts with","EZH2 (interacts with) PRC1"
"interacts with","EZH2 (interacts with) CDCA8","false","interacts with","EZH2 (interacts with) CDCA8"
"interacts with","EZH2 (interacts with) MAD2L1","false","interacts with","EZH2 (interacts with) MAD2L1"
"interacts with","EZH2 (interacts with) NEIL3","false","interacts with","EZH2 (interacts with) NEIL3"
"interacts with","EZH2 (interacts with) CHAF1B","false","interacts with","EZH2 (interacts with) CHAF1B"
"interacts with","EZH2 (interacts with) ORC1","false","interacts with","EZH2 (interacts with) ORC1"
"interacts with","EZH2 (interacts with) ESCO2","false","interacts with","EZH2 (interacts with) ESCO2"
"interacts with","EZH2 (interacts with) DNMT3B","false","interacts with","EZH2 (interacts with) DNMT3B"
"interacts with","EZH2 (interacts with) SRL","false","interacts with","EZH2 (interacts with) SRL"
"interacts with","EZH2 (interacts with) FAM72B","false","interacts with","EZH2 (interacts with) FAM72B"
"interacts with","EZH2 (interacts with) KNL1","false","interacts with","EZH2 (interacts with) KNL1"
"interacts with","EZH2 (interacts with) TEDC2","false","interacts with","EZH2 (interacts with) TEDC2"
"interacts with","EZH2 (interacts with) ESPL1","false","interacts with","EZH2 (interacts with) ESPL1"
"interacts with","EZH2 (interacts with) TACC3","false","interacts with","EZH2 (interacts with) TACC3"
"interacts with","EZH2 (interacts with) CENPL","false","interacts with","EZH2 (interacts with) CENPL"
"interacts with","EZH2 (interacts with) RECQL4","false","interacts with","EZH2 (interacts with) RECQL4"
"interacts with","EZH2 (interacts with) CDCA2","false","interacts with","EZH2 (interacts with) CDCA2"
"interacts with","EZH2 (interacts with) H2AX","false","interacts with","EZH2 (interacts with) H2AX"
"interacts with","EZH2 (interacts with) CCNE1","false","interacts with","EZH2 (interacts with) CCNE1"
"interacts with","EZH2 (interacts with) CLSPN","false","interacts with","EZH2 (interacts with) CLSPN"
"interacts with","EZH2 (interacts with) DLGAP5","false","interacts with","EZH2 (interacts with) DLGAP5"
"interacts with","EZH2 (interacts with) SOCS2","false","interacts with","EZH2 (interacts with) SOCS2"
"interacts with","EZH2 (interacts with) TMEM132E","false","interacts with","EZH2 (interacts with) TMEM132E"
"interacts with","EZH2 (interacts with) RAD54L","false","interacts with","EZH2 (interacts with) RAD54L"
"interacts with","EZH2 (interacts with) FBXO5","false","interacts with","EZH2 (interacts with) FBXO5"
"interacts with","EZH2 (interacts with) INCENP","false","interacts with","EZH2 (interacts with) INCENP"
"interacts with","EZH2 (interacts with) IL37","false","interacts with","EZH2 (interacts with) IL37"
"interacts with","EZH2 (interacts with) PASK","false","interacts with","EZH2 (interacts with) PASK"
"interacts with","EZH2 (interacts with) CIT","false","interacts with","EZH2 (interacts with) CIT"
"interacts with","EZH2 (interacts with) LOC112268460","false","interacts with","EZH2 (interacts with) LOC112268460"
"interacts with","EZH2 (interacts with) CDCA5","false","interacts with","EZH2 (interacts with) CDCA5"
"interacts with","EZH2 (interacts with) CRADD-AS1","false","interacts with","EZH2 (interacts with) CRADD-AS1"
"interacts with","EZH2 (interacts with) TMEM106C","false","interacts with","EZH2 (interacts with) TMEM106C"
"interacts with","EZH2 (interacts with) SMC4","false","interacts with","EZH2 (interacts with) SMC4"
"interacts with","EZH2 (interacts with) TTK","false","interacts with","EZH2 (interacts with) TTK"
"interacts with","EZH2 (interacts with) NEK2","false","interacts with","EZH2 (interacts with) NEK2"
"interacts with","EZH2 (interacts with) RERG","false","interacts with","EZH2 (interacts with) RERG"
"interacts with","EZH2 (interacts with) MGME1","false","interacts with","EZH2 (interacts with) MGME1"
"interacts with","EZH2 (interacts with) ADCY1","false","interacts with","EZH2 (interacts with) ADCY1"
"interacts with","EZH2 (interacts with) PTPN3","false","interacts with","EZH2 (interacts with) PTPN3"
"interacts with","EZH2 (interacts with) CBX5","false","interacts with","EZH2 (interacts with) CBX5"
"interacts with","EZH2 (interacts with) GPRIN1","false","interacts with","EZH2 (interacts with) GPRIN1"
"interacts with","EZH2 (interacts with) TPX2","false","interacts with","EZH2 (interacts with) TPX2"
"interacts with","EZH2 (interacts with) KIF20A","false","interacts with","EZH2 (interacts with) KIF20A"
"interacts with","EZH2 (interacts with) SKA3","false","interacts with","EZH2 (interacts with) SKA3"
"interacts with","EZH2 (interacts with) CDHR2","false","interacts with","EZH2 (interacts with) CDHR2"
"interacts with","EZH2 (interacts with) GINS1","false","interacts with","EZH2 (interacts with) GINS1"
"interacts with","EZH2 (interacts with) SGO2","false","interacts with","EZH2 (interacts with) SGO2"
"interacts with","EZH2 (interacts with) TCF19","false","interacts with","EZH2 (interacts with) TCF19"
"interacts with","EZH2 (interacts with) UBE2C","false","interacts with","EZH2 (interacts with) UBE2C"
"interacts with","EZH2 (interacts with) CEP72","false","interacts with","EZH2 (interacts with) CEP72"
"interacts with","EZH2 (interacts with) ARHGAP11B","false","interacts with","EZH2 (interacts with) ARHGAP11B"
"interacts with","EZH2 (interacts with) CKAP2","false","interacts with","EZH2 (interacts with) CKAP2"
"interacts with","EZH2 (interacts with) KIF15","false","interacts with","EZH2 (interacts with) KIF15"
"interacts with","EZH2 (interacts with) PNPLA3","false","interacts with","EZH2 (interacts with) PNPLA3"
"interacts with","EZH2 (interacts with) CDC7","false","interacts with","EZH2 (interacts with) CDC7"
"interacts with","EZH2 (interacts with) TMEM201","false","interacts with","EZH2 (interacts with) TMEM201"
"interacts with","EZH2 (interacts with) POLA1","false","interacts with","EZH2 (interacts with) POLA1"
"interacts with","EZH2 (interacts with) HJURP","false","interacts with","EZH2 (interacts with) HJURP"
"interacts with","EZH2 (interacts with) SMC2","false","interacts with","EZH2 (interacts with) SMC2"
"interacts with","EZH2 (interacts with) CENPE","false","interacts with","EZH2 (interacts with) CENPE"
"interacts with","EZH2 (interacts with) IRX5","false","interacts with","EZH2 (interacts with) IRX5"
"interacts with","EZH2 (interacts with) PLK4","false","interacts with","EZH2 (interacts with) PLK4"
"interacts with","EZH2 (interacts with) RDM1","false","interacts with","EZH2 (interacts with) RDM1"
"interacts with","EZH2 (interacts with) GAS2L3","false","interacts with","EZH2 (interacts with) GAS2L3"
"interacts with","EZH2 (interacts with) CCNF","false","interacts with","EZH2 (interacts with) CCNF"
"interacts with","EZH2 (interacts with) CNIH2","false","interacts with","EZH2 (interacts with) CNIH2"
"interacts with","EZH2 (interacts with) SGO1","false","interacts with","EZH2 (interacts with) SGO1"
"interacts with","EZH2 (interacts with) MMS22L","false","interacts with","EZH2 (interacts with) MMS22L"
"interacts with","EZH2 (interacts with) PRR11","false","interacts with","EZH2 (interacts with) PRR11"
"interacts with","EZH2 (interacts with) IL36G","false","interacts with","EZH2 (interacts with) IL36G"
"interacts with","EZH2 (interacts with) MKI67","false","interacts with","EZH2 (interacts with) MKI67"
"interacts with","EZH2 (interacts with) CYP26B1","false","interacts with","EZH2 (interacts with) CYP26B1"
"interacts with","EZH2 (interacts with) DDIAS","false","interacts with","EZH2 (interacts with) DDIAS"
"interacts with","EZH2 (interacts with) SAPCD2","false","interacts with","EZH2 (interacts with) SAPCD2"
"interacts with","EZH2 (interacts with) LIG1","false","interacts with","EZH2 (interacts with) LIG1"
"interacts with","EZH2 (interacts with) NSD2","false","interacts with","EZH2 (interacts with) NSD2"
"interacts with","EZH2 (interacts with) CIP2A","false","interacts with","EZH2 (interacts with) CIP2A"
"interacts with","EZH2 (interacts with) SGO1-AS1","false","interacts with","EZH2 (interacts with) SGO1-AS1"
"interacts with","EZH2 (interacts with) SPC24","false","interacts with","EZH2 (interacts with) SPC24"
"interacts with","EZH2 (interacts with) CDC25C","false","interacts with","EZH2 (interacts with) CDC25C"
"interacts with","EZH2 (interacts with) HPCAL1","false","interacts with","EZH2 (interacts with) HPCAL1"
"interacts with","EZH2 (interacts with) EXO1","false","interacts with","EZH2 (interacts with) EXO1"
"interacts with","EZH2 (interacts with) PRC1-AS1","false","interacts with","EZH2 (interacts with) PRC1-AS1"
"interacts with","EZH2 (interacts with) MELK","false","interacts with","EZH2 (interacts with) MELK"
"interacts with","EZH2 (interacts with) XRCC2","false","interacts with","EZH2 (interacts with) XRCC2"
"interacts with","EZH2 (interacts with) BUB1","false","interacts with","EZH2 (interacts with) BUB1"
"interacts with","EZH2 (interacts with) C9orf40","false","interacts with","EZH2 (interacts with) C9orf40"
"interacts with","EZH2 (interacts with) MYBL2","false","interacts with","EZH2 (interacts with) MYBL2"
"interacts with","EZH2 (interacts with) PTTG1","false","interacts with","EZH2 (interacts with) PTTG1"
"interacts with","EZH2 (interacts with) HMGB2","false","interacts with","EZH2 (interacts with) HMGB2"
"interacts with","EZH2 (interacts with) KIF11","false","interacts with","EZH2 (interacts with) KIF11"
"interacts with","EZH2 (interacts with) BRIP1","false","interacts with","EZH2 (interacts with) BRIP1"
"interacts with","EZH2 (interacts with) MCM8","false","interacts with","EZH2 (interacts with) MCM8"
"interacts with","EZH2 (interacts with) RAD51AP1","false","interacts with","EZH2 (interacts with) RAD51AP1"
"interacts with","EZH2 (interacts with) CCNA2","false","interacts with","EZH2 (interacts with) CCNA2"
"interacts with","EZH2 (interacts with) KIF18A","false","interacts with","EZH2 (interacts with) KIF18A"
"interacts with","EZH2 (interacts with) MCM6","false","interacts with","EZH2 (interacts with) MCM6"
"interacts with","EZH2 (interacts with) PTEN","false","interacts with","EZH2 (interacts with) PTEN"
"interacts with","EZH2 (interacts with) LOC107985017","false","interacts with","EZH2 (interacts with) LOC107985017"
"interacts with","EZH2 (interacts with) E2F8","false","interacts with","EZH2 (interacts with) E2F8"
"interacts with","EZH2 (interacts with) SNHG31","false","interacts with","EZH2 (interacts with) SNHG31"
"interacts with","EZH2 (interacts with) GTSE1","false","interacts with","EZH2 (interacts with) GTSE1"
"interacts with","EZH2 (interacts with) AKR1C3","false","interacts with","EZH2 (interacts with) AKR1C3"
"interacts with","EZH2 (interacts with) IGF1","false","interacts with","EZH2 (interacts with) IGF1"
"interacts with","EZH2 (interacts with) CENPM","false","interacts with","EZH2 (interacts with) CENPM"
"interacts with","EZH2 (interacts with) E2F2","false","interacts with","EZH2 (interacts with) E2F2"
"interacts with","EZH2 (interacts with) ASF1B","false","interacts with","EZH2 (interacts with) ASF1B"
"interacts with","EZH2 (interacts with) LCORL","false","interacts with","EZH2 (interacts with) LCORL"
"interacts with","EZH2 (interacts with) SKA1","false","interacts with","EZH2 (interacts with) SKA1"
"interacts with","EZH2 (interacts with) CDK2","false","interacts with","EZH2 (interacts with) CDK2"
"interacts with","EZH2 (interacts with) RMI2","false","interacts with","EZH2 (interacts with) RMI2"
"interacts with","EZH2 (interacts with) KIF4A","false","interacts with","EZH2 (interacts with) KIF4A"
"interacts with","EZH2 (interacts with) SNORA10","false","interacts with","EZH2 (interacts with) SNORA10"
"interacts with","EZH2 (interacts with) KNSTRN","false","interacts with","EZH2 (interacts with) KNSTRN"
"interacts with","EZH2 (interacts with) CENPU","false","interacts with","EZH2 (interacts with) CENPU"
"interacts with","EZH2 (interacts with) CENPH","false","interacts with","EZH2 (interacts with) CENPH"
"interacts with","EZH2 (interacts with) CENPI","false","interacts with","EZH2 (interacts with) CENPI"
"interacts with","EZH2 (interacts with) LHX2","false","interacts with","EZH2 (interacts with) LHX2"
"interacts with","EZH2 (interacts with) CCDC18","false","interacts with","EZH2 (interacts with) CCDC18"
"interacts with","EZH2 (interacts with) ACYP1","false","interacts with","EZH2 (interacts with) ACYP1"
"interacts with","EZH2 (interacts with) ATAD5","false","interacts with","EZH2 (interacts with) ATAD5"
"interacts with","EZH2 (interacts with) BIRC5","false","interacts with","EZH2 (interacts with) BIRC5"
"interacts with","TROAP (interacts with) FOXM1","false","interacts with","TROAP (interacts with) FOXM1"
"interacts with","TROAP (interacts with) CLSPN","false","interacts with","TROAP (interacts with) CLSPN"
"interacts with","TROAP (interacts with) ADAMTSL5","false","interacts with","TROAP (interacts with) ADAMTSL5"
"interacts with","TROAP (interacts with) IL36G","false","interacts with","TROAP (interacts with) IL36G"
"interacts with","MTNR1B (interacts with) SSC4D","false","interacts with","MTNR1B (interacts with) SSC4D"
"interacts with","MTNR1B (interacts with) RFLNB","false","interacts with","MTNR1B (interacts with) RFLNB"
"interacts with","SSC4D (interacts with) CHRNA7","false","interacts with","SSC4D (interacts with) CHRNA7"
